Entity,Layer,XS,YS,XE,YE,XM,YM,point,geometry,X,Y,distance,pointinfo_index
Circle,PS_YSP,37491058.466,2393971.295,37491058.466,2393971.295,37491057.866,2393971.295,1.0,"c(37491058.16599999, 2393971.295)",37491058.16599999,2393971.295,2761.2256805768707,
Circle,PS_YSP,37491133.186,2393962.687,37491133.186,2393962.687,37491132.586,2393962.687,1.0,"c(37491132.886, 2393962.687)",37491132.886,2393962.687,3027.193672737286,
Circle,PS_YSP,37490932.486,2394252.901,37490932.486,2394252.901,37490931.886,2394252.901,1.0,"c(37490932.186000004, 2394252.901)",37490932.186,2394252.901,2488.8163410910847,
Circle,PS_YSP,37490954.769,2394172.855,37490954.769,2394172.855,37490954.169,2394172.855,1.0,"c(37490954.469, 2394172.855)",37490954.469,2394172.855,2501.731650625107,
Circle,PS_YSP,37491029.917,2394226.682,37491029.917,2394226.682,37491029.317,2394226.682,1.0,"c(37491029.617, 2394226.682)",37491029.617,2394226.682,2438.435075101909,
Circle,PS_YSP,37491026.408,2394210.976,37491026.408,2394210.976,37491025.808,2394210.976,1.0,"c(37491026.107999995, 2394210.976)",37491026.108,2394210.976,2447.6971582558576,
Circle,PS_YSP,37490547.797,2394563.811,37490547.797,2394563.811,37490547.197,2394563.811,1.0,"c(37490547.496999994, 2394563.811)",37490547.497,2394563.811,3714.077892290524,
Circle,PS_YSP,37490410.308,2394552.117,37490410.308,2394552.117,37490409.708,2394552.117,1.0,"c(37490410.008, 2394552.117)",37490410.008,2394552.117,3214.503928713675,
Circle,PS_YSP,37490423.142,2394557.417,37490423.142,2394557.417,37490422.542,2394557.417,1.0,"c(37490422.842, 2394557.417)",37490422.842,2394557.417,3171.2726631391533,
Circle,PS_YSP,37490607.557,2394541.812,37490607.557,2394541.812,37490606.957,2394541.812,1.0,"c(37490607.257, 2394541.812)",37490607.257,2394541.812,3779.7307368685133,
Circle,PS_YSP,37490663.412,2394529.95,37490663.412,2394529.95,37490662.812,2394529.95,1.0,"c(37490663.112, 2394529.95)",37490663.112,2394529.95,3723.9416787504756,
Circle,PS_YSP,37490132.156,2394718.093,37490132.156,2394718.093,37490131.556,2394718.093,1.0,"c(37490131.856000006, 2394718.093)",37490131.856000006,2394718.093,4218.850634525287,
Circle,PS_YSP,37490135.578,2394726.365,37490135.578,2394726.365,37490134.978,2394726.365,1.0,"c(37490135.278, 2394726.365)",37490135.278,2394726.365,4210.992083261811,
Circle,PS_YSP,37490164.01,2394716.384,37490164.01,2394716.384,37490163.41,2394716.384,1.0,"c(37490163.70999999, 2394716.384)",37490163.70999999,2394716.384,4193.4228872539725,
Circle,PS_YSP,37490161.516,2394706.505,37490161.516,2394706.505,37490160.916,2394706.505,1.0,"c(37490161.216000006, 2394706.505)",37490161.216000006,2394706.505,4195.137078955612,
Circle,PS_YSP,37490271.947,2394957.253,37490271.947,2394957.253,37490271.347,2394957.253,1.0,"c(37490271.647, 2394957.253)",37490271.647,2394957.253,4078.006040867363,
Circle,PS_YSP,37490671.141,2394520.869,37490671.141,2394520.869,37490670.541,2394520.869,1.0,"c(37490670.841000006, 2394520.869)",37490670.841000006,2394520.869,3745.443187528997,
Circle,PS_YSP,37490669.421,2394518.608,37490669.421,2394518.608,37490668.821,2394518.608,1.0,"c(37490669.121, 2394518.608)",37490669.121,2394518.608,3080.7684792412592,
Circle,PS_YSP,37490658.235,2394522.808,37490658.235,2394522.808,37490657.635,2394522.808,1.0,"c(37490657.935, 2394522.808)",37490657.935,2394522.808,3059.7727873924014,
Circle,PS_YSP,37490668.508,2394533.13,37490668.508,2394533.13,37490667.908,2394533.13,1.0,"c(37490668.208000004, 2394533.13)",37490668.208,2394533.13,1906.821669479271,
Circle,PS_YSP,37490348.192,2394650.196,37490348.192,2394650.196,37490347.592,2394650.196,1.0,"c(37490347.892000005, 2394650.196)",37490347.892000005,2394650.196,2204.341656660543,
Circle,PS_YSP,37490403.139,2394630.9,37490403.139,2394630.9,37490402.539,2394630.9,1.0,"c(37490402.839, 2394630.9)",37490402.839,2394630.9,1485.9274057856935,
Circle,PS_YSP,37490406.809,2394508.667,37490406.809,2394508.667,37490406.209,2394508.667,1.0,"c(37490406.509, 2394508.667)",37490406.509,2394508.667,1566.1796031486306,
Circle,PS_YSP,37490397.394,2394503.767,37490397.394,2394503.767,37490396.794,2394503.767,1.0,"c(37490397.094, 2394503.767)",37490397.094,2394503.767,1575.1623274997198,
Circle,PS_YSP,37490239.019,2394561.176,37490239.019,2394561.176,37490238.419,2394561.176,1.0,"c(37490238.719, 2394561.176)",37490238.719,2394561.176,1661.0915642771624,
Circle,PS_YSP,37490310.709,2394535.087,37490310.709,2394535.087,37490310.109,2394535.087,1.0,"c(37490310.408999994, 2394535.087)",37490310.409,2394535.087,1596.1173667849903,
Circle,PS_YSP,37490348.112,2394587.533,37490348.112,2394587.533,37490347.512,2394587.533,1.0,"c(37490347.81200001, 2394587.533)",37490347.81200001,2394587.533,1538.8143179788522,
Circle,PS_YSP,37490222.07,2394583.333,37490222.07,2394583.333,37490221.47,2394583.333,1.0,"c(37490221.769999996, 2394583.333)",37490221.77,2394583.333,3415.4676073924693,
Circle,PS_YSP,37490161.075,2394601.576,37490161.075,2394601.576,37490160.475,2394601.576,1.0,"c(37490160.775000006, 2394601.576)",37490160.775000006,2394601.576,3914.5788859925187,
Circle,PS_YSP,37490124.838,2394616.494,37490124.838,2394616.494,37490124.238,2394616.494,1.0,"c(37490124.538, 2394616.494)",37490124.538,2394616.494,3943.464410604596,
Circle,PS_YSP,37490543.283,2394565.469,37490543.283,2394565.469,37490542.683,2394565.469,1.0,"c(37490542.982999995, 2394565.469)",37490542.983,2394565.469,3293.103946922507,
Circle,PS_YSP,37490477.626,2394666.003,37490477.626,2394666.003,37490477.026,2394666.003,1.0,"c(37490477.326000005, 2394666.003)",37490477.326000005,2394666.003,3324.8251176122176,
Circle,PS_YSP,37490435.8,2394689.238,37490435.8,2394689.238,37490435.2,2394689.238,1.0,"c(37490435.5, 2394689.238)",37490435.5,2394689.238,3329.718508798514,
Circle,PS_YSP,37490341.272,2394711.947,37490341.272,2394711.947,37490340.672,2394711.947,1.0,"c(37490340.972, 2394711.947)",37490340.972,2394711.947,3413.990582731592,
Circle,PS_YSP,37490281.281,2394719.613,37490281.281,2394719.613,37490280.681,2394719.613,1.0,"c(37490280.981000006, 2394719.613)",37490280.981000006,2394719.613,3472.319128635576,
Circle,PS_YSP,37490286.129,2394741.711,37490286.129,2394741.711,37490285.529,2394741.711,1.0,"c(37490285.828999996, 2394741.711)",37490285.829,2394741.711,1467.8283760079175,
Circle,PS_YSP,37490285.56,2394720.141,37490285.56,2394720.141,37490284.96,2394720.141,1.0,"c(37490285.260000005, 2394720.141)",37490285.260000005,2394720.141,2630.030015795807,
Circle,PS_YSP,37490301.145,2394731.681,37490301.145,2394731.681,37490300.545,2394731.681,1.0,"c(37490300.845, 2394731.681)",37490300.845,2394731.681,2609.8790853862433,
Circle,PS_YSP,37490272.109,2394722.958,37490272.109,2394722.958,37490271.509,2394722.958,1.0,"c(37490271.809, 2394722.958)",37490271.809,2394722.958,2642.5903144686804,
Circle,PS_YSP,37490275.458,2394747.31,37490275.458,2394747.31,37490274.858,2394747.31,1.0,"c(37490275.158, 2394747.31)",37490275.158,2394747.31,2606.171381782423,
Circle,PS_YSP,37490964.434,2394252.97,37490964.434,2394252.97,37490963.834,2394252.97,1.0,"c(37490964.134, 2394252.97)",37490964.134,2394252.97,3132.3556075822585,
Circle,PS_YSP,37490788.182,2394221.151,37490788.182,2394221.151,37490787.582,2394221.151,1.0,"c(37490787.882, 2394221.151)",37490787.882,2394221.151,3280.067985469473,
Circle,PS_YSP,37490856.5,2394213.356,37490856.5,2394213.356,37490855.9,2394213.356,1.0,"c(37490856.2, 2394213.356)",37490856.2,2394213.356,3244.200170041532,
Circle,PS_YSP,37491029.507,2393981.388,37491029.507,2393981.388,37491028.907,2393981.388,1.0,"c(37491029.207, 2393981.388)",37491029.207,2393981.388,3313.4463567719185,
Circle,PS_YSP,37491107.316,2394038.754,37491107.316,2394038.754,37491106.716,2394038.754,1.0,"c(37491107.016, 2394038.754)",37491107.016,2394038.754,3211.216094052318,
Circle,PS_YSP,37491098.25,2394038.742,37491098.25,2394038.742,37491097.65,2394038.742,1.0,"c(37491097.95, 2394038.742)",37491097.95,2394038.742,3143.458755561145,
Circle,PS_YSP,37491073.098,2394148.107,37491073.098,2394148.107,37491072.498,2394148.107,1.0,"c(37491072.798, 2394148.107)",37491072.798,2394148.107,3076.64047143494,
Circle,PS_YSP,37491093.233,2394148.01,37491093.233,2394148.01,37491092.633,2394148.01,1.0,"c(37491092.933, 2394148.01)",37491092.933,2394148.01,3062.032088736612,
Circle,PS_YSP,37490854.028,2394305.798,37490854.028,2394305.798,37490853.428,2394305.798,1.0,"c(37490853.728, 2394305.798)",37490853.728,2394305.798,3132.924919532172,
Circle,PS_YSP,37490883.567,2394305.407,37490883.567,2394305.407,37490882.967,2394305.407,1.0,"c(37490883.267000005, 2394305.407)",37490883.267000005,2394305.407,2918.7927063973834,
Circle,PS_YSP,37490965.376,2394358.554,37490965.376,2394358.554,37490964.776,2394358.554,1.0,"c(37490965.076000005, 2394358.554)",37490965.076000005,2394358.554,2844.2888977260673,
Circle,PS_YSP,37490965.018,2394336.13,37490965.018,2394336.13,37490964.418,2394336.13,1.0,"c(37490964.717999995, 2394336.13)",37490964.718,2394336.13,2858.361695954236,
Circle,PS_YSP,37491051.73,2394598.573,37491051.73,2394598.573,37491051.13,2394598.573,1.0,"c(37491051.43, 2394598.573)",37491051.43,2394598.573,2676.2378443819007,
Circle,PS_YSP,37490932.661,2394646.161,37490932.661,2394646.161,37490932.061,2394646.161,1.0,"c(37490932.361, 2394646.161)",37490932.361,2394646.161,2761.88637214614,
Circle,PS_YSP,37491051.794,2394606.295,37491051.794,2394606.295,37491051.194,2394606.295,1.0,"c(37491051.494, 2394606.295)",37491051.494,2394606.295,1511.7758606320724,
Circle,PS_YSP,37491058.522,2394038.576,37491058.522,2394038.576,37491057.922,2394038.576,1.0,"c(37491058.222, 2394038.576)",37491058.222,2394038.576,1468.76948174428,
Circle,PS_YSP,37491122.101,2394037.93,37491122.101,2394037.93,37491121.501,2394037.93,1.0,"c(37491121.801, 2394037.93)",37491121.801,2394037.93,1497.322408664408,
Circle,PS_YSP,37490932.699,2394569.372,37490932.699,2394569.372,37490932.099,2394569.372,1.0,"c(37490932.399000004, 2394569.372)",37490932.399,2394569.372,640.7219033320227,
Circle,PS_YSP,37490902.413,2394558.617,37490902.413,2394558.617,37490901.813,2394558.617,1.0,"c(37490902.113000005, 2394558.617)",37490902.113000005,2394558.617,657.5266229759175,
Circle,PS_YSP,37491089.07,2394606.023,37491089.07,2394606.023,37491088.47,2394606.023,1.0,"c(37491088.769999996, 2394606.023)",37491088.77,2394606.023,595.710838568658,
Circle,PS_YSP,37491062.672,2394643.942,37491062.672,2394643.942,37491062.072,2394643.942,1.0,"c(37491062.371999994, 2394643.942)",37491062.372,2394643.942,528.9862270056003,
Circle,PS_YSP,37491083.499,2394549.18,37491083.499,2394549.18,37491082.899,2394549.18,1.0,"c(37491083.199, 2394549.18)",37491083.199,2394549.18,626.0416811596386,
Circle,PS_YSP,37490918.475,2394429.062,37490918.475,2394429.062,37490917.875,2394429.062,1.0,"c(37490918.175, 2394429.062)",37490918.175,2394429.062,665.8401876040698,
Circle,PS_YSP,37490953.867,2394427.662,37490953.867,2394427.662,37490953.267,2394427.662,1.0,"c(37490953.567, 2394427.662)",37490953.567,2394427.662,3081.253967964818,
Circle,PS_YSP,37490949.305,2394387.907,37490949.305,2394387.907,37490948.705,2394387.907,1.0,"c(37490949.004999995, 2394387.907)",37490949.005,2394387.907,3104.4465657527016,
Circle,PS_YSP,37490455.621,2394677.567,37490455.621,2394677.567,37490455.021,2394677.567,1.0,"c(37490455.320999995, 2394677.567)",37490455.321,2394677.567,3298.4124850773937,
Circle,PS_YSP,37490891.534,2394392.0,37490891.534,2394392.0,37490890.934,2394392.0,1.0,"c(37490891.234, 2394392.0)",37490891.234,2394392.0,3160.397972099534,
Circle,PS_YSP,37490381.49,2394663.426,37490381.49,2394663.426,37490380.89,2394663.426,1.0,"c(37490381.19, 2394663.426)",37490381.19,2394663.426,3467.7822954851276,
Circle,PS_YSP,37490416.737,2394697.736,37490416.737,2394697.736,37490416.137,2394697.736,1.0,"c(37490416.43700001, 2394697.736)",37490416.43700001,2394697.736,3485.1669719385504,
Circle,PS_YSP,37490340.289,2394930.36,37490340.289,2394930.36,37490339.689,2394930.36,1.0,"c(37490339.989, 2394930.36)",37490339.989,2394930.36,3460.5325158932123,
Circle,PS_YSP,37490327.904,2394719.175,37490327.904,2394719.175,37490327.304,2394719.175,1.0,"c(37490327.604, 2394719.175)",37490327.604,2394719.175,3594.472976411301,
Circle,PS_YSP,37490323.078,2394897.929,37490323.078,2394897.929,37490322.478,2394897.929,1.0,"c(37490322.778, 2394897.929)",37490322.778,2394897.929,3536.129288315329,
Circle,PS_YSP,37490329.032,2394908.766,37490329.032,2394908.766,37490328.432,2394908.766,1.0,"c(37490328.73199999, 2394908.766)",37490328.73199999,2394908.766,2168.9801508920136,
Circle,PS_YSP,37490356.802,2394959.331,37490356.802,2394959.331,37490356.202,2394959.331,1.0,"c(37490356.502000004, 2394959.331)",37490356.502,2394959.331,2158.4062026735974,
Circle,PS_YSP,37493398.0452,2396813.4196,37493398.0452,2396813.4196,37493397.4452,2396813.4196,1.0,"c(37493397.7452, 2396813.4196)",37493397.7452,2396813.4196,1774.0905954955012,
Circle,PS_YSP,37493710.9682,2396874.0522,37493710.9682,2396874.0522,37493710.3682,2396874.0522,1.0,"c(37493710.6682, 2396874.0522)",37493710.6682,2396874.0522,1990.178877363364,
Circle,PS_YSP,37492420.1378,2395781.9538,37492420.1378,2395781.9538,37492419.5378,2395781.9538,1.0,"c(37492419.837799996, 2395781.9538)",37492419.8378,2395781.9538,521.6951539674457,
Circle,PS_YSP,37492438.1578,2395866.0102,37492438.1578,2395866.0102,37492437.5578,2395866.0102,1.0,"c(37492437.8578, 2395866.0102)",37492437.8578,2395866.0102,1469.4660972261756,
Circle,PS_YSP,37491495.4094,2398182.3182,37491495.4094,2398182.3182,37491494.8094,2398182.3182,1.0,"c(37491495.109400004, 2398182.3182)",37491495.1094,2398182.3182,3850.4812924896887,
Circle,PS_YSP,37489043.928,2399933.348,37489043.928,2399933.348,37489043.328,2399933.348,1.0,"c(37489043.628000006, 2399933.348)",37489043.628000006,2399933.348,6738.6645282553345,
Circle,PS_YSP,37488813.317,2399888.708,37488813.317,2399888.708,37488812.717,2399888.708,1.0,"c(37488813.017000005, 2399888.708)",37488813.017000005,2399888.708,6885.785200485637,
Circle,PS_YSP,37488678.824,2399811.439,37488678.824,2399811.439,37488678.224,2399811.439,1.0,"c(37488678.524000004, 2399811.439)",37488678.524,2399811.439,6929.745757206356,
Circle,PS_YSP,37489241.375,2398959.821,37489241.375,2398959.821,37489240.775,2398959.821,1.0,"c(37489241.075, 2398959.821)",37489241.075,2398959.821,5934.833171776953,
Circle,PS_YSP,37489420.667,2398678.625,37489420.667,2398678.625,37489420.067,2398678.625,1.0,"c(37489420.367, 2398678.625)",37489420.367,2398678.625,5620.118970493586,
Circle,PS_YSP,37489069.591,2399977.327,37489069.591,2399977.327,37489068.991,2399977.327,1.0,"c(37489069.29099999, 2399977.327)",37489069.29099999,2399977.327,6799.2464743063765,
Circle,PS_YSP,37489047.361,2399944.793,37489047.361,2399944.793,37489046.761,2399944.793,1.0,"c(37489047.061000004, 2399944.793)",37489047.061,2399944.793,6824.4210697133085,
Circle,PS_YSP,37490664.164,2394520.524,37490664.164,2394520.524,37490663.564,2394520.524,1.0,"c(37490663.864, 2394520.524)",37490663.864,2394520.524,3453.6896351591176,
Circle,PS_YSP,37489816.4544,2396064.4426,37489816.4544,2396064.4426,37489815.8544,2396064.4426,1.0,"c(37489816.154400006, 2396064.4426)",37489816.154400006,2396064.4426,3410.0084671940926,
Circle,PS_YSP,37488934.974,2399937.671,37488934.974,2399937.671,37488934.374,2399937.671,1.0,"c(37488934.673999995, 2399937.671)",37488934.674,2399937.671,5911.677953066435,
Circle,PS_YSP,37488906.716,2399937.625,37488906.716,2399937.625,37488906.116,2399937.625,1.0,"c(37488906.41599999, 2399937.625)",37488906.41599999,2399937.625,5929.368204120245,
Circle,PS_YSP,37488901.899,2399939.76,37488901.899,2399939.76,37488901.299,2399939.76,1.0,"c(37488901.599, 2399939.76)",37488901.599,2399939.76,5960.562955167724,
Circle,PS_YSP,37488893.607,2400645.081,37488893.607,2400645.081,37488893.007,2400645.081,1.0,"c(37488893.307, 2400645.081)",37488893.307,2400645.081,6224.472833957882,
Circle,PS_YSP,37489151.552,2398967.261,37489151.552,2398967.261,37489150.952,2398967.261,1.0,"c(37489151.252000004, 2398967.261)",37489151.252,2398967.261,4975.552442615313,
Circle,PS_YSP,37489164.21,2399653.322,37489164.21,2399653.322,37489163.61,2399653.322,1.0,"c(37489163.91, 2399653.322)",37489163.91,2399653.322,5378.066228488737,
Circle,PS_YSP,37489069.574,2399904.909,37489069.574,2399904.909,37489068.974,2399904.909,1.0,"c(37489069.274000004, 2399904.909)",37489069.274,2399904.909,5609.793964309887,
Circle,PS_YSP,37489139.926,2398962.001,37489139.926,2398962.001,37489139.326,2398962.001,1.0,"c(37489139.626, 2398962.001)",37489139.626,2398962.001,5008.817837705275,
Circle,PS_YSP,37489244.259,2399178.074,37489244.259,2399178.074,37489243.659,2399178.074,1.0,"c(37489243.95900001, 2399178.074)",37489243.95900001,2399178.074,4996.3411381766,
Circle,PS_YSP,37486902.137,2399221.215,37486902.137,2399221.215,37486901.537,2399221.215,1.0,"c(37486901.837, 2399221.215)",37486901.837,2399221.215,7113.868206768795,
Circle,PS_YSP,37487009.744,2399305.239,37487009.744,2399305.239,37487009.144,2399305.239,1.0,"c(37487009.444000006, 2399305.239)",37487009.444000006,2399305.239,7044.9792867390925,
Circle,PS_YSP,37487014.234,2399247.254,37487014.234,2399247.254,37487013.634,2399247.254,1.0,"c(37487013.934, 2399247.254)",37487013.934,2399247.254,7009.538739001148,
Circle,PS_YSP,37488328.615,2399755.73,37488328.615,2399755.73,37488328.015,2399755.73,1.0,"c(37488328.315, 2399755.73)",37488328.315,2399755.73,6068.153465648932,
Circle,PS_YSP,37488777.103,2399873.283,37488777.103,2399873.283,37488776.503,2399873.283,1.0,"c(37488776.803, 2399873.283)",37488776.803,2399873.283,5775.309124764213,
Circle,PS_YSP,37488750.114,2399856.965,37488750.114,2399856.965,37488749.514,2399856.965,1.0,"c(37488749.813999996, 2399856.965)",37488749.814,2399856.965,5807.979222660972,
Circle,PS_YSP,37488887.446,2398762.773,37488887.446,2398762.773,37488886.846,2398762.773,1.0,"c(37488887.146, 2398762.773)",37488887.146,2398762.773,5175.318963780445,
Circle,PS_YSP,37488983.982,2398850.252,37488983.982,2398850.252,37488983.382,2398850.252,1.0,"c(37488983.682, 2398850.252)",37488983.682,2398850.252,5148.168048654943,
Circle,PS_YSP,37489026.905,2398910.216,37489026.905,2398910.216,37489026.305,2398910.216,1.0,"c(37489026.605000004, 2398910.216)",37489026.605,2398910.216,5158.260508512326,
Circle,PS_YSP,37489007.215,2398949.493,37489007.215,2398949.493,37489006.615,2398949.493,1.0,"c(37489006.91500001, 2398949.493)",37489006.91500001,2398949.493,6787.16337146561,
Circle,PS_YSP,37488848.105,2399911.984,37488848.105,2399911.984,37488847.505,2399911.984,1.0,"c(37488847.805, 2399911.984)",37488847.805,2399911.984,7534.905738077416,
Circle,PS_YSP,37488919.863,2398758.234,37488919.863,2398758.234,37488919.263,2398758.234,1.0,"c(37488919.56299999, 2398758.234)",37488919.56299999,2398758.234,6725.279926426034,
Circle,PS_YSP,37489104.794,2398958.286,37489104.794,2398958.286,37489104.194,2398958.286,1.0,"c(37489104.494, 2398958.286)",37489104.494,2398958.286,6685.927732312089,
Circle,PS_YSP,37489107.832,2398938.579,37489107.832,2398938.579,37489107.232,2398938.579,1.0,"c(37489107.532000005, 2398938.579)",37489107.532000005,2398938.579,6673.354058014616,
Circle,PS_YSP,37488818.577,2398761.336,37488818.577,2398761.336,37488817.977,2398761.336,1.0,"c(37488818.276999995, 2398761.336)",37488818.277,2398761.336,6136.485194781989,
Circle,PS_YSP,37488078.535,2399771.837,37488078.535,2399771.837,37488077.935,2399771.837,1.0,"c(37488078.235, 2399771.837)",37488078.235,2399771.837,6227.342568216855,
Circle,PS_YSP,37487187.283,2399361.624,37487187.283,2399361.624,37487186.683,2399361.624,1.0,"c(37487186.982999995, 2399361.624)",37487186.983,2399361.624,6630.316012611741,
Circle,PS_YSP,37487197.804,2399347.096,37487197.804,2399347.096,37487197.204,2399347.096,1.0,"c(37487197.504, 2399347.096)",37487197.504,2399347.096,6614.575690326015,
Circle,PS_YSP,37487086.727,2399302.559,37487086.727,2399302.559,37487086.127,2399302.559,1.0,"c(37487086.427, 2399302.559)",37487086.427,2399302.559,6678.284236396427,
Circle,PS_YSP,37489151.225,2399701.473,37489151.225,2399701.473,37489150.625,2399701.473,1.0,"c(37489150.925, 2399701.473)",37489150.925,2399701.473,5487.263378694049,
Circle,PS_YSP,37489345.794,2398850.652,37489345.794,2398850.652,37489345.194,2398850.652,1.0,"c(37489345.494, 2398850.652)",37489345.494,2398850.652,4694.551664228438,
Circle,PS_YSP,37489095.113,2399911.438,37489095.113,2399911.438,37489094.513,2399911.438,1.0,"c(37489094.81299999, 2399911.438)",37489094.81299999,2399911.438,6600.89265948868,
Circle,PS_YSP,37489332.193,2398907.962,37489332.193,2398907.962,37489331.593,2398907.962,1.0,"c(37489331.89300001, 2398907.962)",37489331.89300001,2398907.962,5750.5322189541275,
Circle,PS_YSP,37489316.043,2398963.805,37489316.043,2398963.805,37489315.443,2398963.805,1.0,"c(37489315.743, 2398963.805)",37489315.743,2398963.805,5801.389733927672,
Circle,PS_YSP,37489292.623,2399056.322,37489292.623,2399056.322,37489292.023,2399056.322,1.0,"c(37489292.323, 2399056.322)",37489292.323,2399056.322,5875.410472036109,
Circle,PS_YSP,37489284.113,2399085.143,37489284.113,2399085.143,37489283.513,2399085.143,1.0,"c(37489283.81299999, 2399085.143)",37489283.81299999,2399085.143,5920.687956849041,
Circle,PS_YSP,37489261.229,2399172.788,37489261.229,2399172.788,37489260.629,2399172.788,1.0,"c(37489260.929000005, 2399172.788)",37489260.929000005,2399172.788,6002.826346990152,
Circle,PS_YSP,37489255.014,2399202.407,37489255.014,2399202.407,37489254.414,2399202.407,1.0,"c(37489254.714, 2399202.407)",37489254.714,2399202.407,6028.781835092515,
Circle,PS_YSP,37489244.528,2399227.905,37489244.528,2399227.905,37489243.928,2399227.905,1.0,"c(37489244.228, 2399227.905)",37489244.228,2399227.905,6074.801511790821,
Circle,PS_YSP,37489240.529,2399251.917,37489240.529,2399251.917,37489239.929,2399251.917,1.0,"c(37489240.229, 2399251.917)",37489240.229,2399251.917,6095.767158509964,
Circle,PS_YSP,37489213.573,2399360.1,37489213.573,2399360.1,37489212.973,2399360.1,1.0,"c(37489213.273, 2399360.1)",37489213.273,2399360.1,6192.6453661551195,
Circle,PS_YSP,37489396.975,2398384.376,37489396.975,2398384.376,37489396.375,2398384.376,1.0,"c(37489396.675, 2398384.376)",37489396.675,2398384.376,5393.403853839035,
Circle,PS_YSP,37489625.272,2398990.778,37489625.272,2398990.778,37489624.672,2398990.778,1.0,"c(37489624.972, 2398990.778)",37489624.972,2398990.778,4621.175681413335,
Circle,PS_YSP,37489317.845,2399093.628,37489317.845,2399093.628,37489317.245,2399093.628,1.0,"c(37489317.545, 2399093.628)",37489317.545,2399093.628,4944.140780349765,
Circle,PS_YSP,37489308.077,2399110.254,37489308.077,2399110.254,37489307.477,2399110.254,1.0,"c(37489307.776999995, 2399110.254)",37489307.777,2399110.254,4964.05886119415,
Circle,PS_YSP,37489301.859,2399152.872,37489301.859,2399152.872,37489301.259,2399152.872,1.0,"c(37489301.559, 2399152.872)",37489301.559,2399152.872,5021.17414975925,
Circle,PS_YSP,37489291.117,2399181.429,37489291.117,2399181.429,37489290.517,2399181.429,1.0,"c(37489290.817, 2399181.429)",37489290.817,2399181.429,5025.908900425577,
Circle,PS_YSP,37489281.474,2399190.717,37489281.474,2399190.717,37489280.874,2399190.717,1.0,"c(37489281.173999995, 2399190.717)",37489281.174,2399190.717,5041.808142322253,
Circle,PS_YSP,37489283.686,2399212.842,37489283.686,2399212.842,37489283.086,2399212.842,1.0,"c(37489283.386, 2399212.842)",37489283.386,2399212.842,5060.154731280277,
Circle,PS_YSP,37488851.518,2399916.656,37488851.518,2399916.656,37488850.918,2399916.656,1.0,"c(37488851.217999995, 2399916.656)",37488851.218,2399916.656,5832.814615367817,
Circle,PS_YSP,37488689.886,2400300.459,37488689.886,2400300.459,37488689.286,2400300.459,1.0,"c(37488689.585999995, 2400300.459)",37488689.586,2400300.459,6211.539992507918,
Circle,PS_YSP,37488665.247,2400391.333,37488665.247,2400391.333,37488664.647,2400391.333,1.0,"c(37488664.947, 2400391.333)",37488664.947,2400391.333,6292.308409228477,
Circle,PS_YSP,37488661.695,2400411.789,37488661.695,2400411.789,37488661.095,2400411.789,1.0,"c(37488661.394999996, 2400411.789)",37488661.395,2400411.789,6441.055251640998,
Circle,PS_YSP,37488665.255,2400448.541,37488665.255,2400448.541,37488664.655,2400448.541,1.0,"c(37488664.955, 2400448.541)",37488664.955,2400448.541,5997.941153229515,
Circle,PS_YSP,37489205.524,2399389.346,37489205.524,2399389.346,37489204.924,2399389.346,1.0,"c(37489205.224, 2399389.346)",37489205.224,2399389.346,4944.642941531338,
Circle,PS_YSP,37489170.607,2399523.58,37489170.607,2399523.58,37489170.007,2399523.58,1.0,"c(37489170.307, 2399523.58)",37489170.307,2399523.58,5049.777762272183,
Circle,PS_YSP,37489160.119,2399557.977,37489160.119,2399557.977,37489159.519,2399557.977,1.0,"c(37489159.819000006, 2399557.977)",37489159.819000006,2399557.977,5100.8199382424755,
Circle,PS_YSP,37489154.313,2399587.139,37489154.313,2399587.139,37489153.713,2399587.139,1.0,"c(37489154.013, 2399587.139)",37489154.013,2399587.139,5122.167313545118,
Circle,PS_YSP,37489115.037,2399733.224,37489115.037,2399733.224,37489114.437,2399733.224,1.0,"c(37489114.737, 2399733.224)",37489114.737,2399733.224,5265.579140117649,
Circle,PS_YSP,37489094.421,2399809.304,37489094.421,2399809.304,37489093.821,2399809.304,1.0,"c(37489094.121, 2399809.304)",37489094.121,2399809.304,5353.407796609096,
Circle,PS_YSP,37489084.935,2399850.168,37489084.935,2399850.168,37489084.335,2399850.168,1.0,"c(37489084.635000005, 2399850.168)",37489084.635000005,2399850.168,5386.030917260631,
Circle,PS_YSP,37489076.944,2399877.081,37489076.944,2399877.081,37489076.344,2399877.081,1.0,"c(37489076.643999994, 2399877.081)",37489076.644,2399877.081,5412.456051488894,
Circle,PS_YSP,37491121.503,2399415.44,37491121.503,2399415.44,37491120.903,2399415.44,1.0,"c(37491121.202999994, 2399415.44)",37491121.203,2399415.44,3660.9152177043798,
Circle,PS_YSP,37489375.811,2398730.28,37489375.811,2398730.28,37489375.211,2398730.28,1.0,"c(37489375.511, 2398730.28)",37489375.511,2398730.28,4542.935308685915,
Circle,PS_YSP,37489416.64,2398983.852,37489416.64,2398983.852,37489416.04,2398983.852,1.0,"c(37489416.34, 2398983.852)",37489416.34,2398983.852,4639.497277764661,
Circle,PS_YSP,37489389.509,2398980.807,37489389.509,2398980.807,37489388.909,2398980.807,1.0,"c(37489389.20900001, 2398980.807)",37489389.20900001,2398980.807,4684.115217888517,
