Entity,Layer,XS,YS,XE,YE,XM,YM,point,geometry,X,Y,distance,pointinfo_index
Circle,PS_YSP,37492548.302,2396068.356,37492548.302,2396068.356,37492547.702,2396068.356,1.0,"c(37492548.002000004, 2396068.356)",37492548.002,2396068.356,703.2506126917799,
Circle,PS_YSP,37492582.8972,2396074.171,37492582.8972,2396074.171,37492582.2972,2396074.171,1.0,"c(37492582.597200006, 2396074.171)",37492582.597200006,2396074.171,956.5274022678618,
Circle,PS_YSP,37492593.57,2396149.07,37492593.57,2396149.07,37492592.97,2396149.07,1.0,"c(37492593.269999996, 2396149.07)",37492593.27,2396149.07,981.7787925244238,
Circle,PS_YSP,37492641.208,2396165.42,37492641.208,2396165.42,37492640.608,2396165.42,1.0,"c(37492640.908, 2396165.42)",37492640.908,2396165.42,967.4303737751078,
Circle,PS_YSP,37492713.9624,2396166.546,37492713.9624,2396166.546,37492713.3624,2396166.546,1.0,"c(37492713.6624, 2396166.546)",37492713.6624,2396166.546,1320.6001644023072,
Circle,PS_YSP,37492787.1864,2396348.8576,37492787.1864,2396348.8576,37492786.5864,2396348.8576,1.0,"c(37492786.8864, 2396348.8576)",37492786.8864,2396348.8576,1315.9516821246775,
Circle,PS_YSP,37492744.1864,2396348.8576,37492744.1864,2396348.8576,37492743.5864,2396348.8576,1.0,"c(37492743.8864, 2396348.8576)",37492743.8864,2396348.8576,1343.2569148044697,
Circle,PS_YSP,37492798.1864,2396348.8576,37492798.1864,2396348.8576,37492797.5864,2396348.8576,1.0,"c(37492797.8864, 2396348.8576)",37492797.8864,2396348.8576,1285.3261380944664,
Circle,PS_YSP,37492798.1312,2396350.5568,37492798.1312,2396350.5568,37492797.5312,2396350.5568,1.0,"c(37492797.8312, 2396350.5568)",37492797.8312,2396350.5568,1058.1341651981706,
Circle,PS_YSP,37492803.5356,2396351.2372,37492803.5356,2396351.2372,37492802.9356,2396351.2372,1.0,"c(37492803.235599995, 2396351.2372)",37492803.2356,2396351.2372,911.2361729886233,
Circle,PS_YSP,37492792.1918,2396351.0572,37492792.1918,2396351.0572,37492791.5918,2396351.0572,1.0,"c(37492791.8918, 2396351.0572)",37492791.8918,2396351.0572,922.5471983350444,
Circle,PS_YSP,37492797.44,2396377.848,37492797.44,2396377.848,37492796.84,2396377.848,1.0,"c(37492797.14, 2396377.848)",37492797.14,2396377.848,909.9175443392841,
Circle,PS_YSP,37492797.908,2396401.1008,37492797.908,2396401.1008,37492797.308,2396401.1008,1.0,"c(37492797.607999995, 2396401.1008)",37492797.608,2396401.1008,920.8213131941268,
Circle,PS_YSP,37492959.8336,2396456.5434,37492959.8336,2396456.5434,37492959.2336,2396456.5434,1.0,"c(37492959.5336, 2396456.5434)",37492959.5336,2396456.5434,788.5906517633852,
Circle,PS_YSP,37492960.6412,2396479.4778,37492960.6412,2396479.4778,37492960.0412,2396479.4778,1.0,"c(37492960.341199994, 2396479.4778)",37492960.3412,2396479.4778,796.0974592449892,
Circle,PS_YSP,37492965.2796,2396524.2382,37492965.2796,2396524.2382,37492964.6796,2396524.2382,1.0,"c(37492964.9796, 2396524.2382)",37492964.9796,2396524.2382,789.5914929138019,
Circle,PS_YSP,37492964.8168,2396448.8976,37492964.8168,2396448.8976,37492964.2168,2396448.8976,1.0,"c(37492964.5168, 2396448.8976)",37492964.5168,2396448.8976,753.1158093869947,
Circle,PS_YSP,37492954.0426,2396457.1804,37492954.0426,2396457.1804,37492953.4426,2396457.1804,1.0,"c(37492953.742599994, 2396457.1804)",37492953.7426,2396457.1804,747.3237139085923,
Circle,PS_YSP,37493050.482,2396536.9398,37493050.482,2396536.9398,37493049.882,2396536.9398,1.0,"c(37493050.182, 2396536.9398)",37493050.182,2396536.9398,725.9683652291471,
Circle,PS_YSP,37493092.299,2396536.701,37493092.299,2396536.701,37493091.699,2396536.701,1.0,"c(37493091.999, 2396536.701)",37493091.999,2396536.701,667.5614115822561,
Circle,PS_YSP,37493093.554,2396543.015,37493093.554,2396543.015,37493092.954,2396543.015,1.0,"c(37493093.254, 2396543.015)",37493093.254,2396543.015,678.5272103029855,
Circle,PS_YSP,37493195.133,2396667.707,37493195.133,2396667.707,37493194.533,2396667.707,1.0,"c(37493194.833000004, 2396667.707)",37493194.833,2396667.707,703.4309966199572,
Circle,PS_YSP,37493206.445,2396667.737,37493206.445,2396667.737,37493205.845,2396667.737,1.0,"c(37493206.144999996, 2396667.737)",37493206.145,2396667.737,699.5159275905507,
Circle,PS_YSP,37493223.671,2396667.709,37493223.671,2396667.709,37493223.071,2396667.709,1.0,"c(37493223.371, 2396667.709)",37493223.371,2396667.709,670.0496465413913,
Circle,PS_YSP,37493232.437,2396667.757,37493232.437,2396667.757,37493231.837,2396667.757,1.0,"c(37493232.136999995, 2396667.757)",37493232.137,2396667.757,667.7746096515959,
Circle,PS_YSP,37493181.848,2396670.16,37493181.848,2396670.16,37493181.248,2396670.16,1.0,"c(37493181.548, 2396670.16)",37493181.548,2396670.16,683.6670176994784,
Circle,PS_YSP,37493195.508,2396670.308,37493195.508,2396670.308,37493194.908,2396670.308,1.0,"c(37493195.208000004, 2396670.308)",37493195.208,2396670.308,670.8857969526496,
Circle,PS_YSP,37493206.434,2396665.432,37493206.434,2396665.432,37493205.834,2396665.432,1.0,"c(37493206.134, 2396665.432)",37493206.134,2396665.432,663.5962102844693,
Circle,PS_YSP,37493223.523,2396670.575,37493223.523,2396670.575,37493222.923,2396670.575,1.0,"c(37493223.223000005, 2396670.575)",37493223.223000005,2396670.575,653.9846983511865,
Circle,PS_YSP,37493250.794,2396667.982,37493250.794,2396667.982,37493250.194,2396667.982,1.0,"c(37493250.494, 2396667.982)",37493250.494,2396667.982,638.9632284658206,
Circle,PS_YSP,37493254.001,2396758.77,37493254.001,2396758.77,37493253.401,2396758.77,1.0,"c(37493253.701000005, 2396758.77)",37493253.701000005,2396758.77,726.8688929893688,
Circle,PS_YSP,37493289.911,2396771.066,37493289.911,2396771.066,37493289.311,2396771.066,1.0,"c(37493289.611, 2396771.066)",37493289.611,2396771.066,722.492057640197,
Circle,PS_YSP,37493333.108,2396759.001,37493333.108,2396759.001,37493332.508,2396759.001,1.0,"c(37493332.808, 2396759.001)",37493332.808,2396759.001,2039.7574822045065,
Circle,PS_YSP,37493289.847,2396773.452,37493289.847,2396773.452,37493289.247,2396773.452,1.0,"c(37493289.547000006, 2396773.452)",37493289.547000006,2396773.452,1995.7054416132771,
Circle,PS_YSP,37493334.6016,2396754.1378,37493334.6016,2396754.1378,37493334.0016,2396754.1378,1.0,"c(37493334.301599994, 2396754.1378)",37493334.3016,2396754.1378,1986.5426565031376,
Circle,PS_YSP,37493346.111,2396765.564,37493346.111,2396765.564,37493345.511,2396765.564,1.0,"c(37493345.811000004, 2396765.564)",37493345.811,2396765.564,1986.0889195626287,
Circle,PS_YSP,37493369.187,2396774.577,37493369.187,2396774.577,37493368.587,2396774.577,1.0,"c(37493368.886999995, 2396774.577)",37493368.887,2396774.577,1379.5835019458402,
Circle,PS_YSP,37493397.963,2396797.766,37493397.963,2396797.766,37493397.363,2396797.766,1.0,"c(37493397.663, 2396797.766)",37493397.663,2396797.766,1402.7142039038104,
Circle,PS_YSP,37493398.087,2396820.015,37493398.087,2396820.015,37493397.487,2396820.015,1.0,"c(37493397.787, 2396820.015)",37493397.787,2396820.015,1423.4988503266811,
Circle,PS_YSP,37493395.283,2396820.016,37493395.283,2396820.016,37493394.683,2396820.016,1.0,"c(37493394.982999995, 2396820.016)",37493394.983,2396820.016,1421.7571942863135,
Circle,PS_YSP,37493892.313,2396874.035,37493892.313,2396874.035,37493891.713,2396874.035,1.0,"c(37493892.013, 2396874.035)",37493892.013,2396874.035,1538.4151622991071,
Circle,PS_YSP,37493892.313,2396871.539,37493892.313,2396871.539,37493891.713,2396871.539,1.0,"c(37493892.013, 2396871.539)",37493892.013,2396871.539,1512.8710313747392,
Circle,PS_YSP,37493403.761,2396866.314,37493403.761,2396866.314,37493403.161,2396866.314,1.0,"c(37493403.460999995, 2396866.314)",37493403.461,2396866.314,1448.3221981655463,
Circle,PS_YSP,37493616.413,2396872.215,37493616.413,2396872.215,37493615.813,2396872.215,1.0,"c(37493616.113000005, 2396872.215)",37493616.113000005,2396872.215,1462.4095578445206,
Circle,PS_YSP,37493753.341,2396873.353,37493753.341,2396873.353,37493752.741,2396873.353,1.0,"c(37493753.04099999, 2396873.353)",37493753.04099999,2396873.353,1463.6456072824324,
Circle,PS_YSP,37493969.848,2396870.938,37493969.848,2396870.938,37493969.248,2396870.938,1.0,"c(37493969.548, 2396870.938)",37493969.548,2396870.938,1518.2009074042735,
Circle,PS_YSP,37493991.113,2396870.837,37493991.113,2396870.837,37493990.513,2396870.837,1.0,"c(37493990.81299999, 2396870.837)",37493990.81299999,2396870.837,1520.8635849709472,
Circle,PS_YSP,37494049.962,2396885.461,37494049.962,2396885.461,37494049.362,2396885.461,1.0,"c(37494049.662, 2396885.461)",37494049.662,2396885.461,1526.9985141269306,
Circle,PS_YSP,37494054.091,2396887.426,37494054.091,2396887.426,37494053.491,2396887.426,1.0,"c(37494053.79099999, 2396887.426)",37494053.79099999,2396887.426,1530.4630398931238,
Circle,PS_YSP,37494103.554,2397111.193,37494103.554,2397111.193,37494102.954,2397111.193,1.0,"c(37494103.254, 2397111.193)",37494103.254,2397111.193,1757.4038901174922,
Circle,PS_YSP,37492814.2038,2396408.746,37492814.2038,2396408.746,37492813.6038,2396408.746,1.0,"c(37492813.903799996, 2396408.746)",37492813.9038,2396408.746,1142.3180240215875,
Circle,PS_YSP,37492831.5648,2396413.4992,37492831.5648,2396413.4992,37492830.9648,2396413.4992,1.0,"c(37492831.2648, 2396413.4992)",37492831.2648,2396413.4992,1141.1892930770102,
Circle,PS_YSP,37492861.8836,2396412.0584,37492861.8836,2396412.0584,37492861.2836,2396412.0584,1.0,"c(37492861.5836, 2396412.0584)",37492861.5836,2396412.0584,1123.4290225810118,
Circle,PS_YSP,37492876.2246,2396416.5832,37492876.2246,2396416.5832,37492875.6246,2396416.5832,1.0,"c(37492875.924600005, 2396416.5832)",37492875.924600005,2396416.5832,1098.4321542130388,
Circle,PS_YSP,37492889.2048,2396417.3022,37492889.2048,2396417.3022,37492888.6048,2396417.3022,1.0,"c(37492888.9048, 2396417.3022)",37492888.9048,2396417.3022,279.02156174797756,
Circle,PS_YSP,37492956.101,2396423.182,37492956.101,2396423.182,37492955.501,2396423.182,1.0,"c(37492955.801, 2396423.182)",37492955.801,2396423.182,342.03591524376566,
Circle,PS_YSP,37492956.9874,2396435.1492,37492956.9874,2396435.1492,37492956.3874,2396435.1492,1.0,"c(37492956.6874, 2396435.1492)",37492956.6874,2396435.1492,337.00595180551824,
Circle,PS_YSP,37492957.4284,2396439.6276,37492957.4284,2396439.6276,37492956.8284,2396439.6276,1.0,"c(37492957.1284, 2396439.6276)",37492957.1284,2396439.6276,323.4605058712265,
Circle,PS_YSP,37492961.3356,2396435.072,37492961.3356,2396435.072,37492960.7356,2396435.072,1.0,"c(37492961.03560001, 2396435.072)",37492961.03560001,2396435.072,327.19576320733927,
Circle,PS_YSP,37492951.2962,2396435.0112,37492951.2962,2396435.0112,37492950.6962,2396435.0112,1.0,"c(37492950.996199995, 2396435.0112)",37492950.9962,2396435.0112,327.08228556452156,
Circle,PS_YSP,37493096.0,2396549.133,37493096.0,2396549.133,37493095.4,2396549.133,1.0,"c(37493095.7, 2396549.133)",37493095.7,2396549.133,655.0477391429896,
Circle,PS_YSP,37493098.597,2396586.63,37493098.597,2396586.63,37493097.997,2396586.63,1.0,"c(37493098.297000006, 2396586.63)",37493098.297000006,2396586.63,693.1539373323207,
Circle,PS_YSP,37493144.209,2396593.661,37493144.209,2396593.661,37493143.609,2396593.661,1.0,"c(37493143.908999994, 2396593.661)",37493143.909,2396593.661,699.9690074317983,
Circle,PS_YSP,37493157.788,2396617.695,37493157.788,2396617.695,37493157.188,2396617.695,1.0,"c(37493157.488000005, 2396617.695)",37493157.488000005,2396617.695,722.7065391221171,
Circle,PS_YSP,37493160.712,2396667.695,37493160.712,2396667.695,37493160.112,2396667.695,1.0,"c(37493160.412, 2396667.695)",37493160.412,2396667.695,774.7520077674825,
Circle,PS_YSP,37493152.837,2396617.695,37493152.837,2396617.695,37493152.237,2396617.695,1.0,"c(37493152.537, 2396617.695)",37493152.537,2396617.695,723.1869884095101,
Circle,PS_YSP,37493156.927,2396605.222,37493156.927,2396605.222,37493156.327,2396605.222,1.0,"c(37493156.627000004, 2396605.222)",37493156.627,2396605.222,712.5963572880803,
Circle,PS_YSP,37493157.31,2396610.195,37493157.31,2396610.195,37493156.71,2396610.195,1.0,"c(37493157.010000005, 2396610.195)",37493157.010000005,2396610.195,720.5455481006923,
Circle,PS_YSP,37493172.269,2396667.691,37493172.269,2396667.691,37493171.669,2396667.691,1.0,"c(37493171.969, 2396667.691)",37493171.969,2396667.691,782.0917084982852,
Circle,PS_YSP,37493181.881,2396667.702,37493181.881,2396667.702,37493181.281,2396667.702,1.0,"c(37493181.581, 2396667.702)",37493181.581,2396667.702,774.6024106501401,
Circle,PS_YSP,37493251.154,2396669.9962,37493251.154,2396669.9962,37493250.554,2396669.9962,1.0,"c(37493250.854, 2396669.9962)",37493250.854,2396669.9962,780.5129451567851,
Circle,PS_YSP,37493250.53,2396664.7864,37493250.53,2396664.7864,37493249.93,2396664.7864,1.0,"c(37493250.230000004, 2396664.7864)",37493250.23,2396664.7864,777.2896537903653,
Circle,PS_YSP,37493254.4662,2396669.9938,37493254.4662,2396669.9938,37493253.8662,2396669.9938,1.0,"c(37493254.1662, 2396669.9938)",37493254.1662,2396669.9938,785.4599813660219,
Circle,PS_YSP,37493253.87,2396685.195,37493253.87,2396685.195,37493253.27,2396685.195,1.0,"c(37493253.57, 2396685.195)",37493253.57,2396685.195,804.5813896745854,
Circle,PS_YSP,37493253.854,2396697.026,37493253.854,2396697.026,37493253.254,2396697.026,1.0,"c(37493253.554000005, 2396697.026)",37493253.554000005,2396697.026,821.5517718387837,
Circle,PS_YSP,37493253.831,2396707.141,37493253.831,2396707.141,37493253.231,2396707.141,1.0,"c(37493253.531, 2396707.141)",37493253.531,2396707.141,838.4022678826461,
Circle,PS_YSP,37493253.862,2396741.958,37493253.862,2396741.958,37493253.262,2396741.958,1.0,"c(37493253.56200001, 2396741.958)",37493253.56200001,2396741.958,877.9701173058986,
Circle,PS_YSP,37493250.892,2396697.01,37493250.892,2396697.01,37493250.292,2396697.01,1.0,"c(37493250.592, 2396697.01)",37493250.592,2396697.01,843.9093527733997,
Circle,PS_YSP,37493256.359,2396741.943,37493256.359,2396741.943,37493255.759,2396741.943,1.0,"c(37493256.059, 2396741.943)",37493256.059,2396741.943,894.8923307232997,
Circle,PS_YSP,37493253.851,2396745.019,37493253.851,2396745.019,37493253.251,2396745.019,1.0,"c(37493253.551, 2396745.019)",37493253.551,2396745.019,905.4382793260241,
Circle,PS_YSP,37493395.812,2396824.878,37493395.812,2396824.878,37493395.212,2396824.878,1.0,"c(37493395.511999995, 2396824.878)",37493395.512,2396824.878,951.704272965851,
Circle,PS_YSP,37493398.126,2396824.926,37493398.126,2396824.926,37493397.526,2396824.926,1.0,"c(37493397.826000005, 2396824.926)",37493397.826000005,2396824.926,960.0517708572842,
Circle,PS_YSP,37493395.96,2396866.577,37493395.96,2396866.577,37493395.36,2396866.577,1.0,"c(37493395.66, 2396866.577)",37493395.66,2396866.577,23.01394571098,
Circle,PS_YSP,37493367.537,2396778.085,37493367.537,2396778.085,37493366.937,2396778.085,1.0,"c(37493367.237, 2396778.085)",37493367.237,2396778.085,415.2310001458473,
Circle,PS_YSP,37493395.846,2396869.048,37493395.846,2396869.048,37493395.246,2396869.048,1.0,"c(37493395.546000004, 2396869.048)",37493395.546,2396869.048,511.2763140940412,
Circle,PS_YSP,37493403.846,2396869.0858,37493403.846,2396869.0858,37493403.246,2396869.0858,1.0,"c(37493403.546000004, 2396869.0858)",37493403.546,2396869.0858,510.58611224920645,
Circle,PS_YSP,37493527.475,2396869.716,37493527.475,2396869.716,37493526.875,2396869.716,1.0,"c(37493527.175, 2396869.716)",37493527.175,2396869.716,554.2164572926841,
Circle,PS_YSP,37493568.475,2396869.7776,37493568.475,2396869.7776,37493567.875,2396869.7776,1.0,"c(37493568.175, 2396869.7776)",37493568.175,2396869.7776,570.1942184387655,
Circle,PS_YSP,37493667.637,2396874.82,37493667.637,2396874.82,37493667.037,2396874.82,1.0,"c(37493667.337, 2396874.82)",37493667.337,2396874.82,643.5046313775063,
Circle,PS_YSP,37493812.3308,2396872.3808,37493812.3308,2396872.3808,37493811.7308,2396872.3808,1.0,"c(37493812.0308, 2396872.3808)",37493812.0308,2396872.3808,739.6311358956384,
Circle,PS_YSP,37489725.641,2397723.215,37489725.641,2397723.215,37489725.041,2397723.215,1.0,"c(37489725.341000006, 2397723.215)",37489725.341000006,2397723.215,3776.5548204944757,
Circle,PS_YSP,37491515.4454,2398223.2832,37491515.4454,2398223.2832,37491514.8454,2398223.2832,1.0,"c(37491515.1454, 2398223.2832)",37491515.1454,2398223.2832,2543.903426997301,
Circle,PS_YSP,37491515.826,2398231.015,37491515.826,2398231.015,37491515.226,2398231.015,1.0,"c(37491515.526, 2398231.015)",37491515.526,2398231.015,2527.9269013867747,
Circle,PS_YSP,37491513.419,2398223.249,37491513.419,2398223.249,37491512.819,2398223.249,1.0,"c(37491513.119, 2398223.249)",37491513.119,2398223.249,3841.6842396196075,
Circle,PS_YSP,37491945.685,2395504.577,37491945.685,2395504.577,37491945.085,2395504.577,1.0,"c(37491945.385000005, 2395504.577)",37491945.385000005,2395504.577,2171.229292780697,
Circle,PS_YSP,37491532.959,2398180.208,37491532.959,2398180.208,37491532.359,2398180.208,1.0,"c(37491532.658999994, 2398180.208)",37491532.659,2398180.208,3935.0409211580045,
Circle,PS_YSP,37491462.615,2398121.516,37491462.615,2398121.516,37491462.015,2398121.516,1.0,"c(37491462.315, 2398121.516)",37491462.315,2398121.516,3938.372691538978,
Circle,PS_YSP,37491475.915,2398119.384,37491475.915,2398119.384,37491475.315,2398119.384,1.0,"c(37491475.614999995, 2398119.384)",37491475.615,2398119.384,3946.281793706114,
Circle,PS_YSP,37491479.1452,2398118.7572,37491479.1452,2398118.7572,37491478.5452,2398118.7572,1.0,"c(37491478.8452, 2398118.7572)",37491478.8452,2398118.7572,3944.742587995566,
Circle,PS_YSP,37491602.3638,2395467.9456,37491602.3638,2395467.9456,37491601.7638,2395467.9456,1.0,"c(37491602.0638, 2395467.9456)",37491602.0638,2395467.9456,2564.0183847729027,
Circle,PS_YSP,37494102.573,2397275.181,37494102.573,2397275.181,37494101.973,2397275.181,1.0,"c(37494102.273, 2397275.181)",37494102.273,2397275.181,3743.1538903999194,
Circle,PS_YSP,37494097.513,2397384.061,37494097.513,2397384.061,37494096.913,2397384.061,1.0,"c(37494097.213, 2397384.061)",37494097.213,2397384.061,3830.289984472008,
Circle,PS_YSP,37493014.971,2396523.93,37493014.971,2396523.93,37493014.371,2396523.93,1.0,"c(37493014.671000004, 2396523.93)",37493014.671,2396523.93,2460.667946950015,
Circle,PS_YSP,37493041.827,2396524.525,37493041.827,2396524.525,37493041.227,2396524.525,1.0,"c(37493041.526999995, 2396524.525)",37493041.527,2396524.525,2496.645137562163,
Circle,PS_YSP,37493041.827,2396536.85,37493041.827,2396536.85,37493041.227,2396536.85,1.0,"c(37493041.526999995, 2396536.85)",37493041.527,2396536.85,2531.5012195169825,
Circle,PS_YSP,37492568.233,2396071.631,37492568.233,2396071.631,37492567.633,2396071.631,1.0,"c(37492567.933, 2396071.631)",37492567.933,2396071.631,1884.6900753825887,
Circle,PS_YSP,37493344.177,2396771.049,37493344.177,2396771.049,37493343.577,2396771.049,1.0,"c(37493343.877000004, 2396771.049)",37493343.877,2396771.049,2929.707329124749,
Circle,PS_YSP,37494104.206,2396966.624,37494104.206,2396966.624,37494103.606,2396966.624,1.0,"c(37494103.906, 2396966.624)",37494103.906,2396966.624,3643.043399204524,
Circle,PS_YSP,37492396.291,2395785.233,37492396.291,2395785.233,37492395.691,2395785.233,1.0,"c(37492395.991, 2395785.233)",37492395.991,2395785.233,1599.7480288300617,
Circle,PS_YSP,37494101.498,2396904.949,37494101.498,2396904.949,37494100.898,2396904.949,1.0,"c(37494101.198, 2396904.949)",37494101.198,2396904.949,3651.687216899673,
Circle,PS_WSP,37493452.484,2394600.525,37493452.484,2394600.525,37493451.884,2394600.525,1.0,"c(37493452.184, 2394600.525)",37493452.184,2394600.525,2023.5859101175636,
Circle,PS_WSP,37493448.233,2394629.578,37493448.233,2394629.578,37493447.633,2394629.578,1.0,"c(37493447.933, 2394629.578)",37493447.933,2394629.578,1995.0090484807142,
Circle,PS_WSP,37493288.358,2394677.023,37493288.358,2394677.023,37493287.758,2394677.023,1.0,"c(37493288.058, 2394677.023)",37493288.058,2394677.023,1870.0814412869233,
Circle,PS_WSP,37493287.799,2394655.463,37493287.799,2394655.463,37493287.199,2394655.463,1.0,"c(37493287.499, 2394655.463)",37493287.499,2394655.463,1889.3890499535573,
Circle,PS_WSP,37493280.028,2394565.482,37493280.028,2394565.482,37493279.428,2394565.482,1.0,"c(37493279.728, 2394565.482)",37493279.728,2394565.482,1973.3981709818163,
Circle,PS_WSP,37493280.701,2394564.877,37493280.701,2394564.877,37493280.101,2394564.877,1.0,"c(37493280.401, 2394564.877)",37493280.401,2394564.877,1945.9521644144056,
Circle,PS_WSP,37494018.078,2394568.361,37494018.078,2394568.361,37494017.478,2394568.361,1.0,"c(37494017.778, 2394568.361)",37494017.778,2394568.361,2309.339862860155,
Circle,PS_WSP,37494018.569,2394631.574,37494018.569,2394631.574,37494017.969,2394631.574,1.0,"c(37494018.268999994, 2394631.574)",37494018.269,2394631.574,2254.2376001224206,
Circle,PS_WSP,37494023.919,2394540.264,37494023.919,2394540.264,37494023.319,2394540.264,1.0,"c(37494023.619, 2394540.264)",37494023.619,2394540.264,2328.2322570288675,
Circle,PS_WSP,37493666.269,2394624.385,37493666.269,2394624.385,37493665.669,2394624.385,1.0,"c(37493665.969, 2394624.385)",37493665.969,2394624.385,2080.696374744661,
Circle,PS_WSP,37493670.596,2394585.934,37493670.596,2394585.934,37493669.996,2394585.934,1.0,"c(37493670.296000004, 2394585.934)",37493670.296,2394585.934,2103.225948686709,
Circle,PS_WSP,37493667.929,2394582.839,37493667.929,2394582.839,37493667.329,2394582.839,1.0,"c(37493667.629, 2394582.839)",37493667.629,2394582.839,2099.971196073095,
Circle,PS_WSP,37493287.867,2394635.655,37493287.867,2394635.655,37493287.267,2394635.655,1.0,"c(37493287.567, 2394635.655)",37493287.567,2394635.655,1907.4703228052172,
Circle,PS_WSP,37493287.873,2394628.71,37493287.873,2394628.71,37493287.273,2394628.71,1.0,"c(37493287.573, 2394628.71)",37493287.573,2394628.71,1966.1043537026314,
Circle,PS_WSP,37493673.11,2394491.976,37493673.11,2394491.976,37493672.51,2394491.976,1.0,"c(37493672.81, 2394491.976)",37493672.81,2394491.976,2246.995639113667,
Circle,PS_WSP,37493447.528,2394637.543,37493447.528,2394637.543,37493446.928,2394637.543,1.0,"c(37493447.228, 2394637.543)",37493447.228,2394637.543,2017.9405491962948,
Circle,PS_WSP,37493288.312,2394677.584,37493288.312,2394677.584,37493287.712,2394677.584,1.0,"c(37493288.011999995, 2394677.584)",37493288.012,2394677.584,1441.6199744685428,
Circle,PS_WSP,37493452.785,2394660.042,37493452.785,2394660.042,37493452.185,2394660.042,1.0,"c(37493452.485, 2394660.042)",37493452.485,2394660.042,1357.250775365135,
Circle,PS_WSP,37493949.904,2395244.207,37493949.904,2395244.207,37493949.304,2395244.207,1.0,"c(37493949.604, 2395244.207)",37493949.604,2395244.207,631.918205334736,
Circle,PS_WSP,37492405.169,2397018.509,37492405.169,2397018.509,37492404.569,2397018.509,1.0,"c(37492404.869, 2397018.509)",37492404.869,2397018.509,2008.7744524550237,
Circle,PS_WSP,37492433.234,2397041.82,37492433.234,2397041.82,37492432.634,2397041.82,1.0,"c(37492432.934, 2397041.82)",37492432.934,2397041.82,2000.433580963927,
Circle,PS_WSP,37493528.092,2396386.395,37493528.092,2396386.395,37493527.492,2396386.395,1.0,"c(37493527.791999996, 2396386.395)",37493527.792,2396386.395,742.3945554363014,
Circle,PS_WSP,37493588.672,2396347.583,37493588.672,2396347.583,37493588.072,2396347.583,1.0,"c(37493588.371999994, 2396347.583)",37493588.372,2396347.583,648.3372757852052,
Circle,PS_WSP,37493719.963,2398652.31,37493719.963,2398652.31,37493719.363,2398652.31,1.0,"c(37493719.663, 2398652.31)",37493719.663,2398652.31,2805.4759616545844,
Circle,PS_WSP,37493580.642,2395183.25,37493580.642,2395183.25,37493580.042,2395183.25,1.0,"c(37493580.342, 2395183.25)",37493580.342,2395183.25,795.4153031788891,
Circle,PS_WSP,37493584.286,2395196.173,37493584.286,2395196.173,37493583.686,2395196.173,1.0,"c(37493583.986, 2395196.173)",37493583.986,2395196.173,780.8788492340759,
Circle,PS_WSP,37494047.192,2395185.496,37494047.192,2395185.496,37494046.592,2395185.496,1.0,"c(37494046.892000005, 2395185.496)",37494046.892000005,2395185.496,467.79346604411654,
Circle,PS_WSP,37494077.288,2395204.788,37494077.288,2395204.788,37494076.688,2395204.788,1.0,"c(37494076.988000005, 2395204.788)",37494076.988000005,2395204.788,493.6718758280128,
Circle,PS_WSP,37493045.179,2395359.627,37493045.179,2395359.627,37493044.579,2395359.627,1.0,"c(37493044.879, 2395359.627)",37493044.879,2395359.627,617.9590531754675,
Circle,PS_WSP,37493045.028,2395448.438,37493045.028,2395448.438,37493044.428,2395448.438,1.0,"c(37493044.728, 2395448.438)",37493044.728,2395448.438,661.5100154104147,
Circle,PS_WSP,37493254.867,2395275.361,37493254.867,2395275.361,37493254.267,2395275.361,1.0,"c(37493254.567, 2395275.361)",37493254.567,2395275.361,421.21147758160794,
Circle,PS_WSP,37493683.674,2396415.207,37493683.674,2396415.207,37493683.074,2396415.207,1.0,"c(37493683.374, 2396415.207)",37493683.374,2396415.207,1325.3178858330377,
Circle,PS_WSP,37493652.089,2396465.502,37493652.089,2396465.502,37493651.489,2396465.502,1.0,"c(37493651.789000005, 2396465.502)",37493651.789000005,2396465.502,1372.1318680806226,
Circle,PS_WSP,37493676.526,2396528.011,37493676.526,2396528.011,37493675.926,2396528.011,1.0,"c(37493676.225999996, 2396528.011)",37493676.226,2396528.011,1447.0351664592579,
Circle,PS_WSP,37493088.581,2395012.272,37493088.581,2395012.272,37493087.981,2395012.272,1.0,"c(37493088.281, 2395012.272)",37493088.281,2395012.272,503.2103061002522,
Circle,PS_WSP,37493088.047,2395012.077,37493088.047,2395012.077,37493087.447,2395012.077,1.0,"c(37493087.746999994, 2395012.077)",37493087.747,2395012.077,504.9366146161788,
Circle,PS_WSP,37493084.031,2395012.303,37493084.031,2395012.303,37493083.431,2395012.303,1.0,"c(37493083.731000006, 2395012.303)",37493083.731000006,2395012.303,567.4734668467893,
Circle,PS_WSP,37493404.028,2396399.519,37493404.028,2396399.519,37493403.428,2396399.519,1.0,"c(37493403.728, 2396399.519)",37493403.728,2396399.519,1374.2964413359355,
Circle,PS_WSP,37493287.916,2394601.475,37493287.916,2394601.475,37493287.316,2394601.475,1.0,"c(37493287.616, 2394601.475)",37493287.616,2394601.475,934.5746590729491,
Circle,PS_WSP,37493667.463,2394533.602,37493667.463,2394533.602,37493666.863,2394533.602,1.0,"c(37493667.163, 2394533.602)",37493667.163,2394533.602,1243.1964304280011,
Circle,PS_WSP,37493976.912,2394696.41,37493976.912,2394696.41,37493976.312,2394696.41,1.0,"c(37493976.612, 2394696.41)",37493976.612,2394696.41,1383.4426780874437,
