Entity,Layer,XS,YS,XE,YE,XM,YM,point,geometry,X,Y
Circle,PS_YSP,37491051.506,2396739.692,37491051.506,2396739.692,37491050.906,2396739.692,1.0,"c(37491051.206, 2396739.692)",37491051.206,2396739.692
Circle,PS_YSP,37491054.483,2396742.781,37491054.483,2396742.781,37491053.883,2396742.781,1.0,"c(37491054.183, 2396742.781)",37491054.183,2396742.781
Circle,PS_YSP,37491089.467,2396375.491,37491089.467,2396375.491,37491088.867,2396375.491,1.0,"c(37491089.166999996, 2396375.491)",37491089.166999996,2396375.491
Circle,PS_YSP,37490840.911,2396351.888,37490840.911,2396351.888,37490840.311,2396351.888,1.0,"c(37490840.611, 2396351.888)",37490840.611,2396351.888
Circle,PS_YSP,37490840.275,2396351.569,37490840.275,2396351.569,37490839.675,2396351.569,1.0,"c(37490839.974999994, 2396351.569)",37490839.974999994,2396351.569
Circle,PS_YSP,37491054.634,2396738.054,37491054.634,2396738.054,37491054.034,2396738.054,1.0,"c(37491054.33400001, 2396738.054)",37491054.33400001,2396738.054
Circle,PS_YSP,37490916.787,2396497.887,37490916.787,2396497.887,37490916.187,2396497.887,1.0,"c(37490916.487, 2396497.887)",37490916.487,2396497.887
Circle,PS_YSP,37490695.749,2396501.582,37490695.749,2396501.582,37490695.149,2396501.582,1.0,"c(37490695.449, 2396501.582)",37490695.449,2396501.582
Circle,PS_YSP,37490606.047,2396498.628,37490606.047,2396498.628,37490605.447,2396498.628,1.0,"c(37490605.746999994, 2396498.628)",37490605.746999994,2396498.628
Circle,PS_YSP,37490500.639,2396503.306,37490500.639,2396503.306,37490500.039,2396503.306,1.0,"c(37490500.339, 2396503.306)",37490500.339,2396503.306
Circle,PS_YSP,37490465.584,2396502.037,37490465.584,2396502.037,37490464.984,2396502.037,1.0,"c(37490465.283999994, 2396502.037)",37490465.283999994,2396502.037
Circle,PS_YSP,37490768.721,2396498.013,37490768.721,2396498.013,37490768.121,2396498.013,1.0,"c(37490768.421000004, 2396498.013)",37490768.421000004,2396498.013
Circle,PS_YSP,37490556.731,2396502.813,37490556.731,2396502.813,37490556.131,2396502.813,1.0,"c(37490556.430999994, 2396502.813)",37490556.430999994,2396502.813
Circle,PS_YSP,37490526.176,2396502.481,37490526.176,2396502.481,37490525.576,2396502.481,1.0,"c(37490525.876, 2396502.481)",37490525.876,2396502.481
Circle,PS_YSP,37490512.543,2396502.955,37490512.543,2396502.955,37490511.943,2396502.955,1.0,"c(37490512.243, 2396502.955)",37490512.243,2396502.955
Circle,PS_YSP,37490953.75,2396392.584,37490953.75,2396392.584,37490953.15,2396392.584,1.0,"c(37490953.45, 2396392.584)",37490953.45,2396392.584
Circle,PS_YSP,37490721.947,2396231.18,37490721.947,2396231.18,37490721.347,2396231.18,1.0,"c(37490721.647, 2396231.18)",37490721.647,2396231.18
Circle,PS_YSP,37491648.709,2395862.674,37491648.709,2395862.674,37491648.109,2395862.674,1.0,"c(37491648.408999994, 2395862.674)",37491648.408999994,2395862.674
Circle,PS_YSP,37491547.143,2395889.264,37491547.143,2395889.264,37491546.543,2395889.264,1.0,"c(37491546.842999995, 2395889.264)",37491546.842999995,2395889.264
Circle,PS_YSP,37491516.511,2395868.347,37491516.511,2395868.347,37491515.911,2395868.347,1.0,"c(37491516.210999995, 2395868.347)",37491516.210999995,2395868.347
Circle,PS_YSP,37491485.83,2395868.536,37491485.83,2395868.536,37491485.23,2395868.536,1.0,"c(37491485.53, 2395868.536)",37491485.53,2395868.536
Circle,PS_YSP,37491395.153,2395868.414,37491395.153,2395868.414,37491394.553,2395868.414,1.0,"c(37491394.853, 2395868.414)",37491394.853,2395868.414
Circle,PS_YSP,37491393.643,2395859.934,37491393.643,2395859.934,37491393.043,2395859.934,1.0,"c(37491393.342999995, 2395859.934)",37491393.342999995,2395859.934
Circle,PS_YSP,37491365.236,2395868.43,37491365.236,2395868.43,37491364.636,2395868.43,1.0,"c(37491364.936000004, 2395868.43)",37491364.936000004,2395868.43
Circle,PS_YSP,37491051.423,2396743.295,37491051.423,2396743.295,37491050.823,2396743.295,1.0,"c(37491051.122999996, 2396743.295)",37491051.122999996,2396743.295
Circle,PS_YSP,37491049.651,2396781.119,37491049.651,2396781.119,37491049.051,2396781.119,1.0,"c(37491049.350999996, 2396781.119)",37491049.350999996,2396781.119
Circle,PS_YSP,37490986.095,2396393.56,37490986.095,2396393.56,37490985.495,2396393.56,1.0,"c(37490985.795, 2396393.56)",37490985.795,2396393.56
Circle,PS_YSP,37491547.052,2395868.415,37491547.052,2395868.415,37491546.452,2395868.415,1.0,"c(37491546.752000004, 2395868.415)",37491546.752000004,2395868.415
Circle,PS_YSP,37491425.282,2395868.499,37491425.282,2395868.499,37491424.682,2395868.499,1.0,"c(37491424.98199999, 2395868.499)",37491424.98199999,2395868.499
Circle,PS_YSP,37491335.98,2395868.241,37491335.98,2395868.241,37491335.38,2395868.241,1.0,"c(37491335.68, 2395868.241)",37491335.68,2395868.241
Circle,PS_YSP,37490813.312,2396478.503,37490813.312,2396478.503,37490812.712,2396478.503,1.0,"c(37490813.011999995, 2396478.503)",37490813.011999995,2396478.503
Circle,PS_YSP,37490408.692,2396547.357,37490408.692,2396547.357,37490408.092,2396547.357,1.0,"c(37490408.392000005, 2396547.357)",37490408.392000005,2396547.357
Circle,PS_YSP,37490841.002,2396483.578,37490841.002,2396483.578,37490840.402,2396483.578,1.0,"c(37490840.702, 2396483.578)",37490840.702,2396483.578
Circle,PS_YSP,37491054.361,2396482.074,37491054.361,2396482.074,37491053.761,2396482.074,1.0,"c(37491054.061000004, 2396482.074)",37491054.061000004,2396482.074
Circle,PS_YSP,37490409.962,2396649.784,37490409.962,2396649.784,37490409.362,2396649.784,1.0,"c(37490409.662, 2396649.784)",37490409.662,2396649.784
Circle,PS_YSP,37490805.537,2396480.047,37490805.537,2396480.047,37490804.937,2396480.047,1.0,"c(37490805.237, 2396480.047)",37490805.237,2396480.047
Circle,PS_YSP,37490638.234,2396480.322,37490638.234,2396480.322,37490637.634,2396480.322,1.0,"c(37490637.934, 2396480.322)",37490637.934,2396480.322
Circle,PS_YSP,37490581.132,2396482.351,37490581.132,2396482.351,37490580.532,2396482.351,1.0,"c(37490580.832, 2396482.351)",37490580.832,2396482.351
Circle,PS_YSP,37490525.823,2396482.953,37490525.823,2396482.953,37490525.223,2396482.953,1.0,"c(37490525.523, 2396482.953)",37490525.523,2396482.953
Circle,PS_YSP,37490215.153,2396095.649,37490215.153,2396095.649,37490214.553,2396095.649,1.0,"c(37490214.853, 2396095.649)",37490214.853,2396095.649
Circle,PS_YSP,37490042.719,2396129.947,37490042.719,2396129.947,37490042.119,2396129.947,1.0,"c(37490042.419, 2396129.947)",37490042.419,2396129.947
Circle,PS_YSP,37492267.343,2396860.718,37492267.343,2396860.718,37492266.743,2396860.718,1.0,"c(37492267.043, 2396860.718)",37492267.043,2396860.718
Circle,PS_YSP,37492254.54,2396828.787,37492254.54,2396828.787,37492253.94,2396828.787,1.0,"c(37492254.239999995, 2396828.787)",37492254.239999995,2396828.787
Circle,PS_YSP,37490435.258,2396482.796,37490435.258,2396482.796,37490434.658,2396482.796,1.0,"c(37490434.958000004, 2396482.796)",37490434.958000004,2396482.796
Circle,PS_YSP,37490415.918,2396478.925,37490415.918,2396478.925,37490415.318,2396478.925,1.0,"c(37490415.618, 2396478.925)",37490415.618,2396478.925
Circle,PS_YSP,37490226.256,2396089.058,37490226.256,2396089.058,37490225.656,2396089.058,1.0,"c(37490225.956, 2396089.058)",37490225.956,2396089.058
Circle,PS_YSP,37490376.988,2396482.303,37490376.988,2396482.303,37490376.388,2396482.303,1.0,"c(37490376.68799999, 2396482.303)",37490376.68799999,2396482.303
Circle,PS_YSP,37490406.693,2396484.123,37490406.693,2396484.123,37490406.093,2396484.123,1.0,"c(37490406.39300001, 2396484.123)",37490406.39300001,2396484.123
Circle,PS_YSP,37490321.646,2396485.616,37490321.646,2396485.616,37490321.046,2396485.616,1.0,"c(37490321.346, 2396485.616)",37490321.346,2396485.616
Circle,PS_YSP,37490035.096,2397010.061,37490035.096,2397010.061,37490034.496,2397010.061,1.0,"c(37490034.796000004, 2397010.061)",37490034.796000004,2397010.061
Circle,PS_YSP,37490052.747,2397063.754,37490052.747,2397063.754,37490052.147,2397063.754,1.0,"c(37490052.447, 2397063.754)",37490052.447,2397063.754
Circle,PS_YSP,37490038.992,2396920.644,37490038.992,2396920.644,37490038.392,2396920.644,1.0,"c(37490038.692, 2396920.644)",37490038.692,2396920.644
Circle,PS_YSP,37490001.96,2396748.444,37490001.96,2396748.444,37490001.36,2396748.444,1.0,"c(37490001.66, 2396748.444)",37490001.66,2396748.444
Circle,PS_YSP,37491246.717,2395868.092,37491246.717,2395868.092,37491246.117,2395868.092,1.0,"c(37491246.416999996, 2395868.092)",37491246.416999996,2395868.092
Circle,PS_YSP,37490929.808,2395859.465,37490929.808,2395859.465,37490929.208,2395859.465,1.0,"c(37490929.508, 2395859.465)",37490929.508,2395859.465
Circle,PS_YSP,37492196.957,2396826.147,37492196.957,2396826.147,37492196.357,2396826.147,1.0,"c(37492196.657000005, 2396826.147)",37492196.657000005,2396826.147
Circle,PS_YSP,37490404.752,2396758.606,37490404.752,2396758.606,37490404.152,2396758.606,1.0,"c(37490404.452, 2396758.606)",37490404.452,2396758.606
Circle,PS_YSP,37490406.571,2396765.775,37490406.571,2396765.775,37490405.971,2396765.775,1.0,"c(37490406.271, 2396765.775)",37490406.271,2396765.775
Circle,PS_YSP,37490410.695,2396765.403,37490410.695,2396765.403,37490410.095,2396765.403,1.0,"c(37490410.394999996, 2396765.403)",37490410.394999996,2396765.403
Circle,PS_YSP,37490405.329,2396776.221,37490405.329,2396776.221,37490404.729,2396776.221,1.0,"c(37490405.029, 2396776.221)",37490405.029,2396776.221
Circle,PS_YSP,37491312.881,2395868.26,37491312.881,2395868.26,37491312.281,2395868.26,1.0,"c(37491312.581, 2395868.26)",37491312.581,2395868.26
Circle,PS_YSP,37491329.406,2395862.285,37491329.406,2395862.285,37491328.806,2395862.285,1.0,"c(37491329.106000006, 2395862.285)",37491329.106000006,2395862.285
Circle,PS_YSP,37491275.112,2395889.649,37491275.112,2395889.649,37491274.512,2395889.649,1.0,"c(37491274.81200001, 2395889.649)",37491274.81200001,2395889.649
Circle,PS_YSP,37491107.885,2395865.057,37491107.885,2395865.057,37491107.285,2395865.057,1.0,"c(37491107.58499999, 2395865.057)",37491107.58499999,2395865.057
Circle,PS_YSP,37490916.806,2396482.416,37490916.806,2396482.416,37490916.206,2396482.416,1.0,"c(37490916.506, 2396482.416)",37490916.506,2396482.416
Circle,PS_YSP,37490946.178,2396482.405,37490946.178,2396482.405,37490945.578,2396482.405,1.0,"c(37490945.878000006, 2396482.405)",37490945.878000006,2396482.405
Circle,PS_YSP,37489925.267,2396404.395,37489925.267,2396404.395,37489924.667,2396404.395,1.0,"c(37489924.967, 2396404.395)",37489924.967,2396404.395
Circle,PS_YSP,37489944.233,2396270.818,37489944.233,2396270.818,37489943.633,2396270.818,1.0,"c(37489943.933, 2396270.818)",37489943.933,2396270.818
Circle,PS_YSP,37490945.038,2395902.791,37490945.038,2395902.791,37490944.438,2395902.791,1.0,"c(37490944.738000005, 2395902.791)",37490944.738000005,2395902.791
Circle,PS_YSP,37490717.014,2395889.851,37490717.014,2395889.851,37490716.414,2395889.851,1.0,"c(37490716.714, 2395889.851)",37490716.714,2395889.851
Circle,PS_YSP,37489914.954,2396556.545,37489914.954,2396556.545,37489914.354,2396556.545,1.0,"c(37489914.654, 2396556.545)",37489914.654,2396556.545
Circle,PS_YSP,37489940.024,2396330.666,37489940.024,2396330.666,37489939.424,2396330.666,1.0,"c(37489939.724, 2396330.666)",37489939.724,2396330.666
Circle,PS_YSP,37490887.154,2395890.534,37490887.154,2395890.534,37490886.554,2395890.534,1.0,"c(37490886.854, 2395890.534)",37490886.854,2395890.534
Circle,PS_YSP,37491348.291,2396695.054,37491348.291,2396695.054,37491347.691,2396695.054,1.0,"c(37491347.991, 2396695.054)",37491347.991,2396695.054
Circle,PS_YSP,37489918.137,2396219.572,37489918.137,2396219.572,37489917.537,2396219.572,1.0,"c(37489917.837, 2396219.572)",37489917.837,2396219.572
Circle,PS_YSP,37491022.579,2395865.543,37491022.579,2395865.543,37491021.979,2395865.543,1.0,"c(37491022.279, 2395865.543)",37491022.279,2395865.543
Circle,PS_YSP,37490976.326,2396482.433,37490976.326,2396482.433,37490975.726,2396482.433,1.0,"c(37490976.026, 2396482.433)",37490976.026,2396482.433
Circle,PS_YSP,37491023.109,2396481.91,37491023.109,2396481.91,37491022.509,2396481.91,1.0,"c(37491022.809, 2396481.91)",37491022.809,2396481.91
Circle,PS_YSP,37490595.411,2395864.309,37490595.411,2395864.309,37490594.811,2395864.309,1.0,"c(37490595.111, 2395864.309)",37490595.111,2395864.309
Circle,PS_YSP,37491338.528,2396114.173,37491338.528,2396114.173,37491337.928,2396114.173,1.0,"c(37491338.228, 2396114.173)",37491338.228,2396114.173
Circle,PS_YSP,37491332.874,2396082.072,37491332.874,2396082.072,37491332.274,2396082.072,1.0,"c(37491332.574, 2396082.072)",37491332.574,2396082.072
Circle,PS_YSP,37491333.177,2396036.375,37491333.177,2396036.375,37491332.577,2396036.375,1.0,"c(37491332.877000004, 2396036.375)",37491332.877000004,2396036.375
Circle,PS_YSP,37491178.285,2396106.694,37491178.285,2396106.694,37491177.685,2396106.694,1.0,"c(37491177.985, 2396106.694)",37491177.985,2396106.694
Circle,PS_YSP,37491117.286,2396105.118,37491117.286,2396105.118,37491116.686,2396105.118,1.0,"c(37491116.986, 2396105.118)",37491116.986,2396105.118
Circle,PS_YSP,37489845.637,2396215.962,37489845.637,2396215.962,37489845.037,2396215.962,1.0,"c(37489845.337, 2396215.962)",37489845.337,2396215.962
Circle,PS_YSP,37489775.323,2396214.595,37489775.323,2396214.595,37489774.723,2396214.595,1.0,"c(37489775.023, 2396214.595)",37489775.023,2396214.595
Circle,PS_YSP,37491339.263,2395991.347,37491339.263,2395991.347,37491338.663,2395991.347,1.0,"c(37491338.963, 2395991.347)",37491338.963,2395991.347
Circle,PS_YSP,37491333.33,2395968.653,37491333.33,2395968.653,37491332.73,2395968.653,1.0,"c(37491333.03, 2395968.653)",37491333.03,2395968.653
Circle,PS_YSP,37491336.463,2395926.835,37491336.463,2395926.835,37491335.863,2395926.835,1.0,"c(37491336.163, 2395926.835)",37491336.163,2395926.835
Circle,PS_YSP,37491331.759,2395926.789,37491331.759,2395926.789,37491331.159,2395926.789,1.0,"c(37491331.45900001, 2395926.789)",37491331.45900001,2395926.789
Circle,PS_YSP,37491331.805,2395902.228,37491331.805,2395902.228,37491331.205,2395902.228,1.0,"c(37491331.504999995, 2395902.228)",37491331.504999995,2395902.228
Circle,PS_YSP,37491209.324,2396043.755,37491209.324,2396043.755,37491208.724,2396043.755,1.0,"c(37491209.024000004, 2396043.755)",37491209.024000004,2396043.755
Circle,PS_YSP,37490438.698,2395964.034,37490438.698,2395964.034,37490438.098,2395964.034,1.0,"c(37490438.398, 2395964.034)",37490438.398,2395964.034
Circle,PS_YSP,37490389.958,2395938.884,37490389.958,2395938.884,37490389.358,2395938.884,1.0,"c(37490389.658, 2395938.884)",37490389.658,2395938.884
Circle,PS_YSP,37491196.166,2396189.846,37491196.166,2396189.846,37491195.566,2396189.846,1.0,"c(37491195.866, 2396189.846)",37491195.866,2396189.846
Circle,PS_YSP,37491332.723,2396141.098,37491332.723,2396141.098,37491332.123,2396141.098,1.0,"c(37491332.423, 2396141.098)",37491332.423,2396141.098
Circle,PS_YSP,37491250.754,2396695.436,37491250.754,2396695.436,37491250.154,2396695.436,1.0,"c(37491250.453999996, 2396695.436)",37491250.453999996,2396695.436
Circle,PS_YSP,37491553.782,2396065.872,37491553.782,2396065.872,37491553.182,2396065.872,1.0,"c(37491553.48199999, 2396065.872)",37491553.48199999,2396065.872
Circle,PS_YSP,37491560.331,2396060.579,37491560.331,2396060.579,37491559.731,2396060.579,1.0,"c(37491560.031, 2396060.579)",37491560.031,2396060.579
Circle,PS_YSP,37492354.507,2395862.881,37492354.507,2395862.881,37492353.907,2395862.881,1.0,"c(37492354.207, 2395862.881)",37492354.207,2395862.881
Circle,PS_YSP,37492359.744,2395862.991,37492359.744,2395862.991,37492359.144,2395862.991,1.0,"c(37492359.444000006, 2395862.991)",37492359.444000006,2395862.991
Circle,PS_YSP,37491848.4,2396622.307,37491848.4,2396622.307,37491847.8,2396622.307,1.0,"c(37491848.099999994, 2396622.307)",37491848.099999994,2396622.307
Circle,PS_YSP,37491877.23,2396621.812,37491877.23,2396621.812,37491876.63,2396621.812,1.0,"c(37491876.93, 2396621.812)",37491876.93,2396621.812
Circle,PS_YSP,37490180.394,2396098.0,37490180.394,2396098.0,37490179.794,2396098.0,1.0,"c(37490180.094, 2396098.0)",37490180.094,2396098.0
Circle,PS_YSP,37492243.943,2395863.581,37492243.943,2395863.581,37492243.343,2395863.581,1.0,"c(37492243.64300001, 2395863.581)",37492243.64300001,2395863.581
Circle,PS_YSP,37492265.733,2395863.714,37492265.733,2395863.714,37492265.133,2395863.714,1.0,"c(37492265.433, 2395863.714)",37492265.433,2395863.714
Circle,PS_YSP,37492351.377,2395895.521,37492351.377,2395895.521,37492350.777,2395895.521,1.0,"c(37492351.077, 2395895.521)",37492351.077,2395895.521
Circle,PS_YSP,37491912.365,2396631.917,37491912.365,2396631.917,37491911.765,2396631.917,1.0,"c(37491912.065, 2396631.917)",37491912.065,2396631.917
Circle,PS_YSP,37491979.67,2396651.395,37491979.67,2396651.395,37491979.07,2396651.395,1.0,"c(37491979.370000005, 2396651.395)",37491979.370000005,2396651.395
Circle,PS_YSP,37492116.645,2396675.907,37492116.645,2396675.907,37492116.045,2396675.907,1.0,"c(37492116.345, 2396675.907)",37492116.345,2396675.907
Circle,PS_YSP,37492175.836,2396676.231,37492175.836,2396676.231,37492175.236,2396676.231,1.0,"c(37492175.536, 2396676.231)",37492175.536,2396676.231
Circle,PS_YSP,37491266.742,2396828.277,37491266.742,2396828.277,37491266.142,2396828.277,1.0,"c(37491266.442, 2396828.277)",37491266.442,2396828.277
Circle,PS_YSP,37491786.295,2395865.285,37491786.295,2395865.285,37491785.695,2395865.285,1.0,"c(37491785.995000005, 2395865.285)",37491785.995000005,2395865.285
Circle,PS_YSP,37489946.839,2396271.846,37489946.839,2396271.846,37489946.239,2396271.846,1.0,"c(37489946.539000005, 2396271.846)",37489946.539000005,2396271.846
Circle,PS_YSP,37492024.756,2396675.14,37492024.756,2396675.14,37492024.156,2396675.14,1.0,"c(37492024.456, 2396675.14)",37492024.456,2396675.14
Circle,PS_YSP,37491652.585,2396031.772,37491652.585,2396031.772,37491651.985,2396031.772,1.0,"c(37491652.285, 2396031.772)",37491652.285,2396031.772
Circle,PS_YSP,37491673.935,2396026.113,37491673.935,2396026.113,37491673.335,2396026.113,1.0,"c(37491673.635000005, 2396026.113)",37491673.635000005,2396026.113
Circle,PS_YSP,37491684.571,2396022.753,37491684.571,2396022.753,37491683.971,2396022.753,1.0,"c(37491684.271, 2396022.753)",37491684.271,2396022.753
Circle,PS_YSP,37491568.7,2396827.746,37491568.7,2396827.746,37491568.1,2396827.746,1.0,"c(37491568.400000006, 2396827.746)",37491568.400000006,2396827.746
Circle,PS_YSP,37491622.212,2396830.881,37491622.212,2396830.881,37491621.612,2396830.881,1.0,"c(37491621.912, 2396830.881)",37491621.912,2396830.881
Circle,PS_YSP,37491685.251,2396841.717,37491685.251,2396841.717,37491684.651,2396841.717,1.0,"c(37491684.951000005, 2396841.717)",37491684.951000005,2396841.717
Circle,PS_YSP,37491160.998,2396865.448,37491160.998,2396865.448,37491160.398,2396865.448,1.0,"c(37491160.698, 2396865.448)",37491160.698,2396865.448
Circle,PS_YSP,37491081.013,2396831.236,37491081.013,2396831.236,37491080.413,2396831.236,1.0,"c(37491080.713, 2396831.236)",37491080.713,2396831.236
Circle,PS_YSP,37491744.704,2395871.513,37491744.704,2395871.513,37491744.104,2395871.513,1.0,"c(37491744.404, 2395871.513)",37491744.404,2395871.513
Circle,PS_YSP,37491709.704,2395861.979,37491709.704,2395861.979,37491709.104,2395861.979,1.0,"c(37491709.404, 2395861.979)",37491709.404,2395861.979
Circle,PS_YSP,37491727.267,2395865.494,37491727.267,2395865.494,37491726.667,2395865.494,1.0,"c(37491726.967, 2395865.494)",37491726.967,2395865.494
Circle,PS_YSP,37491766.248,2395868.065,37491766.248,2395868.065,37491765.648,2395868.065,1.0,"c(37491765.948, 2395868.065)",37491765.948,2395868.065
Circle,PS_YSP,37491850.959,2395865.608,37491850.959,2395865.608,37491850.359,2395865.608,1.0,"c(37491850.658999994, 2395865.608)",37491850.658999994,2395865.608
Circle,PS_YSP,37492079.487,2395865.636,37492079.487,2395865.636,37492078.887,2395865.636,1.0,"c(37492079.18700001, 2395865.636)",37492079.18700001,2395865.636
Circle,PS_YSP,37491882.702,2395892.305,37491882.702,2395892.305,37491882.102,2395892.305,1.0,"c(37491882.401999995, 2395892.305)",37491882.401999995,2395892.305
Circle,PS_YSP,37491838.216,2396377.88,37491838.216,2396377.88,37491837.616,2396377.88,1.0,"c(37491837.91599999, 2396377.88)",37491837.91599999,2396377.88
Circle,PS_YSP,37491756.744,2396377.425,37491756.744,2396377.425,37491756.144,2396377.425,1.0,"c(37491756.444000006, 2396377.425)",37491756.444000006,2396377.425
Circle,PS_YSP,37491855.197,2396378.357,37491855.197,2396378.357,37491854.597,2396378.357,1.0,"c(37491854.897, 2396378.357)",37491854.897,2396378.357
Circle,PS_YSP,37492048.451,2395891.679,37492048.451,2395891.679,37492047.851,2395891.679,1.0,"c(37492048.151, 2395891.679)",37492048.151,2395891.679
Circle,PS_YSP,37492056.154,2395891.81,37492056.154,2395891.81,37492055.554,2395891.81,1.0,"c(37492055.854, 2395891.81)",37492055.854,2395891.81
Circle,PS_YSP,37491772.889,2395895.981,37491772.889,2395895.981,37491772.289,2395895.981,1.0,"c(37491772.589, 2395895.981)",37491772.589,2395895.981
Circle,PS_YSP,37492359.272,2395895.539,37492359.272,2395895.539,37492358.672,2395895.539,1.0,"c(37492358.972, 2395895.539)",37492358.972,2395895.539
Circle,PS_YSP,37491996.789,2396377.527,37491996.789,2396377.527,37491996.189,2396377.527,1.0,"c(37491996.489, 2396377.527)",37491996.489,2396377.527
Circle,PS_YSP,37491936.644,2396377.463,37491936.644,2396377.463,37491936.044,2396377.463,1.0,"c(37491936.344, 2396377.463)",37491936.344,2396377.463
Circle,PS_YSP,37491906.549,2396377.769,37491906.549,2396377.769,37491905.949,2396377.769,1.0,"c(37491906.249, 2396377.769)",37491906.249,2396377.769
Circle,PS_YSP,37491815.416,2396827.115,37491815.416,2396827.115,37491814.816,2396827.115,1.0,"c(37491815.116, 2396827.115)",37491815.116,2396827.115
Circle,PS_YSP,37492194.949,2396570.43,37492194.949,2396570.43,37492194.349,2396570.43,1.0,"c(37492194.649000004, 2396570.43)",37492194.649000004,2396570.43
Circle,PS_YSP,37492175.596,2396547.903,37492175.596,2396547.903,37492174.996,2396547.903,1.0,"c(37492175.296000004, 2396547.903)",37492175.296000004,2396547.903
Circle,PS_YSP,37492155.573,2396525.026,37492155.573,2396525.026,37492154.973,2396525.026,1.0,"c(37492155.273, 2396525.026)",37492155.273,2396525.026
Circle,PS_YSP,37492117.115,2396504.417,37492117.115,2396504.417,37492116.515,2396504.417,1.0,"c(37492116.815, 2396504.417)",37492116.815,2396504.417
Circle,PS_YSP,37492092.757,2396507.494,37492092.757,2396507.494,37492092.157,2396507.494,1.0,"c(37492092.457, 2396507.494)",37492092.457,2396507.494
Circle,PS_YSP,37492070.752,2396509.23,37492070.752,2396509.23,37492070.152,2396509.23,1.0,"c(37492070.452, 2396509.23)",37492070.452,2396509.23
Circle,PS_YSP,37492004.535,2396504.922,37492004.535,2396504.922,37492003.935,2396504.922,1.0,"c(37492004.235, 2396504.922)",37492004.235,2396504.922
Circle,PS_YSP,37491984.746,2396504.779,37491984.746,2396504.779,37491984.146,2396504.779,1.0,"c(37491984.445999995, 2396504.779)",37491984.445999995,2396504.779
Circle,PS_YSP,37492023.841,2396826.091,37492023.841,2396826.091,37492023.241,2396826.091,1.0,"c(37492023.54099999, 2396826.091)",37492023.54099999,2396826.091
Circle,PS_YSP,37492066.368,2396860.504,37492066.368,2396860.504,37492065.768,2396860.504,1.0,"c(37492066.068, 2396860.504)",37492066.068,2396860.504
Circle,PS_YSP,37492200.774,2396687.859,37492200.774,2396687.859,37492200.174,2396687.859,1.0,"c(37492200.474, 2396687.859)",37492200.474,2396687.859
Circle,PS_YSP,37491852.33,2396475.008,37491852.33,2396475.008,37491851.73,2396475.008,1.0,"c(37491852.03, 2396475.008)",37491852.03,2396475.008
Circle,PS_YSP,37492143.961,2396409.348,37492143.961,2396409.348,37492143.361,2396409.348,1.0,"c(37492143.661, 2396409.348)",37492143.661,2396409.348
Circle,PS_YSP,37492039.201,2396507.056,37492039.201,2396507.056,37492038.601,2396507.056,1.0,"c(37492038.901, 2396507.056)",37492038.901,2396507.056
Circle,PS_YSP,37491900.851,2396514.878,37491900.851,2396514.878,37491900.251,2396514.878,1.0,"c(37491900.551, 2396514.878)",37491900.551,2396514.878
Circle,PS_YSP,37491851.556,2396474.161,37491851.556,2396474.161,37491850.956,2396474.161,1.0,"c(37491851.256, 2396474.161)",37491851.256,2396474.161
Circle,PS_YSP,37492064.217,2396603.474,37492064.217,2396603.474,37492063.617,2396603.474,1.0,"c(37492063.916999996, 2396603.474)",37492063.916999996,2396603.474
Circle,PS_YSP,37492063.691,2396599.811,37492063.691,2396599.811,37492063.091,2396599.811,1.0,"c(37492063.391, 2396599.811)",37492063.391,2396599.811
Circle,PS_YSP,37491852.765,2396433.92,37491852.765,2396433.92,37491852.165,2396433.92,1.0,"c(37491852.465, 2396433.92)",37491852.465,2396433.92
Circle,PS_YSP,37492055.773,2396516.149,37492055.773,2396516.149,37492055.173,2396516.149,1.0,"c(37492055.473000005, 2396516.149)",37492055.473000005,2396516.149
Circle,PS_YSP,37489729.486,2395792.647,37489729.486,2395792.647,37489728.886,2395792.647,1.0,"c(37489729.186000004, 2395792.647)",37489729.186000004,2395792.647
Circle,PS_YSP,37489637.507,2395860.736,37489637.507,2395860.736,37489636.907,2395860.736,1.0,"c(37489637.207, 2395860.736)",37489637.207,2395860.736
Circle,PS_YSP,37489675.274,2395975.875,37489675.274,2395975.875,37489674.674,2395975.875,1.0,"c(37489674.974, 2395975.875)",37489674.974,2395975.875
Circle,PS_YSP,37491569.408,2396515.918,37491569.408,2396515.918,37491568.808,2396515.918,1.0,"c(37491569.107999995, 2396515.918)",37491569.107999995,2396515.918
Circle,PS_YSP,37492025.283,2396704.144,37492025.283,2396704.144,37492024.683,2396704.144,1.0,"c(37492024.982999995, 2396704.144)",37492024.982999995,2396704.144
Circle,PS_YSP,37492014.804,2396703.7,37492014.804,2396703.7,37492014.204,2396703.7,1.0,"c(37492014.504, 2396703.7)",37492014.504,2396703.7
Circle,PS_YSP,37491201.692,2396695.208,37491201.692,2396695.208,37491201.092,2396695.208,1.0,"c(37491201.392000005, 2396695.208)",37491201.392000005,2396695.208
Circle,PS_YSP,37491240.917,2395438.139,37491240.917,2395438.139,37491240.317,2395438.139,1.0,"c(37491240.617, 2395438.139)",37491240.617,2395438.139
Circle,PS_YSP,37491379.646,2396373.891,37491379.646,2396373.891,37491379.046,2396373.891,1.0,"c(37491379.346, 2396373.891)",37491379.346,2396373.891
Circle,PS_YSP,37491380.828,2396418.428,37491380.828,2396418.428,37491380.228,2396418.428,1.0,"c(37491380.528, 2396418.428)",37491380.528,2396418.428
