Entity,Layer,XS,YS,XE,YE,XM,YM,point,geometry,X,Y
Circle,PS_WSP,37493197.65,2395528.878,37493197.65,2395528.878,37493197.05,2395528.878,1.0,"c(37493197.349999994, 2395528.878)",37493197.349999994,2395528.878
Circle,PS_WSP,37492397.357,2395924.321,37492397.357,2395924.321,37492396.757,2395924.321,1.0,"c(37492397.057, 2395924.321)",37492397.057,2395924.321
Circle,PS_WSP,37494194.999,2395195.557,37494194.999,2395195.557,37494194.399,2395195.557,1.0,"c(37494194.699, 2395195.557)",37494194.699,2395195.557
Circle,PS_WSP,37494209.708,2395200.915,37494209.708,2395200.915,37494209.108,2395200.915,1.0,"c(37494209.408, 2395200.915)",37494209.408,2395200.915
Circle,PS_WSP,37492873.766,2396665.757,37492873.766,2396665.757,37492873.166,2396665.757,1.0,"c(37492873.466000006, 2396665.757)",37492873.466000006,2396665.757
Circle,PS_WSP,37493104.256,2395738.894,37493104.256,2395738.894,37493103.656,2395738.894,1.0,"c(37493103.956, 2395738.894)",37493103.956,2395738.894
Circle,PS_WSP,37493719.044,2396617.376,37493719.044,2396617.376,37493718.444,2396617.376,1.0,"c(37493718.744, 2396617.376)",37493718.744,2396617.376
Circle,PS_WSP,37493721.189,2396707.219,37493721.189,2396707.219,37493720.589,2396707.219,1.0,"c(37493720.889, 2396707.219)",37493720.889,2396707.219
Circle,PS_WSP,37493670.397,2396708.607,37493670.397,2396708.607,37493669.797,2396708.607,1.0,"c(37493670.097, 2396708.607)",37493670.097,2396708.607
Circle,PS_WSP,37493643.912,2395856.138,37493643.912,2395856.138,37493643.312,2395856.138,1.0,"c(37493643.612, 2395856.138)",37493643.612,2395856.138
Circle,PS_WSP,37493098.7,2396400.19,37493098.7,2396400.19,37493098.1,2396400.19,1.0,"c(37493098.400000006, 2396400.19)",37493098.400000006,2396400.19
Circle,PS_WSP,37493210.15,2395730.826,37493210.15,2395730.826,37493209.55,2395730.826,1.0,"c(37493209.849999994, 2395730.826)",37493209.849999994,2395730.826
Circle,PS_WSP,37493282.968,2396285.457,37493282.968,2396285.457,37493282.368,2396285.457,1.0,"c(37493282.668, 2396285.457)",37493282.668,2396285.457
Circle,PS_WSP,37493296.63,2396286.036,37493296.63,2396286.036,37493296.03,2396286.036,1.0,"c(37493296.33, 2396286.036)",37493296.33,2396286.036
Circle,PS_WSP,37493301.556,2396285.96,37493301.556,2396285.96,37493300.956,2396285.96,1.0,"c(37493301.256, 2396285.96)",37493301.256,2396285.96
Circle,PS_WSP,37493288.279,2396298.805,37493288.279,2396298.805,37493287.679,2396298.805,1.0,"c(37493287.979, 2396298.805)",37493287.979,2396298.805
Circle,PS_WSP,37493385.406,2396203.496,37493385.406,2396203.496,37493384.806,2396203.496,1.0,"c(37493385.106000006, 2396203.496)",37493385.106000006,2396203.496
Circle,PS_WSP,37493535.683,2395098.477,37493535.683,2395098.477,37493535.083,2395098.477,1.0,"c(37493535.383, 2395098.477)",37493535.383,2395098.477
Circle,PS_WSP,37492861.8,2395284.698,37492861.8,2395284.698,37492861.2,2395284.698,1.0,"c(37492861.5, 2395284.698)",37492861.5,2395284.698
Circle,PS_WSP,37492919.679,2395247.282,37492919.679,2395247.282,37492919.079,2395247.282,1.0,"c(37492919.379, 2395247.282)",37492919.379,2395247.282
Circle,PS_WSP,37492919.913,2395284.797,37492919.913,2395284.797,37492919.313,2395284.797,1.0,"c(37492919.613000005, 2395284.797)",37492919.613000005,2395284.797
Circle,PS_WSP,37492983.336,2395243.983,37492983.336,2395243.983,37492982.736,2395243.983,1.0,"c(37492983.036, 2395243.983)",37492983.036,2395243.983
Circle,PS_WSP,37493083.5664,2396545.2126,37493083.5664,2396545.2126,37493082.9664,2396545.2126,1.0,"c(37493083.266399994, 2396545.2126)",37493083.266399994,2396545.2126
Circle,PS_WSP,37493068.933,2396027.83,37493068.933,2396027.83,37493068.333,2396027.83,1.0,"c(37493068.633, 2396027.83)",37493068.633,2396027.83
Circle,PS_WSP,37493427.143,2394908.089,37493427.143,2394908.089,37493426.543,2394908.089,1.0,"c(37493426.842999995, 2394908.089)",37493426.842999995,2394908.089
Circle,PS_WSP,37493722.098,2397146.455,37493722.098,2397146.455,37493721.498,2397146.455,1.0,"c(37493721.798, 2397146.455)",37493721.798,2397146.455
Circle,PS_WSP,37493677.52,2397372.036,37493677.52,2397372.036,37493676.92,2397372.036,1.0,"c(37493677.22, 2397372.036)",37493677.22,2397372.036
Circle,PS_WSP,37493524.998,2396348.598,37493524.998,2396348.598,37493524.398,2396348.598,1.0,"c(37493524.698, 2396348.598)",37493524.698,2396348.598
Circle,PS_WSP,37493080.435,2395129.422,37493080.435,2395129.422,37493079.835,2395129.422,1.0,"c(37493080.135000005, 2395129.422)",37493080.135000005,2395129.422
Circle,PS_WSP,37493722.859,2395378.278,37493722.859,2395378.278,37493722.259,2395378.278,1.0,"c(37493722.559, 2395378.278)",37493722.559,2395378.278
Circle,PS_WSP,37493276.504,2395419.131,37493276.504,2395419.131,37493275.904,2395419.131,1.0,"c(37493276.203999996, 2395419.131)",37493276.203999996,2395419.131
Circle,PS_WSP,37493170.561,2396383.792,37493170.561,2396383.792,37493169.961,2396383.792,1.0,"c(37493170.261, 2396383.792)",37493170.261,2396383.792
Circle,PS_WSP,37493215.832,2396389.808,37493215.832,2396389.808,37493215.232,2396389.808,1.0,"c(37493215.532000005, 2396389.808)",37493215.532000005,2396389.808
Circle,PS_WSP,37493557.228,2395625.126,37493557.228,2395625.126,37493556.628,2395625.126,1.0,"c(37493556.928, 2395625.126)",37493556.928,2395625.126
Circle,PS_WSP,37493458.546,2395297.449,37493458.546,2395297.449,37493457.946,2395297.449,1.0,"c(37493458.246, 2395297.449)",37493458.246,2395297.449
Circle,PS_WSP,37493404.363,2396349.972,37493404.363,2396349.972,37493403.763,2396349.972,1.0,"c(37493404.06299999, 2396349.972)",37493404.06299999,2396349.972
Circle,PS_WSP,37493303.472,2396568.516,37493303.472,2396568.516,37493302.872,2396568.516,1.0,"c(37493303.172000006, 2396568.516)",37493303.172000006,2396568.516
Circle,PS_WSP,37493265.843,2396551.724,37493265.843,2396551.724,37493265.243,2396551.724,1.0,"c(37493265.543, 2396551.724)",37493265.543,2396551.724
Circle,PS_WSP,37493289.57,2396606.775,37493289.57,2396606.775,37493288.97,2396606.775,1.0,"c(37493289.269999996, 2396606.775)",37493289.269999996,2396606.775
Circle,PS_WSP,37493364.348,2394692.004,37493364.348,2394692.004,37493363.748,2394692.004,1.0,"c(37493364.048, 2394692.004)",37493364.048,2394692.004
Circle,PS_WSP,37494240.557,2395207.692,37494240.557,2395207.692,37494239.957,2395207.692,1.0,"c(37494240.257, 2395207.692)",37494240.257,2395207.692
Circle,PS_WSP,37494224.589,2395180.425,37494224.589,2395180.425,37494223.989,2395180.425,1.0,"c(37494224.289000005, 2395180.425)",37494224.289000005,2395180.425
Circle,PS_WSP,37492399.118,2396196.903,37492399.118,2396196.903,37492398.518,2396196.903,1.0,"c(37492398.818, 2396196.903)",37492398.818,2396196.903
Circle,PS_WSP,37493263.107,2395238.237,37493263.107,2395238.237,37493262.507,2395238.237,1.0,"c(37493262.807, 2395238.237)",37493262.807,2395238.237
Circle,PS_WSP,37493105.408,2396788.316,37493105.408,2396788.316,37493104.808,2396788.316,1.0,"c(37493105.107999995, 2396788.316)",37493105.107999995,2396788.316
Circle,PS_WSP,37492341.88,2395199.661,37492341.88,2395199.661,37492341.28,2395199.661,1.0,"c(37492341.58, 2395199.661)",37492341.58,2395199.661
Circle,PS_WSP,37492322.214,2395235.434,37492322.214,2395235.434,37492321.614,2395235.434,1.0,"c(37492321.914000005, 2395235.434)",37492321.914000005,2395235.434
Circle,PS_WSP,37492315.205,2395185.69,37492315.205,2395185.69,37492314.605,2395185.69,1.0,"c(37492314.905, 2395185.69)",37492314.905,2395185.69
Circle,PS_WSP,37492244.742,2395189.566,37492244.742,2395189.566,37492244.142,2395189.566,1.0,"c(37492244.442, 2395189.566)",37492244.442,2395189.566
Circle,PS_WSP,37493678.485,2397295.098,37493678.485,2397295.098,37493677.885,2397295.098,1.0,"c(37493678.185, 2397295.098)",37493678.185,2397295.098
Circle,PS_WSP,37494249.782,2395550.772,37494249.782,2395550.772,37494249.182,2395550.772,1.0,"c(37494249.48199999, 2395550.772)",37494249.48199999,2395550.772
Circle,PS_WSP,37493604.309,2394711.88,37493604.309,2394711.88,37493603.709,2394711.88,1.0,"c(37493604.009, 2394711.88)",37493604.009,2394711.88
Circle,PS_WSP,37493656.432,2394711.168,37493656.432,2394711.168,37493655.832,2394711.168,1.0,"c(37493656.132, 2394711.168)",37493656.132,2394711.168
Circle,PS_WSP,37491720.099,2395786.719,37491720.099,2395786.719,37491719.499,2395786.719,1.0,"c(37491719.798999995, 2395786.719)",37491719.798999995,2395786.719
Circle,PS_WSP,37491424.912,2394817.705,37491424.912,2394817.705,37491424.312,2394817.705,1.0,"c(37491424.612, 2394817.705)",37491424.612,2394817.705
Circle,PS_WSP,37491449.065,2394854.315,37491449.065,2394854.315,37491448.465,2394854.315,1.0,"c(37491448.765, 2394854.315)",37491448.765,2394854.315
Circle,PS_WSP,37493222.092,2395504.694,37493222.092,2395504.694,37493221.492,2395504.694,1.0,"c(37493221.791999996, 2395504.694)",37493221.791999996,2395504.694
Circle,PS_WSP,37493795.654,2395637.914,37493795.654,2395637.914,37493795.054,2395637.914,1.0,"c(37493795.354, 2395637.914)",37493795.354,2395637.914
Circle,PS_WSP,37493873.299,2395146.158,37493873.299,2395146.158,37493872.699,2395146.158,1.0,"c(37493872.999, 2395146.158)",37493872.999,2395146.158
Circle,PS_WSP,37493885.536,2395129.862,37493885.536,2395129.862,37493884.936,2395129.862,1.0,"c(37493885.236, 2395129.862)",37493885.236,2395129.862
Circle,PS_WSP,37493287.963,2396389.654,37493287.963,2396389.654,37493287.363,2396389.654,1.0,"c(37493287.663, 2396389.654)",37493287.663,2396389.654
Circle,PS_WSP,37493940.203,2395435.795,37493940.203,2395435.795,37493939.603,2395435.795,1.0,"c(37493939.903, 2395435.795)",37493939.903,2395435.795
Circle,PS_WSP,37492366.279,2395382.078,37492366.279,2395382.078,37492365.679,2395382.078,1.0,"c(37492365.979, 2395382.078)",37492365.979,2395382.078
Circle,PS_WSP,37493515.084,2396621.392,37493515.084,2396621.392,37493514.484,2396621.392,1.0,"c(37493514.783999994, 2396621.392)",37493514.783999994,2396621.392
Circle,PS_WSP,37493736.215,2394710.04,37493736.215,2394710.04,37493735.615,2394710.04,1.0,"c(37493735.91500001, 2394710.04)",37493735.91500001,2394710.04
Circle,PS_WSP,37493201.469,2394861.058,37493201.469,2394861.058,37493200.869,2394861.058,1.0,"c(37493201.169, 2394861.058)",37493201.169,2394861.058
Circle,PS_WSP,37494150.828,2395427.177,37494150.828,2395427.177,37494150.228,2395427.177,1.0,"c(37494150.528, 2395427.177)",37494150.528,2395427.177
Circle,PS_WSP,37493260.616,2395975.347,37493260.616,2395975.347,37493260.016,2395975.347,1.0,"c(37493260.316, 2395975.347)",37493260.316,2395975.347
Circle,PS_WSP,37494249.938,2396214.919,37494249.938,2396214.919,37494249.338,2396214.919,1.0,"c(37494249.638, 2396214.919)",37494249.638,2396214.919
Circle,PS_WSP,37493268.089,2396479.201,37493268.089,2396479.201,37493267.489,2396479.201,1.0,"c(37493267.789000005, 2396479.201)",37493267.789000005,2396479.201
Circle,PS_WSP,37493237.993,2396479.223,37493237.993,2396479.223,37493237.393,2396479.223,1.0,"c(37493237.693, 2396479.223)",37493237.693,2396479.223
Circle,PS_WSP,37493643.787,2395903.436,37493643.787,2395903.436,37493643.187,2395903.436,1.0,"c(37493643.487, 2395903.436)",37493643.487,2395903.436
Circle,PS_WSP,37493580.013,2395179.774,37493580.013,2395179.774,37493579.413,2395179.774,1.0,"c(37493579.713, 2395179.774)",37493579.713,2395179.774
Circle,PS_WSP,37493578.404,2397499.446,37493578.404,2397499.446,37493577.804,2397499.446,1.0,"c(37493578.104, 2397499.446)",37493578.104,2397499.446
Circle,PS_WSP,37493426.742,2397496.224,37493426.742,2397496.224,37493426.142,2397496.224,1.0,"c(37493426.442, 2397496.224)",37493426.442,2397496.224
Circle,PS_WSP,37493712.963,2397366.168,37493712.963,2397366.168,37493712.363,2397366.168,1.0,"c(37493712.663, 2397366.168)",37493712.663,2397366.168
Circle,PS_WSP,37493675.842,2397366.135,37493675.842,2397366.135,37493675.242,2397366.135,1.0,"c(37493675.541999996, 2397366.135)",37493675.541999996,2397366.135
Circle,PS_WSP,37493263.237,2395217.306,37493263.237,2395217.306,37493262.637,2395217.306,1.0,"c(37493262.93700001, 2395217.306)",37493262.93700001,2395217.306
Circle,PS_WSP,37493046.795,2396426.962,37493046.795,2396426.962,37493046.195,2396426.962,1.0,"c(37493046.495000005, 2396426.962)",37493046.495000005,2396426.962
Circle,PS_WSP,37493098.892,2396453.185,37493098.892,2396453.185,37493098.292,2396453.185,1.0,"c(37493098.592, 2396453.185)",37493098.592,2396453.185
Circle,PS_WSP,37493185.771,2395542.509,37493185.771,2395542.509,37493185.171,2395542.509,1.0,"c(37493185.471, 2395542.509)",37493185.471,2395542.509
Circle,PS_WSP,37493212.638,2395909.363,37493212.638,2395909.363,37493212.038,2395909.363,1.0,"c(37493212.338, 2395909.363)",37493212.338,2395909.363
Circle,PS_WSP,37494193.138,2394816.399,37494193.138,2394816.399,37494192.538,2394816.399,1.0,"c(37494192.838, 2394816.399)",37494192.838,2394816.399
Circle,PS_WSP,37492451.463,2395308.27,37492451.463,2395308.27,37492450.863,2395308.27,1.0,"c(37492451.163, 2395308.27)",37492451.163,2395308.27
Circle,PS_WSP,37493328.677,2394695.285,37493328.677,2394695.285,37493328.077,2394695.285,1.0,"c(37493328.377000004, 2394695.285)",37493328.377000004,2394695.285
Circle,PS_WSP,37492680.56,2395250.873,37492680.56,2395250.873,37492679.96,2395250.873,1.0,"c(37492680.260000005, 2395250.873)",37492680.260000005,2395250.873
Circle,PS_WSP,37492680.625,2395286.435,37492680.625,2395286.435,37492680.025,2395286.435,1.0,"c(37492680.325, 2395286.435)",37492680.325,2395286.435
Circle,PS_WSP,37493725.664,2395611.082,37493725.664,2395611.082,37493725.064,2395611.082,1.0,"c(37493725.364, 2395611.082)",37493725.364,2395611.082
Circle,PS_WSP,37494135.048,2395901.658,37494135.048,2395901.658,37494134.448,2395901.658,1.0,"c(37494134.747999996, 2395901.658)",37494134.747999996,2395901.658
Circle,PS_WSP,37494194.181,2395904.628,37494194.181,2395904.628,37494193.581,2395904.628,1.0,"c(37494193.881, 2395904.628)",37494193.881,2395904.628
Circle,PS_WSP,37493336.906,2394887.687,37493336.906,2394887.687,37493336.306,2394887.687,1.0,"c(37493336.606000006, 2394887.687)",37493336.606000006,2394887.687
Circle,PS_WSP,37493153.678,2394894.363,37493153.678,2394894.363,37493153.078,2394894.363,1.0,"c(37493153.378000006, 2394894.363)",37493153.378000006,2394894.363
Circle,PS_WSP,37494242.843,2395796.378,37494242.843,2395796.378,37494242.243,2395796.378,1.0,"c(37494242.543, 2395796.378)",37494242.543,2395796.378
Circle,PS_WSP,37494240.976,2395705.5,37494240.976,2395705.5,37494240.376,2395705.5,1.0,"c(37494240.676, 2395705.5)",37494240.676,2395705.5
Circle,PS_WSP,37494249.175,2395609.183,37494249.175,2395609.183,37494248.575,2395609.183,1.0,"c(37494248.875, 2395609.183)",37494248.875,2395609.183
Circle,PS_WSP,37493510.096,2396536.669,37493510.096,2396536.669,37493509.496,2396536.669,1.0,"c(37493509.796000004, 2396536.669)",37493509.796000004,2396536.669
Circle,PS_WSP,37493408.001,2396386.454,37493408.001,2396386.454,37493407.401,2396386.454,1.0,"c(37493407.701000005, 2396386.454)",37493407.701000005,2396386.454
Circle,PS_WSP,37493407.647,2396355.101,37493407.647,2396355.101,37493407.047,2396355.101,1.0,"c(37493407.347, 2396355.101)",37493407.347,2396355.101
Circle,PS_WSP,37492986.953,2396604.026,37492986.953,2396604.026,37492986.353,2396604.026,1.0,"c(37492986.653, 2396604.026)",37492986.653,2396604.026
Circle,PS_WSP,37493200.929,2395845.681,37493200.929,2395845.681,37493200.329,2395845.681,1.0,"c(37493200.629, 2395845.681)",37493200.629,2395845.681
Circle,PS_WSP,37494008.036,2395440.916,37494008.036,2395440.916,37494007.436,2395440.916,1.0,"c(37494007.736, 2395440.916)",37494007.736,2395440.916
Circle,PS_WSP,37494008.6,2395415.34,37494008.6,2395415.34,37494008.0,2395415.34,1.0,"c(37494008.3, 2395415.34)",37494008.3,2395415.34
Circle,PS_WSP,37492404.891,2396356.534,37492404.891,2396356.534,37492404.291,2396356.534,1.0,"c(37492404.591000006, 2396356.534)",37492404.591000006,2396356.534
Circle,PS_WSP,37492983.418,2396717.861,37492983.418,2396717.861,37492982.818,2396717.861,1.0,"c(37492983.118, 2396717.861)",37492983.118,2396717.861
Circle,PS_WSP,37493965.12,2395604.986,37493965.12,2395604.986,37493964.52,2395604.986,1.0,"c(37493964.82, 2395604.986)",37493964.82,2395604.986
Circle,PS_WSP,37494212.213,2394886.078,37494212.213,2394886.078,37494211.613,2394886.078,1.0,"c(37494211.913, 2394886.078)",37494211.913,2394886.078
Circle,PS_WSP,37494214.339,2394892.426,37494214.339,2394892.426,37494213.739,2394892.426,1.0,"c(37494214.039000005, 2394892.426)",37494214.039000005,2394892.426
Circle,PS_WSP,37492501.087,2395258.294,37492501.087,2395258.294,37492500.487,2395258.294,1.0,"c(37492500.787, 2395258.294)",37492500.787,2395258.294
Circle,PS_WSP,37492560.391,2395284.696,37492560.391,2395284.696,37492559.791,2395284.696,1.0,"c(37492560.091000006, 2395284.696)",37492560.091000006,2395284.696
Circle,PS_WSP,37491900.427,2397496.214,37491900.427,2397496.214,37491899.827,2397496.214,1.0,"c(37491900.127000004, 2397496.214)",37491900.127000004,2397496.214
Circle,PS_WSP,37492982.315,2395293.675,37492982.315,2395293.675,37492981.715,2395293.675,1.0,"c(37492982.015, 2395293.675)",37492982.015,2395293.675
Circle,PS_WSP,37493332.05,2396284.434,37493332.05,2396284.434,37493331.45,2396284.434,1.0,"c(37493331.75, 2396284.434)",37493331.75,2396284.434
Circle,PS_WSP,37493344.85,2396296.363,37493344.85,2396296.363,37493344.25,2396296.363,1.0,"c(37493344.55, 2396296.363)",37493344.55,2396296.363
Circle,PS_WSP,37493336.415,2396296.471,37493336.415,2396296.471,37493335.815,2396296.471,1.0,"c(37493336.114999995, 2396296.471)",37493336.114999995,2396296.471
Circle,PS_WSP,37493220.48,2395830.758,37493220.48,2395830.758,37493219.88,2395830.758,1.0,"c(37493220.18, 2395830.758)",37493220.18,2395830.758
Circle,PS_WSP,37492405.406,2396796.924,37492405.406,2396796.924,37492404.806,2396796.924,1.0,"c(37492405.106000006, 2396796.924)",37492405.106000006,2396796.924
Circle,PS_WSP,37493412.427,2396205.841,37493412.427,2396205.841,37493411.827,2396205.841,1.0,"c(37493412.127000004, 2396205.841)",37493412.127000004,2396205.841
Circle,PS_WSP,37493407.281,2396203.641,37493407.281,2396203.641,37493406.681,2396203.641,1.0,"c(37493406.981000006, 2396203.641)",37493406.981000006,2396203.641
Circle,PS_WSP,37493728.605,2395679.629,37493728.605,2395679.629,37493728.005,2395679.629,1.0,"c(37493728.305, 2395679.629)",37493728.305,2395679.629
Circle,PS_WSP,37493660.923,2395678.243,37493660.923,2395678.243,37493660.323,2395678.243,1.0,"c(37493660.622999996, 2395678.243)",37493660.622999996,2395678.243
Circle,PS_WSP,37493727.501,2396300.953,37493727.501,2396300.953,37493726.901,2396300.953,1.0,"c(37493727.201000005, 2396300.953)",37493727.201000005,2396300.953
Circle,PS_WSP,37493720.301,2396206.03,37493720.301,2396206.03,37493719.701,2396206.03,1.0,"c(37493720.001, 2396206.03)",37493720.001,2396206.03
Circle,PS_WSP,37493684.177,2395910.593,37493684.177,2395910.593,37493683.577,2395910.593,1.0,"c(37493683.877000004, 2395910.593)",37493683.877000004,2395910.593
Circle,PS_WSP,37492392.933,2395764.641,37492392.933,2395764.641,37492392.333,2395764.641,1.0,"c(37492392.633, 2395764.641)",37492392.633,2395764.641
Circle,PS_WSP,37493721.058,2395448.894,37493721.058,2395448.894,37493720.458,2395448.894,1.0,"c(37493720.758, 2395448.894)",37493720.758,2395448.894
Circle,PS_WSP,37493635.508,2395075.014,37493635.508,2395075.014,37493634.908,2395075.014,1.0,"c(37493635.208000004, 2395075.014)",37493635.208000004,2395075.014
Circle,PS_WSP,37493316.484,2396285.921,37493316.484,2396285.921,37493315.884,2396285.921,1.0,"c(37493316.184, 2396285.921)",37493316.184,2396285.921
Circle,PS_WSP,37493423.74,2396484.628,37493423.74,2396484.628,37493423.14,2396484.628,1.0,"c(37493423.44, 2396484.628)",37493423.44,2396484.628
Circle,PS_WSP,37493430.121,2396481.941,37493430.121,2396481.941,37493429.521,2396481.941,1.0,"c(37493429.820999995, 2396481.941)",37493429.820999995,2396481.941
Circle,PS_WSP,37493385.542,2396273.809,37493385.542,2396273.809,37493384.942,2396273.809,1.0,"c(37493385.242, 2396273.809)",37493385.242,2396273.809
Circle,PS_WSP,37493400.377,2396273.741,37493400.377,2396273.741,37493399.777,2396273.741,1.0,"c(37493400.077, 2396273.741)",37493400.077,2396273.741
Circle,PS_WSP,37493045.454,2396562.22,37493045.454,2396562.22,37493044.854,2396562.22,1.0,"c(37493045.154, 2396562.22)",37493045.154,2396562.22
Circle,PS_WSP,37492383.807,2395264.363,37492383.807,2395264.363,37492383.207,2395264.363,1.0,"c(37492383.507, 2395264.363)",37492383.507,2395264.363
Circle,PS_WSP,37493221.066,2396594.316,37493221.066,2396594.316,37493220.466,2396594.316,1.0,"c(37493220.766, 2396594.316)",37493220.766,2396594.316
Circle,PS_WSP,37493221.47,2396646.307,37493221.47,2396646.307,37493220.87,2396646.307,1.0,"c(37493221.17, 2396646.307)",37493221.17,2396646.307
Circle,PS_WSP,37493416.637,2396513.839,37493416.637,2396513.839,37493416.037,2396513.839,1.0,"c(37493416.337, 2396513.839)",37493416.337,2396513.839
Circle,PS_WSP,37493099.852,2396425.864,37493099.852,2396425.864,37493099.252,2396425.864,1.0,"c(37493099.552, 2396425.864)",37493099.552,2396425.864
Circle,PS_WSP,37493084.907,2397310.174,37493084.907,2397310.174,37493084.307,2397310.174,1.0,"c(37493084.60699999, 2397310.174)",37493084.60699999,2397310.174
Circle,PS_WSP,37491719.343,2395715.354,37491719.343,2395715.354,37491718.743,2395715.354,1.0,"c(37491719.043, 2395715.354)",37491719.043,2395715.354
Circle,PS_WSP,37493828.625,2394716.282,37493828.625,2394716.282,37493828.025,2394716.282,1.0,"c(37493828.325, 2394716.282)",37493828.325,2394716.282
Circle,PS_WSP,37493782.62,2394714.687,37493782.62,2394714.687,37493782.02,2394714.687,1.0,"c(37493782.32, 2394714.687)",37493782.32,2394714.687
Circle,PS_WSP,37493487.244,2396595.942,37493487.244,2396595.942,37493486.644,2396595.942,1.0,"c(37493486.944000006, 2396595.942)",37493486.944000006,2396595.942
Circle,PS_WSP,37493520.637,2396590.485,37493520.637,2396590.485,37493520.037,2396590.485,1.0,"c(37493520.337, 2396590.485)",37493520.337,2396590.485
Circle,PS_WSP,37494201.295,2394837.06,37494201.295,2394837.06,37494200.695,2394837.06,1.0,"c(37494200.995000005, 2394837.06)",37494200.995000005,2394837.06
Circle,PS_WSP,37494206.545,2394864.914,37494206.545,2394864.914,37494205.945,2394864.914,1.0,"c(37494206.245000005, 2394864.914)",37494206.245000005,2394864.914
Circle,PS_WSP,37494178.09,2394794.981,37494178.09,2394794.981,37494177.49,2394794.981,1.0,"c(37494177.79000001, 2394794.981)",37494177.79000001,2394794.981
Circle,PS_WSP,37494180.121,2394786.544,37494180.121,2394786.544,37494179.521,2394786.544,1.0,"c(37494179.820999995, 2394786.544)",37494179.820999995,2394786.544
Circle,PS_WSP,37494181.163,2394788.561,37494181.163,2394788.561,37494180.563,2394788.561,1.0,"c(37494180.863000005, 2394788.561)",37494180.863000005,2394788.561
Circle,PS_WSP,37494293.446,2395223.597,37494293.446,2395223.597,37494292.846,2395223.597,1.0,"c(37494293.146, 2395223.597)",37494293.146,2395223.597
Circle,PS_WSP,37491723.279,2395799.606,37491723.279,2395799.606,37491722.679,2395799.606,1.0,"c(37491722.979, 2395799.606)",37491722.979,2395799.606
Circle,PS_WSP,37493398.693,2396186.424,37493398.693,2396186.424,37493398.093,2396186.424,1.0,"c(37493398.39300001, 2396186.424)",37493398.39300001,2396186.424
Circle,PS_WSP,37493397.969,2396168.943,37493397.969,2396168.943,37493397.369,2396168.943,1.0,"c(37493397.669, 2396168.943)",37493397.669,2396168.943
Circle,PS_WSP,37493397.447,2396151.878,37493397.447,2396151.878,37493396.847,2396151.878,1.0,"c(37493397.147, 2396151.878)",37493397.147,2396151.878
Circle,PS_WSP,37493056.712,2396325.692,37493056.712,2396325.692,37493056.112,2396325.692,1.0,"c(37493056.412, 2396325.692)",37493056.412,2396325.692
Circle,PS_WSP,37493394.109,2396184.697,37493394.109,2396184.697,37493393.509,2396184.697,1.0,"c(37493393.809, 2396184.697)",37493393.809,2396184.697
Circle,PS_WSP,37493542.49,2396214.429,37493542.49,2396214.429,37493541.89,2396214.429,1.0,"c(37493542.19, 2396214.429)",37493542.19,2396214.429
Circle,PS_WSP,37493254.301,2396137.624,37493254.301,2396137.624,37493253.701,2396137.624,1.0,"c(37493254.001, 2396137.624)",37493254.001,2396137.624
Circle,PS_WSP,37493227.86,2396287.627,37493227.86,2396287.627,37493227.26,2396287.627,1.0,"c(37493227.56, 2396287.627)",37493227.56,2396287.627
Circle,PS_WSP,37493950.549,2395783.27,37493950.549,2395783.27,37493949.949,2395783.27,1.0,"c(37493950.249, 2395783.27)",37493950.249,2395783.27
Circle,PS_WSP,37493397.595,2396207.859,37493397.595,2396207.859,37493396.995,2396207.859,1.0,"c(37493397.295, 2396207.859)",37493397.295,2396207.859
Circle,PS_WSP,37491573.142,2395080.425,37491573.142,2395080.425,37491572.542,2395080.425,1.0,"c(37491572.842, 2395080.425)",37491572.842,2395080.425
Circle,PS_WSP,37491607.51,2395057.086,37491607.51,2395057.086,37491606.91,2395057.086,1.0,"c(37491607.20999999, 2395057.086)",37491607.20999999,2395057.086
Circle,PS_WSP,37491592.443,2395137.284,37491592.443,2395137.284,37491591.843,2395137.284,1.0,"c(37491592.14300001, 2395137.284)",37491592.14300001,2395137.284
Circle,PS_WSP,37491536.876,2395030.452,37491536.876,2395030.452,37491536.276,2395030.452,1.0,"c(37491536.576000005, 2395030.452)",37491536.576000005,2395030.452
Circle,PS_WSP,37491726.634,2395679.5,37491726.634,2395679.5,37491726.034,2395679.5,1.0,"c(37491726.33400001, 2395679.5)",37491726.33400001,2395679.5
Circle,PS_WSP,37491719.369,2395710.784,37491719.369,2395710.784,37491718.769,2395710.784,1.0,"c(37491719.069000006, 2395710.784)",37491719.069000006,2395710.784
Circle,PS_WSP,37493804.062,2394955.333,37493804.062,2394955.333,37493803.462,2394955.333,1.0,"c(37493803.761999995, 2394955.333)",37493803.761999995,2394955.333
Circle,PS_WSP,37489871.1966,2395320.0632,37489871.1966,2395320.0632,37489870.5966,2395320.0632,1.0,"c(37489870.8966, 2395320.0632)",37489870.8966,2395320.0632
Circle,PS_WSP,37493397.801,2396238.782,37493397.801,2396238.782,37493397.201,2396238.782,1.0,"c(37493397.501, 2396238.782)",37493397.501,2396238.782
Circle,PS_WSP,37493385.409,2396238.429,37493385.409,2396238.429,37493384.809,2396238.429,1.0,"c(37493385.109, 2396238.429)",37493385.109,2396238.429
Circle,PS_WSP,37493396.845,2396224.468,37493396.845,2396224.468,37493396.245,2396224.468,1.0,"c(37493396.545, 2396224.468)",37493396.545,2396224.468
