cod,data_time,date,hour,weekday,week,day_count,week_count,data_start_time,data_duration,data_duration_hour
98.7,2023-01-23 13:40:00,2023-01-23,13:00:00,Monday,2023-01-23,2835,19621,2023-01-23 11:40:30,01:59:30,1.9917
98.4,2023-01-23 15:40:00,2023-01-23,15:00:00,Monday,2023-01-23,2835,19621,2023-01-23 13:40:30,01:59:30,1.9917
100.7,2023-01-23 17:40:00,2023-01-23,17:00:00,Monday,2023-01-23,2835,19621,2023-01-23 15:40:30,01:59:30,1.9917
107.1,2023-01-23 19:40:00,2023-01-23,19:00:00,Monday,2023-01-23,2835,19621,2023-01-23 17:40:30,01:59:30,1.9917
107.0,2023-01-23 21:40:00,2023-01-23,21:00:00,Monday,2023-01-23,2835,19621,2023-01-23 19:40:30,01:59:30,1.9917
103.9,2023-01-23 23:40:00,2023-01-23,23:00:00,Monday,2023-01-23,2835,19621,2023-01-23 21:40:30,01:59:30,1.9917
102.1,2023-01-24 01:40:00,2023-01-24,01:00:00,Tuesday,2023-01-23,2799,19621,2023-01-23 23:40:30,01:59:30,1.9917
106.3,2023-01-24 03:40:00,2023-01-24,03:00:00,Tuesday,2023-01-23,2799,19621,2023-01-24 01:40:30,01:59:30,1.9917
99.3,2023-01-24 05:40:00,2023-01-24,05:00:00,Tuesday,2023-01-23,2799,19621,2023-01-24 03:40:30,01:59:30,1.9917
117.8,2023-01-24 07:40:00,2023-01-24,07:00:00,Tuesday,2023-01-23,2799,19621,2023-01-24 05:40:30,01:59:30,1.9917
122.2,2023-01-24 09:40:00,2023-01-24,09:00:00,Tuesday,2023-01-23,2799,19621,2023-01-24 07:40:30,01:59:30,1.9917
117.2,2023-01-24 11:40:00,2023-01-24,11:00:00,Tuesday,2023-01-23,2799,19621,2023-01-24 09:40:30,01:59:30,1.9917
112.8,2023-01-24 13:40:00,2023-01-24,13:00:00,Tuesday,2023-01-23,2799,19621,2023-01-24 11:40:30,01:59:30,1.9917
78.6,2023-01-24 15:31:00,2023-01-24,15:00:00,Tuesday,2023-01-23,2799,19621,2023-01-24 13:40:30,01:50:30,1.8417
99.3,2023-01-24 17:40:00,2023-01-24,17:00:00,Tuesday,2023-01-23,2799,19621,2023-01-24 15:40:30,01:59:30,1.9917
103.2,2023-01-24 19:40:00,2023-01-24,19:00:00,Tuesday,2023-01-23,2799,19621,2023-01-24 17:40:30,01:59:30,1.9917
118.0,2023-01-24 21:40:00,2023-01-24,21:00:00,Tuesday,2023-01-23,2799,19621,2023-01-24 19:40:30,01:59:30,1.9917
121.1,2023-01-24 23:40:00,2023-01-24,23:00:00,Tuesday,2023-01-23,2799,19621,2023-01-24 21:40:30,01:59:30,1.9917
116.7,2023-01-25 01:40:00,2023-01-25,01:00:00,Wednesday,2023-01-23,2798,19621,2023-01-24 23:40:30,01:59:30,1.9917
118.1,2023-01-25 03:40:00,2023-01-25,03:00:00,Wednesday,2023-01-23,2798,19621,2023-01-25 01:40:30,01:59:30,1.9917
122.3,2023-01-25 05:40:00,2023-01-25,05:00:00,Wednesday,2023-01-23,2798,19621,2023-01-25 03:40:30,01:59:30,1.9917
118.8,2023-01-25 07:40:00,2023-01-25,07:00:00,Wednesday,2023-01-23,2798,19621,2023-01-25 05:40:30,01:59:30,1.9917
132.2,2023-01-25 09:40:00,2023-01-25,09:00:00,Wednesday,2023-01-23,2798,19621,2023-01-25 07:40:30,01:59:30,1.9917
135.0,2023-01-25 11:40:00,2023-01-25,11:00:00,Wednesday,2023-01-23,2798,19621,2023-01-25 09:40:30,01:59:30,1.9917
127.4,2023-01-25 13:40:00,2023-01-25,13:00:00,Wednesday,2023-01-23,2798,19621,2023-01-25 11:40:30,01:59:30,1.9917
120.5,2023-01-25 15:40:00,2023-01-25,15:00:00,Wednesday,2023-01-23,2798,19621,2023-01-25 13:40:30,01:59:30,1.9917
118.3,2023-01-25 17:40:00,2023-01-25,17:00:00,Wednesday,2023-01-23,2798,19621,2023-01-25 15:40:30,01:59:30,1.9917
117.8,2023-01-25 19:40:00,2023-01-25,19:00:00,Wednesday,2023-01-23,2798,19621,2023-01-25 17:40:30,01:59:30,1.9917
123.1,2023-01-25 21:40:00,2023-01-25,21:00:00,Wednesday,2023-01-23,2798,19621,2023-01-25 19:40:30,01:59:30,1.9917
118.5,2023-01-25 23:40:00,2023-01-25,23:00:00,Wednesday,2023-01-23,2798,19621,2023-01-25 21:40:30,01:59:30,1.9917
107.9,2023-01-26 01:40:00,2023-01-26,01:00:00,Thursday,2023-01-23,2794,19621,2023-01-25 23:40:30,01:59:30,1.9917
113.4,2023-01-26 03:40:00,2023-01-26,03:00:00,Thursday,2023-01-23,2794,19621,2023-01-26 01:40:30,01:59:30,1.9917
123.3,2023-01-26 05:40:00,2023-01-26,05:00:00,Thursday,2023-01-23,2794,19621,2023-01-26 03:40:30,01:59:30,1.9917
125.9,2023-01-26 07:40:00,2023-01-26,07:00:00,Thursday,2023-01-23,2794,19621,2023-01-26 05:40:30,01:59:30,1.9917
129.7,2023-01-26 09:40:00,2023-01-26,09:00:00,Thursday,2023-01-23,2794,19621,2023-01-26 07:40:30,01:59:30,1.9917
123.3,2023-01-26 11:40:00,2023-01-26,11:00:00,Thursday,2023-01-23,2794,19621,2023-01-26 09:40:30,01:59:30,1.9917
117.9,2023-01-26 13:40:00,2023-01-26,13:00:00,Thursday,2023-01-23,2794,19621,2023-01-26 11:40:30,01:59:30,1.9917
109.1,2023-01-26 15:40:00,2023-01-26,15:00:00,Thursday,2023-01-23,2794,19621,2023-01-26 13:40:30,01:59:30,1.9917
99.7,2023-01-26 17:40:00,2023-01-26,17:00:00,Thursday,2023-01-23,2794,19621,2023-01-26 15:40:30,01:59:30,1.9917
117.2,2023-01-26 19:40:00,2023-01-26,19:00:00,Thursday,2023-01-23,2794,19621,2023-01-26 17:40:30,01:59:30,1.9917
119.7,2023-01-26 21:40:00,2023-01-26,21:00:00,Thursday,2023-01-23,2794,19621,2023-01-26 19:40:30,01:59:30,1.9917
120.3,2023-01-26 23:40:00,2023-01-26,23:00:00,Thursday,2023-01-23,2794,19621,2023-01-26 21:40:30,01:59:30,1.9917
120.2,2023-01-27 01:40:00,2023-01-27,01:00:00,Friday,2023-01-23,2798,19621,2023-01-26 23:40:30,01:59:30,1.9917
121.6,2023-01-27 03:40:00,2023-01-27,03:00:00,Friday,2023-01-23,2798,19621,2023-01-27 01:40:30,01:59:30,1.9917
124.1,2023-01-27 05:40:00,2023-01-27,05:00:00,Friday,2023-01-23,2798,19621,2023-01-27 03:40:30,01:59:30,1.9917
126.9,2023-01-27 07:40:00,2023-01-27,07:00:00,Friday,2023-01-23,2798,19621,2023-01-27 05:40:30,01:59:30,1.9917
111.7,2023-01-27 09:40:00,2023-01-27,09:00:00,Friday,2023-01-23,2798,19621,2023-01-27 07:40:30,01:59:30,1.9917
99.1,2023-01-27 11:40:00,2023-01-27,11:00:00,Friday,2023-01-23,2798,19621,2023-01-27 09:40:30,01:59:30,1.9917
114.2,2023-01-27 13:40:00,2023-01-27,13:00:00,Friday,2023-01-23,2798,19621,2023-01-27 11:40:30,01:59:30,1.9917
116.4,2023-01-27 15:40:00,2023-01-27,15:00:00,Friday,2023-01-23,2798,19621,2023-01-27 13:40:30,01:59:30,1.9917
113.4,2023-01-27 17:40:00,2023-01-27,17:00:00,Friday,2023-01-23,2798,19621,2023-01-27 15:40:30,01:59:30,1.9917
115.7,2023-01-27 19:40:00,2023-01-27,19:00:00,Friday,2023-01-23,2798,19621,2023-01-27 17:40:30,01:59:30,1.9917
117.8,2023-01-27 21:40:00,2023-01-27,21:00:00,Friday,2023-01-23,2798,19621,2023-01-27 19:40:30,01:59:30,1.9917
115.8,2023-01-27 23:40:00,2023-01-27,23:00:00,Friday,2023-01-23,2798,19621,2023-01-27 21:40:30,01:59:30,1.9917
103.3,2023-01-28 01:40:00,2023-01-28,01:00:00,Saturday,2023-01-23,2798,19621,2023-01-27 23:40:30,01:59:30,1.9917
107.6,2023-01-28 03:40:00,2023-01-28,03:00:00,Saturday,2023-01-23,2798,19621,2023-01-28 01:40:30,01:59:30,1.9917
114.7,2023-01-28 05:41:00,2023-01-28,05:00:00,Saturday,2023-01-23,2798,19621,2023-01-28 03:40:30,02:00:30,2.0083
113.4,2023-01-28 07:41:00,2023-01-28,07:00:00,Saturday,2023-01-23,2798,19621,2023-01-28 05:41:30,01:59:30,1.9917
125.9,2023-01-28 09:41:00,2023-01-28,09:00:00,Saturday,2023-01-23,2798,19621,2023-01-28 07:41:30,01:59:30,1.9917
118.8,2023-01-28 11:41:00,2023-01-28,11:00:00,Saturday,2023-01-23,2798,19621,2023-01-28 09:41:30,01:59:30,1.9917
116.0,2023-01-28 13:41:00,2023-01-28,13:00:00,Saturday,2023-01-23,2798,19621,2023-01-28 11:41:30,01:59:30,1.9917
113.9,2023-01-28 17:40:00,2023-01-28,17:00:00,Saturday,2023-01-23,2798,19621,2023-01-28 13:41:30,03:58:30,3.975
95.5,2023-01-28 19:40:00,2023-01-28,19:00:00,Saturday,2023-01-23,2798,19621,2023-01-28 17:40:30,01:59:30,1.9917
109.5,2023-01-28 21:40:00,2023-01-28,21:00:00,Saturday,2023-01-23,2798,19621,2023-01-28 19:40:30,01:59:30,1.9917
114.3,2023-01-29 01:41:00,2023-01-29,01:00:00,Sunday,2023-01-23,2799,19621,2023-01-28 21:40:30,04:00:30,4.0083
115.5,2023-01-29 03:41:00,2023-01-29,03:00:00,Sunday,2023-01-23,2799,19621,2023-01-29 01:41:30,01:59:30,1.9917
122.6,2023-01-29 05:41:00,2023-01-29,05:00:00,Sunday,2023-01-23,2799,19621,2023-01-29 03:41:30,01:59:30,1.9917
114.9,2023-01-29 07:41:00,2023-01-29,07:00:00,Sunday,2023-01-23,2799,19621,2023-01-29 05:41:30,01:59:30,1.9917
129.3,2023-01-29 09:41:00,2023-01-29,09:00:00,Sunday,2023-01-23,2799,19621,2023-01-29 07:41:30,01:59:30,1.9917
125.2,2023-01-29 11:41:00,2023-01-29,11:00:00,Sunday,2023-01-23,2799,19621,2023-01-29 09:41:30,01:59:30,1.9917
123.6,2023-01-29 13:41:00,2023-01-29,13:00:00,Sunday,2023-01-23,2799,19621,2023-01-29 11:41:30,01:59:30,1.9917
116.7,2023-01-29 15:41:00,2023-01-29,15:00:00,Sunday,2023-01-23,2799,19621,2023-01-29 13:41:30,01:59:30,1.9917
86.1,2023-01-29 17:41:00,2023-01-29,17:00:00,Sunday,2023-01-23,2799,19621,2023-01-29 15:41:30,01:59:30,1.9917
103.1,2023-01-29 19:41:00,2023-01-29,19:00:00,Sunday,2023-01-23,2799,19621,2023-01-29 17:41:30,01:59:30,1.9917
101.0,2023-01-29 21:41:00,2023-01-29,21:00:00,Sunday,2023-01-23,2799,19621,2023-01-29 19:41:30,01:59:30,1.9917
108.6,2023-01-29 23:41:00,2023-01-29,23:00:00,Sunday,2023-01-23,2799,19621,2023-01-29 21:41:30,01:59:30,1.9917
110.3,2023-01-30 01:41:00,2023-01-30,01:00:00,Monday,2023-01-30,2796,19598,2023-01-29 23:41:30,01:59:30,1.9917
112.2,2023-01-30 03:41:00,2023-01-30,03:00:00,Monday,2023-01-30,2796,19598,2023-01-30 01:41:30,01:59:30,1.9917
122.1,2023-01-30 05:41:00,2023-01-30,05:00:00,Monday,2023-01-30,2796,19598,2023-01-30 03:41:30,01:59:30,1.9917
125.8,2023-01-30 07:40:30,2023-01-30,07:00:00,Monday,2023-01-30,2796,19598,2023-01-30 05:41:30,01:59:00,1.9833
123.8,2023-01-30 09:41:00,2023-01-30,09:00:00,Monday,2023-01-30,2796,19598,2023-01-30 07:41:00,02:00:00,2.0
119.6,2023-01-30 11:40:30,2023-01-30,11:00:00,Monday,2023-01-30,2796,19598,2023-01-30 09:41:30,01:59:00,1.9833
103.5,2023-01-30 13:40:30,2023-01-30,13:00:00,Monday,2023-01-30,2796,19598,2023-01-30 11:41:00,01:59:30,1.9917
99.6,2023-01-30 15:40:30,2023-01-30,15:00:00,Monday,2023-01-30,2796,19598,2023-01-30 13:41:00,01:59:30,1.9917
103.2,2023-01-30 17:40:30,2023-01-30,17:00:00,Monday,2023-01-30,2796,19598,2023-01-30 15:41:00,01:59:30,1.9917
102.8,2023-01-30 19:40:30,2023-01-30,19:00:00,Monday,2023-01-30,2796,19598,2023-01-30 17:41:00,01:59:30,1.9917
98.3,2023-01-30 21:40:30,2023-01-30,21:00:00,Monday,2023-01-30,2796,19598,2023-01-30 19:41:00,01:59:30,1.9917
98.6,2023-01-30 23:40:30,2023-01-30,23:00:00,Monday,2023-01-30,2796,19598,2023-01-30 21:41:00,01:59:30,1.9917
93.6,2023-01-31 01:40:30,2023-01-31,01:00:00,Tuesday,2023-01-30,2798,19598,2023-01-30 23:41:00,01:59:30,1.9917
100.8,2023-01-31 03:40:30,2023-01-31,03:00:00,Tuesday,2023-01-30,2798,19598,2023-01-31 01:41:00,01:59:30,1.9917
84.8,2023-01-31 05:40:30,2023-01-31,05:00:00,Tuesday,2023-01-30,2798,19598,2023-01-31 03:41:00,01:59:30,1.9917
111.8,2023-01-31 07:40:30,2023-01-31,07:00:00,Tuesday,2023-01-30,2798,19598,2023-01-31 05:41:00,01:59:30,1.9917
115.9,2023-01-31 09:40:30,2023-01-31,09:00:00,Tuesday,2023-01-30,2798,19598,2023-01-31 07:41:00,01:59:30,1.9917
106.8,2023-01-31 11:36:30,2023-01-31,11:00:00,Tuesday,2023-01-30,2798,19598,2023-01-31 09:41:00,01:55:30,1.925
111.2,2023-01-31 13:36:30,2023-01-31,13:00:00,Tuesday,2023-01-30,2798,19598,2023-01-31 11:37:00,01:59:30,1.9917
93.7,2023-01-31 15:36:30,2023-01-31,15:00:00,Tuesday,2023-01-30,2798,19598,2023-01-31 13:37:00,01:59:30,1.9917
98.4,2023-01-31 17:36:30,2023-01-31,17:00:00,Tuesday,2023-01-30,2798,19598,2023-01-31 15:37:00,01:59:30,1.9917
102.6,2023-01-31 19:36:30,2023-01-31,19:00:00,Tuesday,2023-01-30,2798,19598,2023-01-31 17:37:00,01:59:30,1.9917
104.9,2023-01-31 21:36:30,2023-01-31,21:00:00,Tuesday,2023-01-30,2798,19598,2023-01-31 19:37:00,01:59:30,1.9917
93.8,2023-02-01 01:37:30,2023-02-01,01:00:00,Wednesday,2023-01-30,2795,19598,2023-01-31 21:37:00,04:00:30,4.0083
99.5,2023-02-01 03:37:30,2023-02-01,03:00:00,Wednesday,2023-01-30,2795,19598,2023-02-01 01:38:00,01:59:30,1.9917
100.7,2023-02-01 05:36:30,2023-02-01,05:00:00,Wednesday,2023-01-30,2795,19598,2023-02-01 03:38:00,01:58:30,1.975
113.9,2023-02-01 07:37:30,2023-02-01,07:00:00,Wednesday,2023-01-30,2795,19598,2023-02-01 05:37:00,02:00:30,2.0083
114.0,2023-02-01 09:29:00,2023-02-01,09:00:00,Wednesday,2023-01-30,2795,19598,2023-02-01 07:38:00,01:51:00,1.85
103.9,2023-02-01 11:37:30,2023-02-01,11:00:00,Wednesday,2023-01-30,2795,19598,2023-02-01 09:37:30,02:00:00,2.0
100.0,2023-02-01 13:37:30,2023-02-01,13:00:00,Wednesday,2023-01-30,2795,19598,2023-02-01 11:38:00,01:59:30,1.9917
103.1,2023-02-01 15:30:00,2023-02-01,15:00:00,Wednesday,2023-01-30,2795,19598,2023-02-01 13:38:00,01:52:00,1.8667
97.1,2023-02-01 17:37:30,2023-02-01,17:00:00,Wednesday,2023-01-30,2795,19598,2023-02-01 15:39:30,01:58:00,1.9667
104.7,2023-02-01 19:37:30,2023-02-01,19:00:00,Wednesday,2023-01-30,2795,19598,2023-02-01 17:38:00,01:59:30,1.9917
91.4,2023-02-01 21:37:30,2023-02-01,21:00:00,Wednesday,2023-01-30,2795,19598,2023-02-01 19:38:00,01:59:30,1.9917
95.4,2023-02-01 23:37:30,2023-02-01,23:00:00,Wednesday,2023-01-30,2795,19598,2023-02-01 21:38:00,01:59:30,1.9917
92.6,2023-02-02 01:37:30,2023-02-02,01:00:00,Thursday,2023-01-30,2809,19598,2023-02-01 23:38:00,01:59:30,1.9917
97.8,2023-02-02 03:37:30,2023-02-02,03:00:00,Thursday,2023-01-30,2809,19598,2023-02-02 01:38:00,01:59:30,1.9917
105.0,2023-02-02 05:37:30,2023-02-02,05:00:00,Thursday,2023-01-30,2809,19598,2023-02-02 03:38:00,01:59:30,1.9917
111.4,2023-02-02 07:37:30,2023-02-02,07:00:00,Thursday,2023-01-30,2809,19598,2023-02-02 05:38:00,01:59:30,1.9917
83.7,2023-02-02 09:30:00,2023-02-02,09:00:00,Thursday,2023-01-30,2809,19598,2023-02-02 07:38:00,01:52:00,1.8667
100.6,2023-02-02 11:37:30,2023-02-02,11:00:00,Thursday,2023-01-30,2809,19598,2023-02-02 09:38:30,01:59:00,1.9833
97.3,2023-02-02 13:37:30,2023-02-02,13:00:00,Thursday,2023-01-30,2809,19598,2023-02-02 11:38:00,01:59:30,1.9917
95.6,2023-02-02 15:37:30,2023-02-02,15:00:00,Thursday,2023-01-30,2809,19598,2023-02-02 13:38:00,01:59:30,1.9917
100.9,2023-02-02 17:37:30,2023-02-02,17:00:00,Thursday,2023-01-30,2809,19598,2023-02-02 15:38:00,01:59:30,1.9917
100.7,2023-02-02 19:37:30,2023-02-02,19:00:00,Thursday,2023-01-30,2809,19598,2023-02-02 17:38:00,01:59:30,1.9917
101.0,2023-02-02 21:37:30,2023-02-02,21:00:00,Thursday,2023-01-30,2809,19598,2023-02-02 19:38:00,01:59:30,1.9917
94.3,2023-02-02 23:37:30,2023-02-02,23:00:00,Thursday,2023-01-30,2809,19598,2023-02-02 21:38:00,01:59:30,1.9917
94.1,2023-02-03 01:36:30,2023-02-03,01:00:00,Friday,2023-01-30,2801,19598,2023-02-02 23:38:00,01:58:30,1.975
84.9,2023-02-03 03:37:30,2023-02-03,03:00:00,Friday,2023-01-30,2801,19598,2023-02-03 01:37:00,02:00:30,2.0083
93.3,2023-02-03 05:36:30,2023-02-03,05:00:00,Friday,2023-01-30,2801,19598,2023-02-03 03:38:00,01:58:30,1.975
102.6,2023-02-03 07:37:30,2023-02-03,07:00:00,Friday,2023-01-30,2801,19598,2023-02-03 05:37:00,02:00:30,2.0083
108.8,2023-02-03 11:37:30,2023-02-03,11:00:00,Friday,2023-01-30,2801,19598,2023-02-03 07:38:00,03:59:30,3.9917
104.6,2023-02-03 13:36:30,2023-02-03,13:00:00,Friday,2023-01-30,2801,19598,2023-02-03 11:38:00,01:58:30,1.975
109.3,2023-02-03 15:36:30,2023-02-03,15:00:00,Friday,2023-01-30,2801,19598,2023-02-03 13:37:00,01:59:30,1.9917
108.0,2023-02-03 17:36:30,2023-02-03,17:00:00,Friday,2023-01-30,2801,19598,2023-02-03 15:37:00,01:59:30,1.9917
110.2,2023-02-03 19:37:30,2023-02-03,19:00:00,Friday,2023-01-30,2801,19598,2023-02-03 17:37:00,02:00:30,2.0083
99.8,2023-02-03 21:37:30,2023-02-03,21:00:00,Friday,2023-01-30,2801,19598,2023-02-03 19:38:00,01:59:30,1.9917
97.8,2023-02-03 23:37:30,2023-02-03,23:00:00,Friday,2023-01-30,2801,19598,2023-02-03 21:38:00,01:59:30,1.9917
90.7,2023-02-04 01:36:30,2023-02-04,01:00:00,Saturday,2023-01-30,2796,19598,2023-02-03 23:38:00,01:58:30,1.975
93.0,2023-02-04 03:36:30,2023-02-04,03:00:00,Saturday,2023-01-30,2796,19598,2023-02-04 01:37:00,01:59:30,1.9917
95.7,2023-02-04 05:36:30,2023-02-04,05:00:00,Saturday,2023-01-30,2796,19598,2023-02-04 03:37:00,01:59:30,1.9917
100.5,2023-02-04 07:36:30,2023-02-04,07:00:00,Saturday,2023-01-30,2796,19598,2023-02-04 05:37:00,01:59:30,1.9917
109.2,2023-02-04 09:29:30,2023-02-04,09:00:00,Saturday,2023-01-30,2796,19598,2023-02-04 07:37:00,01:52:30,1.875
112.8,2023-02-04 11:36:30,2023-02-04,11:00:00,Saturday,2023-01-30,2796,19598,2023-02-04 09:38:00,01:58:30,1.975
104.7,2023-02-04 13:36:30,2023-02-04,13:00:00,Saturday,2023-01-30,2796,19598,2023-02-04 11:37:00,01:59:30,1.9917
97.9,2023-02-04 15:30:30,2023-02-04,15:00:00,Saturday,2023-01-30,2796,19598,2023-02-04 13:37:00,01:53:30,1.8917
102.3,2023-02-04 17:36:30,2023-02-04,17:00:00,Saturday,2023-01-30,2796,19598,2023-02-04 15:40:00,01:56:30,1.9417
104.6,2023-02-04 19:36:30,2023-02-04,19:00:00,Saturday,2023-01-30,2796,19598,2023-02-04 17:37:00,01:59:30,1.9917
103.1,2023-02-04 21:36:30,2023-02-04,21:00:00,Saturday,2023-01-30,2796,19598,2023-02-04 19:37:00,01:59:30,1.9917
102.6,2023-02-04 23:36:30,2023-02-04,23:00:00,Saturday,2023-01-30,2796,19598,2023-02-04 21:37:00,01:59:30,1.9917
98.4,2023-02-05 01:36:30,2023-02-05,01:00:00,Sunday,2023-01-30,2803,19598,2023-02-04 23:37:00,01:59:30,1.9917
99.8,2023-02-05 03:36:30,2023-02-05,03:00:00,Sunday,2023-01-30,2803,19598,2023-02-05 01:37:00,01:59:30,1.9917
97.5,2023-02-05 05:36:30,2023-02-05,05:00:00,Sunday,2023-01-30,2803,19598,2023-02-05 03:37:00,01:59:30,1.9917
83.2,2023-02-05 07:36:30,2023-02-05,07:00:00,Sunday,2023-01-30,2803,19598,2023-02-05 05:37:00,01:59:30,1.9917
99.0,2023-02-05 09:30:00,2023-02-05,09:00:00,Sunday,2023-01-30,2803,19598,2023-02-05 07:37:00,01:53:00,1.8833
101.4,2023-02-05 11:36:30,2023-02-05,11:00:00,Sunday,2023-01-30,2803,19598,2023-02-05 09:38:30,01:58:00,1.9667
100.9,2023-02-05 13:36:30,2023-02-05,13:00:00,Sunday,2023-01-30,2803,19598,2023-02-05 11:37:00,01:59:30,1.9917
102.4,2023-02-05 15:30:00,2023-02-05,15:00:00,Sunday,2023-01-30,2803,19598,2023-02-05 13:37:00,01:53:00,1.8833
99.5,2023-02-05 17:36:30,2023-02-05,17:00:00,Sunday,2023-01-30,2803,19598,2023-02-05 15:38:30,01:58:00,1.9667
100.6,2023-02-05 19:36:30,2023-02-05,19:00:00,Sunday,2023-01-30,2803,19598,2023-02-05 17:37:00,01:59:30,1.9917
100.3,2023-02-05 21:36:30,2023-02-05,21:00:00,Sunday,2023-01-30,2803,19598,2023-02-05 19:37:00,01:59:30,1.9917
90.6,2023-02-05 23:36:30,2023-02-05,23:00:00,Sunday,2023-01-30,2803,19598,2023-02-05 21:37:00,01:59:30,1.9917
92.9,2023-02-06 01:36:30,2023-02-06,01:00:00,Monday,2023-02-06,2799,19642,2023-02-05 23:37:00,01:59:30,1.9917
105.7,2023-02-06 03:37:30,2023-02-06,03:00:00,Monday,2023-02-06,2799,19642,2023-02-06 01:37:00,02:00:30,2.0083
99.1,2023-02-06 05:40:30,2023-02-06,05:00:00,Monday,2023-02-06,2799,19642,2023-02-06 03:38:00,02:02:30,2.0417
91.2,2023-02-06 07:36:30,2023-02-06,07:00:00,Monday,2023-02-06,2799,19642,2023-02-06 05:41:00,01:55:30,1.925
107.1,2023-02-06 09:40:30,2023-02-06,09:00:00,Monday,2023-02-06,2799,19642,2023-02-06 07:37:00,02:03:30,2.0583
89.5,2023-02-06 11:39:30,2023-02-06,11:00:00,Monday,2023-02-06,2799,19642,2023-02-06 09:41:00,01:58:30,1.975
85.6,2023-02-06 13:40:30,2023-02-06,13:00:00,Monday,2023-02-06,2799,19642,2023-02-06 11:40:00,02:00:30,2.0083
89.4,2023-02-06 16:45:30,2023-02-06,16:00:00,Monday,2023-02-06,2799,19642,2023-02-06 13:41:00,03:04:30,3.075
110.7,2023-02-06 17:35:30,2023-02-06,17:00:00,Monday,2023-02-06,2799,19642,2023-02-06 16:46:00,00:49:30,0.825
102.5,2023-02-06 19:35:30,2023-02-06,19:00:00,Monday,2023-02-06,2799,19642,2023-02-06 17:36:00,01:59:30,1.9917
109.1,2023-02-06 21:35:30,2023-02-06,21:00:00,Monday,2023-02-06,2799,19642,2023-02-06 19:36:00,01:59:30,1.9917
99.0,2023-02-06 23:35:30,2023-02-06,23:00:00,Monday,2023-02-06,2799,19642,2023-02-06 21:36:00,01:59:30,1.9917
101.3,2023-02-07 01:35:30,2023-02-07,01:00:00,Tuesday,2023-02-06,2800,19642,2023-02-06 23:36:00,01:59:30,1.9917
112.0,2023-02-07 03:35:30,2023-02-07,03:00:00,Tuesday,2023-02-06,2800,19642,2023-02-07 01:36:00,01:59:30,1.9917
99.7,2023-02-07 05:35:30,2023-02-07,05:00:00,Tuesday,2023-02-06,2800,19642,2023-02-07 03:36:00,01:59:30,1.9917
107.9,2023-02-07 07:35:30,2023-02-07,07:00:00,Tuesday,2023-02-06,2800,19642,2023-02-07 05:36:00,01:59:30,1.9917
130.3,2023-02-07 09:29:30,2023-02-07,09:00:00,Tuesday,2023-02-06,2800,19642,2023-02-07 07:36:00,01:53:30,1.8917
99.9,2023-02-07 11:35:30,2023-02-07,11:00:00,Tuesday,2023-02-06,2800,19642,2023-02-07 09:38:00,01:57:30,1.9583
101.4,2023-02-07 13:35:30,2023-02-07,13:00:00,Tuesday,2023-02-06,2800,19642,2023-02-07 11:36:00,01:59:30,1.9917
101.2,2023-02-07 15:30:00,2023-02-07,15:00:00,Tuesday,2023-02-06,2800,19642,2023-02-07 13:36:00,01:54:00,1.9
100.9,2023-02-07 17:35:30,2023-02-07,17:00:00,Tuesday,2023-02-06,2800,19642,2023-02-07 15:39:30,01:56:00,1.9333
99.0,2023-02-07 19:35:30,2023-02-07,19:00:00,Tuesday,2023-02-06,2800,19642,2023-02-07 17:36:00,01:59:30,1.9917
104.5,2023-02-07 21:35:30,2023-02-07,21:00:00,Tuesday,2023-02-06,2800,19642,2023-02-07 19:36:00,01:59:30,1.9917
92.3,2023-02-07 23:35:30,2023-02-07,23:00:00,Tuesday,2023-02-06,2800,19642,2023-02-07 21:36:00,01:59:30,1.9917
110.3,2023-02-08 01:35:30,2023-02-08,01:00:00,Wednesday,2023-02-06,2799,19642,2023-02-07 23:36:00,01:59:30,1.9917
110.4,2023-02-08 03:35:30,2023-02-08,03:00:00,Wednesday,2023-02-06,2799,19642,2023-02-08 01:36:00,01:59:30,1.9917
106.3,2023-02-08 05:35:30,2023-02-08,05:00:00,Wednesday,2023-02-06,2799,19642,2023-02-08 03:36:00,01:59:30,1.9917
110.0,2023-02-08 07:35:30,2023-02-08,07:00:00,Wednesday,2023-02-06,2799,19642,2023-02-08 05:36:00,01:59:30,1.9917
102.2,2023-02-08 09:29:30,2023-02-08,09:00:00,Wednesday,2023-02-06,2799,19642,2023-02-08 07:36:00,01:53:30,1.8917
99.4,2023-02-08 11:35:30,2023-02-08,11:00:00,Wednesday,2023-02-06,2799,19642,2023-02-08 09:38:00,01:57:30,1.9583
77.8,2023-02-08 13:34:30,2023-02-08,13:00:00,Wednesday,2023-02-06,2799,19642,2023-02-08 11:36:00,01:58:30,1.975
81.1,2023-02-08 15:30:30,2023-02-08,15:00:00,Wednesday,2023-02-06,2799,19642,2023-02-08 13:35:00,01:55:30,1.925
97.2,2023-02-08 17:34:30,2023-02-08,17:00:00,Wednesday,2023-02-06,2799,19642,2023-02-08 15:40:00,01:54:30,1.9083
95.6,2023-02-08 19:35:30,2023-02-08,19:00:00,Wednesday,2023-02-06,2799,19642,2023-02-08 17:35:00,02:00:30,2.0083
98.2,2023-02-08 21:35:30,2023-02-08,21:00:00,Wednesday,2023-02-06,2799,19642,2023-02-08 19:36:00,01:59:30,1.9917
