Entity,Layer,XS,YS,XE,YE,XM,YM,ID
Line,PS_WSL,37491207.427,2395704.777,37491217.555,2395704.261,37491212.491,2395704.519,2128.0
Insert,ArrowPS_WSL,37491213.1661,2395704.4846,37491213.1661,2395704.4846,37491212.2389,2395704.53184,2128.0
Line,PS_WSL,37491199.98,2395602.643,37491217.274,2395598.032,37491208.627,2395600.3375,2129.0
Insert,ArrowPS_WSL,37491209.2802,2395600.16335,37491209.2802,2395600.16335,37491208.3831,2395600.40253,2129.0
Line,PS_WSL,37491199.644,2395597.921,37491217.274,2395598.032,37491208.459,2395597.9765,2130.0
Insert,ArrowPS_WSL,37491209.135,2395597.98076,37491209.135,2395597.98076,37491208.2066,2395597.97491,2130.0
Line,PS_WSL,37491217.369,2395630.074,37491217.274,2395598.032,37491217.3215,2395614.053,2131.0
Insert,ArrowPS_WSL,37491217.3195,2395613.37702,37491217.3195,2395613.37702,37491217.3222,2395614.30544,2131.0
Line,PS_WSL,37490033.375,2395888.349,37490006.428,2395903.478,37490019.9015,2395895.9135,2132.0
Insert,ArrowPS_WSL,37490019.3121,2395896.24443,37490019.3121,2395896.24443,37490020.1216,2395895.78992,2132.0
Line,PS_WSL,37490034.605,2395891.077,37490033.375,2395888.349,37490033.99,2395889.713,
Line,PS_WSL,37490022.018,2395886.745,37489998.041,2395900.44,37490010.0295,2395893.5925,2133.0
Insert,ArrowPS_WSL,37490009.4425,2395893.92777,37490009.4425,2395893.92777,37490010.2487,2395893.4673,2133.0
Line,PS_WSL,37490020.75,2395883.696,37490022.018,2395886.745,37490021.384,2395885.2205,
Line,PS_WSL,37489984.218,2395919.511,37489984.113,2395917.357,37489984.1655,2395918.434,
Line,PS_WSL,37490006.428,2395903.478,37489984.113,2395917.357,37489995.2705,2395910.4175,2134.0
Insert,ArrowPS_WSL,37489994.6965,2395910.77451,37489994.6965,2395910.77451,37489995.4849,2395910.28418,2134.0
Line,PS_WSL,37489998.041,2395900.44,37489972.78,2395908.893,37489985.4105,2395904.6665,2135.0
Insert,ArrowPS_WSL,37489984.7695,2395904.88101,37489984.7695,2395904.88101,37489985.6499,2395904.58639,2135.0
Line,PS_WSL,37489984.113,2395917.357,37489949.925,2395915.967,37489967.019,2395916.662,2136.0
Insert,ArrowPS_WSL,37489966.3436,2395916.63454,37489966.3436,2395916.63454,37489967.2712,2395916.67226,2136.0
Line,PS_WSL,37489972.78,2395908.893,37489942.258,2395908.578,37489957.519,2395908.7355,2137.0
Insert,ArrowPS_WSL,37489956.8431,2395908.72852,37489956.8431,2395908.72852,37489957.7714,2395908.73811,2137.0
Line,PS_WSL,37490029.374,2396126.43,37490010.743,2396102.386,37490020.0585,2396114.408,2138.0
Insert,ArrowPS_WSL,37490019.6445,2396113.87366,37490019.6445,2396113.87366,37490020.2131,2396114.60754,2138.0
Line,PS_WSL,37490010.743,2396102.386,37489992.666,2396078.595,37490001.7045,2396090.4905,2139.0
Insert,ArrowPS_WSL,37490001.2955,2396089.95226,37490001.2955,2396089.95226,37490001.8572,2396090.6915,2139.0
Line,PS_WSL,37490008.316,2396103.41,37490010.743,2396102.386,37490009.5295,2396102.898,
Line,PS_WSL,37489992.666,2396078.595,37489981.18,2396066.114,37489986.923,2396072.3545,2140.0
Insert,ArrowPS_WSL,37489986.4652,2396071.85709,37489986.4652,2396071.85709,37489987.0939,2396072.54025,2140.0
Line,PS_WSL,37489981.18,2396066.114,37489956.099,2396066.227,37489968.6395,2396066.1705,2141.0
Insert,ArrowPS_WSL,37489967.9635,2396066.17355,37489967.9635,2396066.17355,37489968.8919,2396066.16936,2141.0
Line,PS_WSL,37489956.099,2396066.227,37489936.116,2396065.809,37489946.1075,2396066.018,2142.0
Insert,ArrowPS_WSL,37489945.4317,2396066.00386,37489945.4317,2396066.00386,37489946.3599,2396066.02328,2142.0
Line,PS_WSL,37489936.116,2396065.809,37489871.03,2396066.216,37489903.573,2396066.0125,2143.0
Insert,ArrowPS_WSL,37489902.897,2396066.01673,37489902.897,2396066.01673,37489903.8254,2396066.01092,2143.0
Line,PS_WSL,37489913.116,2396057.726,37489911.449,2396061.147,37489912.2825,2396059.4365,
Line,PS_WSL,37489740.701,2396145.247,37489752.24,2396173.965,37489746.4705,2396159.606,2144.0
Insert,ArrowPS_WSL,37489746.7225,2396160.23324,37489746.7225,2396160.23324,37489746.3764,2396159.37176,2144.0
Line,PS_WSL,37489752.24,2396173.965,37489763.768,2396202.783,37489758.004,2396188.374,2145.0
Insert,ArrowPS_WSL,37489758.2551,2396189.00163,37489758.2551,2396189.00163,37489757.9102,2396188.13962,2145.0
Line,PS_WSL,37489763.768,2396202.783,37489775.4,2396231.311,37489769.584,2396217.047,2146.0
Insert,ArrowPS_WSL,37489769.8392,2396217.67295,37489769.8392,2396217.67295,37489769.4887,2396216.81325,2146.0
Line,PS_WSL,37492046.203,2395439.508,37492044.608,2395427.671,37492045.4055,2395433.5895,2147.0
Insert,ArrowPS_WSL,37492045.3152,2395432.91957,37492045.3152,2395432.91957,37492045.4392,2395433.83968,2147.0
Line,PS_WSL,37490512.669,2395656.54,37490483.433,2395657.581,37490498.051,2395657.0605,2148.0
Insert,ArrowPS_WSL,37490497.3754,2395657.08455,37490497.3754,2395657.08455,37490498.3033,2395657.05152,2148.0
Line,PS_WSL,37490483.433,2395657.581,37490453.677,2395658.428,37490468.555,2395658.0045,2149.0
Insert,ArrowPS_WSL,37490467.8793,2395658.02373,37490467.8793,2395658.02373,37490468.8073,2395657.99732,2149.0
Line,PS_WSL,37490423.169,2395666.324,37490423.146,2395659.329,37490423.1575,2395662.8265,2150.0
Insert,ArrowPS_WSL,37490423.1553,2395662.15052,37490423.1553,2395662.15052,37490423.1583,2395663.07894,2150.0
Line,PS_WSL,37490422.821,2395646.415,37490423.146,2395659.329,37490422.9835,2395652.872,2151.0
Insert,ArrowPS_WSL,37490423.0005,2395653.54777,37490423.0005,2395653.54777,37490422.9771,2395652.61964,2151.0
Line,PS_WSL,37490453.677,2395658.428,37490423.146,2395659.329,37490438.4115,2395658.8785,2152.0
Insert,ArrowPS_WSL,37490437.7358,2395658.89844,37490437.7358,2395658.89844,37490438.6638,2395658.87105,2152.0
Line,PS_WSL,37490012.199,2395773.915,37490013.335,2395772.721,37490012.767,2395773.318,
Line,PS_WSL,37491942.328,2395135.895,37491944.476,2395141.202,37491943.402,2395138.5485,2153.0
Insert,ArrowPS_WSL,37491943.6556,2395139.1751,37491943.6556,2395139.1751,37491943.3073,2395138.3145,2153.0
Line,PS_WSL,37491956.398,2395170.088,37491944.476,2395141.202,37491950.437,2395155.645,2154.0
Insert,ArrowPS_WSL,37491950.1791,2395155.02014,37491950.1791,2395155.02014,37491950.5333,2395155.87834,2154.0
Line,PS_WSL,37491944.476,2395141.202,37491917.946,2395153.695,37491931.211,2395147.4485,2155.0
Insert,ArrowPS_WSL,37491930.5994,2395147.73649,37491930.5994,2395147.73649,37491931.4394,2395147.34095,2155.0
Line,PS_WSL,37491917.946,2395153.695,37491890.059,2395166.385,37491904.0025,2395160.04,2156.0
Insert,ArrowPS_WSL,37491903.3872,2395160.31998,37491903.3872,2395160.31998,37491904.2323,2395159.93544,2156.0
Line,PS_WSL,37491886.85,2395157.829,37491890.059,2395166.385,37491888.4545,2395162.107,2157.0
Insert,ArrowPS_WSL,37491888.6919,2395162.73993,37491888.6919,2395162.73993,37491888.3659,2395161.87064,2157.0
Line,PS_WSL,37491903.753,2395196.045,37491890.059,2395166.385,37491896.906,2395181.215,2158.0
Insert,ArrowPS_WSL,37491896.6226,2395180.60127,37491896.6226,2395180.60127,37491897.0118,2395181.44419,2158.0
Line,PS_WSL,37491890.059,2395166.385,37491862.469,2395178.925,37491876.264,2395172.655,2159.0
Insert,ArrowPS_WSL,37491875.6486,2395172.93471,37491875.6486,2395172.93471,37491876.4938,2395172.55055,2159.0
Line,PS_WSL,37491857.76,2395167.997,37491862.469,2395178.925,37491860.1145,2395173.461,2160.0
Insert,ArrowPS_WSL,37491860.382,2395174.0818,37491860.382,2395174.0818,37491860.0146,2395173.22917,2160.0
Line,PS_WSL,37489949.925,2395915.967,37489910.661,2395916.362,37489930.293,2395916.1645,2161.0
Insert,ArrowPS_WSL,37489929.6171,2395916.1713,37489929.6171,2395916.1713,37489930.5454,2395916.16196,2161.0
Line,PS_WSL,37489910.661,2395916.362,37489873.953,2395916.527,37489892.307,2395916.4445,2162.0
Insert,ArrowPS_WSL,37489891.631,2395916.44754,37489891.631,2395916.44754,37489892.5594,2395916.44337,2162.0
Line,PS_WSL,37489942.258,2395908.578,37489878.272,2395908.871,37489910.265,2395908.7245,2163.0
Insert,ArrowPS_WSL,37489909.589,2395908.7276,37489909.589,2395908.7276,37489910.5174,2395908.72334,2163.0
Line,PS_WSL,37489878.162,2395906.132,37489878.272,2395908.871,37489878.217,2395907.5015,
Line,PS_WSL,37489878.272,2395908.871,37489854.515,2395908.548,37489866.3935,2395908.7095,2164.0
Insert,ArrowPS_WSL,37489865.7176,2395908.70031,37489865.7176,2395908.70031,37489866.6459,2395908.71293,2164.0
Line,PS_WSL,37489873.953,2395916.527,37489877.315,2395911.177,37489875.634,2395913.852,2165.0
Insert,ArrowPS_WSL,37489875.9937,2395913.27965,37489875.9937,2395913.27965,37489875.4997,2395914.06574,2165.0
Line,PS_WSL,37489854.515,2395908.548,37489823.736,2395908.925,37489839.1255,2395908.7365,2166.0
Insert,ArrowPS_WSL,37489838.4496,2395908.74478,37489838.4496,2395908.74478,37489839.3779,2395908.73341,2166.0
Line,PS_WSL,37489825.211,2395929.835,37489823.736,2395908.925,37489824.4735,2395919.38,2167.0
Insert,ArrowPS_WSL,37489824.4259,2395918.70569,37489824.4259,2395918.70569,37489824.4913,2395919.63181,2167.0
Line,PS_WSL,37489823.736,2395908.925,37489805.551,2395885.016,37489814.6435,2395896.9705,2168.0
Insert,ArrowPS_WSL,37489814.2343,2395896.43246,37489814.2343,2395896.43246,37489814.7963,2395897.17142,2168.0
Line,PS_WSL,37489805.551,2395885.016,37489788.12,2395860.89,37489796.8355,2395872.953,2169.0
Insert,ArrowPS_WSL,37489796.4396,2395872.40507,37489796.4396,2395872.40507,37489796.9833,2395873.15762,2169.0
Line,PS_WSL,37489788.12,2395860.89,37489770.791,2395837.6,37489779.4555,2395849.245,2170.0
Insert,ArrowPS_WSL,37489779.052,2395848.70267,37489779.052,2395848.70267,37489779.6062,2395849.44753,2170.0
Line,PS_WSL,37489770.791,2395837.6,37489754.849,2395818.426,37489762.82,2395828.013,2171.0
Insert,ArrowPS_WSL,37489762.3878,2395827.49321,37489762.3878,2395827.49321,37489762.9814,2395828.20711,2171.0
Line,PS_WSL,37489754.849,2395818.426,37489737.517,2395796.099,37489746.183,2395807.2625,2172.0
Insert,ArrowPS_WSL,37489745.7685,2395806.72852,37489745.7685,2395806.72852,37489746.3378,2395807.46191,2172.0
Line,PS_WSL,37489831.427,2395963.297,37489826.068,2395962.993,37489828.7475,2395963.145,2173.0
Insert,ArrowPS_WSL,37489828.0726,2395963.10672,37489828.0726,2395963.10672,37489828.9995,2395963.1593,2173.0
Line,PS_WSL,37489833.765,2395962.957,37489831.427,2395963.297,37489832.596,2395963.127,
Line,PS_WSL,37491855.577,2395368.387,37491825.031,2395368.359,37491840.304,2395368.373,2174.0
Insert,ArrowPS_WSL,37491839.628,2395368.37238,37491839.628,2395368.37238,37491840.5564,2395368.37323,2174.0
Line,PS_WSL,37491856.339,2395375.588,37491855.577,2395368.387,37491855.958,2395371.9875,2175.0
Insert,ArrowPS_WSL,37491855.8869,2395371.31527,37491855.8869,2395371.31527,37491855.9846,2395372.23854,2175.0
Line,PS_WSL,37491855.558,2395362.25,37491855.577,2395368.387,37491855.5675,2395365.3185,2176.0
Insert,ArrowPS_WSL,37491855.5696,2395365.99448,37491855.5696,2395365.99448,37491855.5667,2395365.06606,2176.0
Line,PS_WSL,37491885.384,2395368.171,37491855.577,2395368.387,37491870.4805,2395368.279,2177.0
Insert,ArrowPS_WSL,37491869.8045,2395368.2839,37491869.8045,2395368.2839,37491870.7329,2395368.27717,2177.0
Line,PS_WSL,37491924.283,2395367.559,37491885.384,2395368.171,37491904.8335,2395367.865,2178.0
Insert,ArrowPS_WSL,37491904.1576,2395367.87563,37491904.1576,2395367.87563,37491905.0859,2395367.86103,2178.0
Line,PS_WSL,37491889.775,2395362.506,37491885.384,2395368.171,37491887.5795,2395365.3385,2179.0
Insert,ArrowPS_WSL,37491887.1654,2395365.87278,37491887.1654,2395365.87278,37491887.7341,2395365.13898,2179.0
Line,PS_WSL,37491924.58,2395360.901,37491924.283,2395367.559,37491924.4315,2395364.23,2180.0
Insert,ArrowPS_WSL,37491924.4014,2395364.90531,37491924.4014,2395364.90531,37491924.4427,2395363.97781,2180.0
Line,PS_WSL,37491938.071,2395374.979,37491924.283,2395367.559,37491931.177,2395371.269,2181.0
Insert,ArrowPS_WSL,37491930.5817,2395370.94866,37491930.5817,2395370.94866,37491931.3993,2395371.38863,2181.0
Line,PS_WSL,37491964.16,2395390.066,37491938.071,2395374.979,37491951.1155,2395382.5225,2182.0
Insert,ArrowPS_WSL,37491950.5303,2395382.1841,37491950.5303,2395382.1841,37491951.334,2395382.64887,2182.0
Line,PS_WSL,37491937.792,2395365.327,37491938.071,2395374.979,37491937.9315,2395370.153,2183.0
Insert,ArrowPS_WSL,37491937.951,2395370.8287,37491937.951,2395370.8287,37491937.9242,2395369.90067,2183.0
Line,PS_WSL,37491990.424,2395404.335,37491964.16,2395390.066,37491977.292,2395397.2005,2184.0
Insert,ArrowPS_WSL,37491976.698,2395396.87779,37491976.698,2395396.87779,37491977.5138,2395397.32101,2184.0
Line,PS_WSL,37491991.37,2395402.092,37491990.424,2395404.335,37491990.897,2395403.2135,
Line,PS_WSL,37492030.721,2395426.309,37491990.424,2395404.335,37492010.5725,2395415.322,2185.0
Insert,ArrowPS_WSL,37492009.979,2395414.99837,37492009.979,2395414.99837,37492010.7941,2395415.44285,2185.0
Line,PS_WSL,37491984.364,2395416.096,37491990.424,2395404.335,37491987.394,2395410.2155,2186.0
Insert,ArrowPS_WSL,37491987.7036,2395409.61459,37491987.7036,2395409.61459,37491987.2784,2395410.4399,2186.0
Line,PS_WSL,37492044.608,2395427.671,37492030.721,2395426.309,37492037.6645,2395426.99,2187.0
Insert,ArrowPS_WSL,37492036.9917,2395426.92402,37492036.9917,2395426.92402,37492037.9157,2395427.01464,2187.0
Line,PS_WSL,37491695.877,2395268.936,37491667.602,2395276.042,37491681.7395,2395272.489,2188.0
Insert,ArrowPS_WSL,37491681.0839,2395272.65376,37491681.0839,2395272.65376,37491681.9843,2395272.42747,2188.0
Line,PS_WSL,37491719.837,2395377.89,37491721.422,2395372.946,37491720.6295,2395375.418,2189.0
Insert,ArrowPS_WSL,37491720.8359,2395374.77429,37491720.8359,2395374.77429,37491720.5524,2395375.65839,2189.0
Line,PS_WSL,37491755.761,2395368.203,37491721.422,2395372.946,37491738.5915,2395370.5745,2190.0
Insert,ArrowPS_WSL,37491737.9219,2395370.66699,37491737.9219,2395370.66699,37491738.8416,2395370.53996,2190.0
Line,PS_WSL,37491721.422,2395372.946,37491683.168,2395373.328,37491702.295,2395373.137,2191.0
Insert,ArrowPS_WSL,37491701.6191,2395373.14375,37491701.6191,2395373.14375,37491702.5474,2395373.13448,2191.0
Line,PS_WSL,37491755.779,2395377.215,37491755.761,2395368.203,37491755.77,2395372.709,2192.0
Insert,ArrowPS_WSL,37491755.7686,2395372.03302,37491755.7686,2395372.03302,37491755.7705,2395372.96144,2192.0
Line,PS_WSL,37491755.404,2395362.356,37491755.761,2395368.203,37491755.5825,2395365.2795,2193.0
Insert,ArrowPS_WSL,37491755.6237,2395365.95423,37491755.6237,2395365.95423,37491755.5671,2395365.02753,2193.0
Line,PS_WSL,37491795.532,2395368.283,37491755.761,2395368.203,37491775.6465,2395368.243,2194.0
Insert,ArrowPS_WSL,37491774.9705,2395368.24164,37491774.9705,2395368.24164,37491775.8989,2395368.24351,2194.0
Line,PS_WSL,37491778.622,2395358.407,37491775.606,2395372.642,37491777.114,2395365.5245,2195.0
Insert,ArrowPS_WSL,37491776.9739,2395366.1858,37491776.9739,2395366.1858,37491777.1663,2395365.27754,2195.0
Line,PS_WSL,37491775.606,2395372.642,37491774.824,2395373.554,37491775.215,2395373.098,
Line,PS_WSL,37489484.264,2395748.908,37489482.732,2395748.182,37489483.498,2395748.545,
Line,PS_WSL,37489488.833,2395718.354,37489483.766,2395716.861,37489486.2995,2395717.6075,2196.0
Insert,ArrowPS_WSL,37489485.6511,2395717.41644,37489485.6511,2395717.41644,37489486.5416,2395717.67885,2196.0
Line,PS_WSL,37490795.182,2395105.277,37490771.694,2395064.555,37490783.438,2395084.916,2197.0
Insert,ArrowPS_WSL,37490783.1003,2395084.33044,37490783.1003,2395084.33044,37490783.5641,2395085.13467,2197.0
Line,PS_WSL,37490773.694,2395067.498,37490771.694,2395064.555,37490772.694,2395066.0265,
Line,PS_WSL,37490771.694,2395064.555,37490753.643,2395034.266,37490762.6685,2395049.4105,2198.0
Insert,ArrowPS_WSL,37490762.3224,2395048.82982,37490762.3224,2395048.82982,37490762.7977,2395049.62735,2198.0
Line,PS_WSL,37490749.326,2395039.975,37490753.643,2395034.266,37490751.4845,2395037.1205,2199.0
Insert,ArrowPS_WSL,37490751.8922,2395036.58132,37490751.8922,2395036.58132,37490751.3322,2395037.32185,2199.0
Line,PS_WSL,37490747.842,2395036.018,37490753.643,2395034.266,37490750.7425,2395035.142,2200.0
Insert,ArrowPS_WSL,37490751.3896,2395034.94656,37490751.3896,2395034.94656,37490750.5008,2395035.21498,2200.0
Line,PS_WSL,37490753.643,2395034.266,37490736.331,2395008.262,37490744.987,2395021.264,2201.0
Insert,ArrowPS_WSL,37490744.6124,2395020.70131,37490744.6124,2395020.70131,37490745.1269,2395021.47413,2201.0
Line,PS_WSL,37490736.331,2395008.262,37490718.338,2394975.1,37490727.3345,2394991.681,2202.0
Insert,ArrowPS_WSL,37490727.0121,2394991.08684,37490727.0121,2394991.08684,37490727.4549,2394991.90288,2202.0
Line,PS_WSL,37490760.684,2395030.052,37490753.643,2395034.266,37490757.1635,2395032.159,2203.0
Insert,ArrowPS_WSL,37490756.5835,2395032.50615,37490756.5835,2395032.50615,37490757.3801,2395032.02936,2203.0
Line,PS_WSL,37490743.493,2394992.172,37490739.483,2394998.547,37490741.488,2394995.3595,2204.0
Insert,ArrowPS_WSL,37490741.1281,2394995.9317,37490741.1281,2394995.9317,37490741.6224,2394995.14582,2204.0
Line,PS_WSL,37490857.031,2395156.957,37490832.804,2395167.04,37490844.9175,2395161.9985,2205.0
Insert,ArrowPS_WSL,37490844.2934,2395162.25824,37490844.2934,2395162.25824,37490845.1506,2395161.9015,2205.0
Line,PS_WSL,37490901.361,2395114.821,37490909.346,2395119.563,37490905.3535,2395117.192,2206.0
Insert,ArrowPS_WSL,37490905.9347,2395117.53716,37490905.9347,2395117.53716,37490905.1365,2395117.0631,2206.0
Line,PS_WSL,37491217.274,2395598.032,37491217.205,2395568.089,37491217.2395,2395583.0605,2207.0
Insert,ArrowPS_WSL,37491217.2379,2395582.38452,37491217.2379,2395582.38452,37491217.2401,2395583.31294,2207.0
Line,PS_WSL,37491225.394,2395727.854,37491220.268,2395713.0,37491222.831,2395720.427,2208.0
Insert,ArrowPS_WSL,37491222.6105,2395719.788,37491222.6105,2395719.788,37491222.9133,2395720.66563,2208.0
Line,PS_WSL,37491227.175,2395712.301,37491220.268,2395713.0,37491223.7215,2395712.6505,2209.0
Insert,ArrowPS_WSL,37491223.049,2395712.71856,37491223.049,2395712.71856,37491223.9727,2395712.62508,2209.0
Line,PS_WSL,37491220.268,2395713.0,37491219.929,2395710.739,37491220.0985,2395711.8695,
Line,PS_WSL,37492044.763,2395421.02,37492044.608,2395427.671,37492044.6855,2395424.3455,2210.0
Insert,ArrowPS_WSL,37492044.6698,2395425.0213,37492044.6698,2395425.0213,37492044.6914,2395424.09313,2210.0
Line,PS_WSL,37489899.219,2395717.035,37489871.223,2395730.839,37489885.221,2395723.937,2211.0
Insert,ArrowPS_WSL,37489884.6147,2395724.23594,37489884.6147,2395724.23594,37489885.4474,2395723.82536,2211.0
Line,PS_WSL,37489871.223,2395730.839,37489843.028,2395744.718,37489857.1255,2395737.7785,2212.0
Insert,ArrowPS_WSL,37489856.519,2395738.07704,37489856.519,2395738.07704,37489857.352,2395737.66701,2212.0
Line,PS_WSL,37489867.986,2395721.765,37489871.223,2395730.839,37489869.6045,2395726.302,2213.0
Insert,ArrowPS_WSL,37489869.8316,2395726.93868,37489869.8316,2395726.93868,37489869.5197,2395726.06424,2213.0
Line,PS_WSL,37492339.198,2395367.494,37492302.085,2395367.911,37492320.6415,2395367.7025,2214.0
Insert,ArrowPS_WSL,37492319.9656,2395367.71009,37492319.9656,2395367.71009,37492320.8939,2395367.69966,2214.0
Line,PS_WSL,37492297.882,2395361.358,37492302.085,2395367.911,37492299.9835,2395364.6345,2215.0
Insert,ArrowPS_WSL,37492300.3485,2395365.2035,37492300.3485,2395365.2035,37492299.8472,2395364.42201,2215.0
Line,PS_WSL,37492366.222,2395367.61,37492339.198,2395367.494,37492352.71,2395367.552,2216.0
Insert,ArrowPS_WSL,37492352.034,2395367.5491,37492352.034,2395367.5491,37492352.9624,2395367.55308,2216.0
Line,PS_WSL,37492337.922,2395362.187,37492339.198,2395367.494,37492338.56,2395364.8405,2217.0
Insert,ArrowPS_WSL,37492338.718,2395365.49775,37492338.718,2395365.49775,37492338.501,2395364.59506,2217.0
Line,PS_WSL,37492341.312,2395360.599,37492339.198,2395367.494,37492340.255,2395364.0465,2218.0
Insert,ArrowPS_WSL,37492340.0568,2395364.69279,37492340.0568,2395364.69279,37492340.329,2395363.80515,2218.0
Line,PS_WSL,37491533.663,2394754.999,37491528.995,2394744.248,37491531.329,2394749.6235,2219.0
Insert,ArrowPS_WSL,37491531.0598,2394749.00344,37491531.0598,2394749.00344,37491531.4295,2394749.85505,2219.0
Line,PS_WSL,37491497.419,2394741.981,37491464.129,2394742.375,37491480.774,2394742.178,2220.0
Insert,ArrowPS_WSL,37491480.0981,2394742.186,37491480.0981,2394742.186,37491481.0264,2394742.17501,2220.0
Line,PS_WSL,37491526.633,2394741.834,37491497.419,2394741.981,37491512.026,2394741.9075,2221.0
Insert,ArrowPS_WSL,37491511.35,2394741.9109,37491511.35,2394741.9109,37491512.2784,2394741.90623,2221.0
Line,PS_WSL,37491890.092,2394720.786,37491884.309,2394722.304,37491887.2005,2394721.545,2222.0
Insert,ArrowPS_WSL,37491886.5467,2394721.71663,37491886.5467,2394721.71663,37491887.4447,2394721.48091,2222.0
Line,PS_WSL,37492677.571,2394704.998,37492678.774,2394720.225,37492678.1725,2394712.6115,2223.0
Insert,ArrowPS_WSL,37492678.2257,2394713.28538,37492678.2257,2394713.28538,37492678.1526,2394712.35985,2223.0
Line,PS_WSL,37492679.914,2394705.991,37492678.774,2394720.225,37492679.344,2394713.108,2224.0
Insert,ArrowPS_WSL,37492679.29,2394713.78183,37492679.29,2394713.78183,37492679.3642,2394712.85637,2224.0
Line,PS_WSL,37492681.154,2394705.985,37492678.774,2394720.225,37492679.964,2394713.105,2225.0
Insert,ArrowPS_WSL,37492679.8526,2394713.77174,37492679.8526,2394713.77174,37492680.0056,2394712.85602,2225.0
Line,PS_WSL,37493048.404,2394753.425,37493048.157,2394744.242,37493048.2805,2394748.8335,2226.0
Insert,ArrowPS_WSL,37493048.2623,2394748.15776,37493048.2623,2394748.15776,37493048.2873,2394749.08585,2226.0
Line,PS_WSL,37493077.929,2394744.098,37493048.157,2394744.242,37493063.043,2394744.17,2227.0
Insert,ArrowPS_WSL,37493062.367,2394744.17327,37493062.367,2394744.17327,37493063.2954,2394744.16878,2227.0
Line,PS_WSL,37493048.157,2394744.242,37493018.135,2394744.2,37493033.146,2394744.221,2228.0
Insert,ArrowPS_WSL,37493032.47,2394744.22005,37493032.47,2394744.22005,37493033.3984,2394744.22135,2228.0
Line,PS_WSL,37493018.135,2394744.2,37492988.068,2394744.277,37493003.1015,2394744.2385,2229.0
Insert,ArrowPS_WSL,37493002.4255,2394744.24023,37493002.4255,2394744.24023,37493003.3539,2394744.23785,2229.0
Line,PS_WSL,37492988.068,2394744.277,37492958.061,2394744.17,37492973.0645,2394744.2235,2230.0
Insert,ArrowPS_WSL,37492972.3885,2394744.22109,37492972.3885,2394744.22109,37492973.3169,2394744.2244,2230.0
Line,PS_WSL,37492958.061,2394744.17,37492928.186,2394744.149,37492943.1235,2394744.1595,2231.0
Insert,ArrowPS_WSL,37492942.4475,2394744.15902,37492942.4475,2394744.15902,37492943.3759,2394744.15968,2231.0
Line,PS_WSL,37492928.186,2394744.149,37492898.069,2394744.255,37492913.1275,2394744.202,2232.0
Insert,ArrowPS_WSL,37492912.4515,2394744.20438,37492912.4515,2394744.20438,37492913.3799,2394744.20111,2232.0
Line,PS_WSL,37492898.069,2394744.255,37492868.05,2394744.246,37492883.0595,2394744.2505,2233.0
Insert,ArrowPS_WSL,37492882.3835,2394744.2503,37492882.3835,2394744.2503,37492883.3119,2394744.25058,2233.0
Line,PS_WSL,37492868.05,2394744.246,37492838.082,2394744.203,37492853.066,2394744.2245,2234.0
Insert,ArrowPS_WSL,37492852.39,2394744.22353,37492852.39,2394744.22353,37492853.3184,2394744.22486,2234.0
Line,PS_WSL,37492838.082,2394744.203,37492808.135,2394744.241,37492823.1085,2394744.222,2235.0
Insert,ArrowPS_WSL,37492822.4325,2394744.22286,37492822.4325,2394744.22286,37492823.3609,2394744.22168,2235.0
Line,PS_WSL,37492808.135,2394744.241,37492778.168,2394744.114,37492793.1515,2394744.1775,2236.0
Insert,ArrowPS_WSL,37492792.4755,2394744.17464,37492792.4755,2394744.17464,37492793.4039,2394744.17857,2236.0
Line,PS_WSL,37492778.168,2394744.114,37492748.189,2394744.104,37492763.1785,2394744.109,2237.0
Insert,ArrowPS_WSL,37492762.5025,2394744.10877,37492762.5025,2394744.10877,37492763.4309,2394744.10908,2237.0
Line,PS_WSL,37492748.189,2394744.104,37492718.161,2394744.078,37492733.175,2394744.091,2238.0
Insert,ArrowPS_WSL,37492732.499,2394744.09041,37492732.499,2394744.09041,37492733.4274,2394744.09122,2238.0
Line,PS_WSL,37492718.161,2394744.078,37492693.141,2394744.165,37492705.651,2394744.1215,2239.0
Insert,ArrowPS_WSL,37492704.975,2394744.12385,37492704.975,2394744.12385,37492705.9034,2394744.12062,2239.0
Line,PS_WSL,37492693.141,2394744.165,37492663.363,2394744.278,37492678.252,2394744.2215,2240.0
Insert,ArrowPS_WSL,37492677.576,2394744.22407,37492677.576,2394744.22407,37492678.5044,2394744.22054,2240.0
Line,PS_WSL,37492270.728,2394742.637,37492245.125,2394742.34,37492257.9265,2394742.4885,2241.0
Insert,ArrowPS_WSL,37492257.2506,2394742.48066,37492257.2506,2394742.48066,37492258.1789,2394742.49143,2241.0
Line,PS_WSL,37492245.125,2394742.34,37492213.237,2394742.069,37492229.181,2394742.2045,2242.0
Insert,ArrowPS_WSL,37492228.505,2394742.19876,37492228.505,2394742.19876,37492229.4334,2394742.20665,2242.0
Line,PS_WSL,37492213.237,2394742.069,37492198.178,2394741.932,37492205.7075,2394742.0005,2243.0
Insert,ArrowPS_WSL,37492205.0315,2394741.99435,37492205.0315,2394741.99435,37492205.9599,2394742.0028,2243.0
Line,PS_WSL,37492198.178,2394741.932,37492198.013,2394681.192,37492198.0955,2394711.562,2244.0
Insert,ArrowPS_WSL,37492198.0937,2394710.88602,37492198.0937,2394710.88602,37492198.0962,2394711.81444,2244.0
Line,PS_WSL,37492178.024,2394740.995,37492198.178,2394741.932,37492188.101,2394741.4635,2245.0
