Entity,Layer,XS,YS,XE,YE,XM,YM,ID
Line,PS_HSL,37488943.996,2399962.048,37488944.074,2399963.286,37488944.035,2399962.667,
Line,PS_HSL,37488911.822,2399962.672,37488911.804,2399964.493,37488911.813,2399963.5825,
Line,PS_HSL,37488886.665,2399958.046,37488885.79,2399960.064,37488886.2275,2399959.055,
Line,PS_HSL,37488863.048,2399947.621,37488862.019,2399949.17,37488862.5335,2399948.3955,
Line,PS_HSL,37489457.707,2396483.692,37489467.199,2396498.514,37489462.453,2396491.103,90.0
Insert,ArrowPS_HSL,37489462.0884,2396490.53374,37489462.0884,2396490.53374,37489462.5891,2396491.31558,90.0
Line,PS_HSL,37489620.98,2396455.083,37489621.125,2396459.156,37489621.0525,2396457.1195,
Line,PS_HSL,37489621.125,2396459.156,37489624.103,2396484.473,37489622.614,2396471.8145,91.0
Insert,ArrowPS_HSL,37489622.693,2396472.48585,37489622.693,2396472.48585,37489622.5845,2396471.56379,91.0
Line,PS_HSL,37489426.259,2398230.659,37489403.763,2398230.937,37489415.011,2398230.798,92.0
Insert,ArrowPS_HSL,37489414.3351,2398230.80635,37489414.3351,2398230.80635,37489415.2634,2398230.79488,92.0
Line,PS_HSL,37489448.244,2396254.444,37489405.16,2396252.514,37489426.702,2396253.479,93.0
Insert,ArrowPS_HSL,37489426.0267,2396253.44875,37489426.0267,2396253.44875,37489426.9542,2396253.4903,93.0
Line,PS_HSL,37489983.982,2398188.635,37489983.795,2398192.914,37489983.8885,2398190.7745,
Line,PS_HSL,37489983.795,2398192.914,37489983.904,2398195.091,37489983.8495,2398194.0025,
Line,PS_HSL,37489483.67,2396458.238,37489478.728,2396478.305,37489481.199,2396468.2715,94.0
Insert,ArrowPS_HSL,37489481.0374,2396468.92787,37489481.0374,2396468.92787,37489481.2594,2396468.02639,94.0
Line,PS_HSL,37488953.755,2397146.351,37488953.724,2397136.105,37488953.7395,2397141.228,95.0
Insert,ArrowPS_HSL,37488953.7375,2397140.55202,37488953.7375,2397140.55202,37488953.7403,2397141.48044,95.0
Line,PS_HSL,37488950.611,2397136.15,37488953.724,2397136.105,37488952.1675,2397136.1275,
Line,PS_HSL,37488953.724,2397136.105,37488953.844,2397116.529,37488953.784,2397126.317,96.0
Insert,ArrowPS_HSL,37488953.7881,2397125.64103,37488953.7881,2397125.64103,37488953.7825,2397126.56943,96.0
Line,PS_HSL,37488950.501,2397116.535,37488953.844,2397116.529,37488952.1725,2397116.532,
Line,PS_HSL,37488961.049,2397116.229,37488956.036,2397116.415,37488958.5425,2397116.322,97.0
Insert,ArrowPS_HSL,37488957.867,2397116.34706,37488957.867,2397116.34706,37488958.7948,2397116.31264,97.0
Line,PS_HSL,37488956.036,2397116.415,37488953.844,2397116.529,37488954.94,2397116.472,
Line,PS_HSL,37488953.844,2397116.529,37488953.786,2397106.492,37488953.815,2397111.5105,98.0
Insert,ArrowPS_HSL,37488953.8111,2397110.83453,37488953.8111,2397110.83453,37488953.8165,2397111.76293,98.0
Line,PS_HSL,37488951.414,2397109.728,37488953.786,2397106.492,37488952.6,2397108.11,
Line,PS_HSL,37488948.959,2397106.682,37488953.786,2397106.492,37488951.3725,2397106.587,
Line,PS_HSL,37488953.786,2397106.492,37488953.74,2397088.416,37488953.763,2397097.454,99.0
Insert,ArrowPS_HSL,37488953.7613,2397096.77802,37488953.7613,2397096.77802,37488953.7636,2397097.70644,99.0
Line,PS_HSL,37488961.094,2397087.742,37488956.041,2397088.009,37488958.5675,2397087.8755,100.0
Insert,ArrowPS_HSL,37488957.8925,2397087.91117,37488957.8925,2397087.91117,37488958.8196,2397087.86218,100.0
Line,PS_HSL,37488952.871,2397089.404,37488953.74,2397088.416,37488953.3055,2397088.91,
Line,PS_HSL,37488956.041,2397088.009,37488953.74,2397088.416,37488954.8905,2397088.2125,
Line,PS_HSL,37489497.61,2398213.412,37489504.43,2398213.363,37489501.02,2398213.3875,101.0
Insert,ArrowPS_HSL,37489501.696,2398213.38264,37489501.696,2398213.38264,37489500.7676,2398213.38931,101.0
Line,PS_HSL,37489529.604,2398210.373,37489529.007,2398213.338,37489529.3055,2398211.8555,
Line,PS_HSL,37489504.43,2398213.363,37489529.007,2398213.338,37489516.7185,2398213.3505,102.0
Insert,ArrowPS_HSL,37489517.3945,2398213.34981,37489517.3945,2398213.34981,37489516.4661,2398213.35076,102.0
Line,PS_HSL,37489559.549,2398210.414,37489559.531,2398213.174,37489559.54,2398211.794,
Line,PS_HSL,37489559.323,2398218.041,37489559.531,2398213.174,37489559.427,2398215.6075,
Line,PS_HSL,37489560.664,2398218.071,37489559.323,2398218.041,37489559.9935,2398218.056,
Line,PS_HSL,37489559.531,2398213.174,37489574.287,2398213.074,37489566.909,2398213.124,103.0
Insert,ArrowPS_HSL,37489567.585,2398213.11942,37489567.585,2398213.11942,37489566.6566,2398213.12571,103.0
Line,PS_HSL,37489957.311,2398193.904,37489957.341,2398195.751,37489957.326,2398194.8275,
Line,PS_HSL,37489934.126,2398193.928,37489932.985,2398195.791,37489933.5555,2398194.8595,
Line,PS_HSL,37489932.985,2398195.791,37489957.341,2398195.751,37489945.163,2398195.771,104.0
Insert,ArrowPS_HSL,37489945.839,2398195.76989,37489945.839,2398195.76989,37489944.9106,2398195.77141,104.0
Line,PS_HSL,37489932.985,2398195.791,37489925.943,2398195.617,37489929.464,2398195.704,105.0
Insert,ArrowPS_HSL,37489930.1398,2398195.7207,37489930.1398,2398195.7207,37489929.2116,2398195.69776,105.0
Line,PS_HSL,37489925.943,2398195.617,37489882.387,2398195.751,37489904.165,2398195.684,106.0
Insert,ArrowPS_HSL,37489904.841,2398195.68192,37489904.841,2398195.68192,37489903.9126,2398195.68478,106.0
Line,PS_HSL,37489868.295,2398193.983,37489868.43,2398195.651,37489868.3625,2398194.817,
Line,PS_HSL,37489868.43,2398195.651,37489882.387,2398195.751,37489875.4085,2398195.701,107.0
Insert,ArrowPS_HSL,37489876.0845,2398195.70584,37489876.0845,2398195.70584,37489875.1561,2398195.69919,107.0
Line,PS_HSL,37489868.43,2398195.651,37489869.04,2398210.479,37489868.735,2398203.065,108.0
Insert,ArrowPS_HSL,37489868.7072,2398202.38959,37489868.7072,2398202.38959,37489868.7454,2398203.31722,108.0
Line,PS_HSL,37489679.635,2399240.9,37489701.791,2399241.931,37489690.713,2399241.4155,109.0
Insert,ArrowPS_HSL,37489691.3883,2399241.44692,37489691.3883,2399241.44692,37489690.4608,2399241.40377,109.0
Line,PS_HSL,37489701.036,2399239.739,37489701.791,2399241.931,37489701.4135,2399240.835,
Line,PS_HSL,37489701.629,2399243.73,37489701.791,2399241.931,37489701.71,2399242.8305,
Line,PS_HSL,37489701.791,2399241.931,37489732.639,2399247.444,37489717.215,2399244.6875,110.0
Insert,ArrowPS_HSL,37489717.8804,2399244.80642,37489717.8804,2399244.80642,37489716.9665,2399244.64309,110.0
Line,PS_HSL,37489730.905,2399249.476,37489732.639,2399247.444,37489731.772,2399248.46,
Line,PS_HSL,37489731.787,2399245.642,37489732.639,2399247.444,37489732.213,2399246.543,
Line,PS_HSL,37489700.967,2396680.99,37489711.005,2396681.174,37489705.986,2396681.082,111.0
Insert,ArrowPS_HSL,37489705.3101,2396681.06961,37489705.3101,2396681.06961,37489706.2384,2396681.08663,111.0
Line,PS_HSL,37489700.967,2396680.99,37489699.071,2396680.982,37489700.019,2396680.986,
Line,PS_HSL,37489696.083,2396642.877,37489698.387,2396642.781,37489697.235,2396642.829,
Line,PS_HSL,37489699.096,2396642.648,37489698.387,2396642.781,37489698.7415,2396642.7145,
Line,PS_HSL,37489687.889,2396606.65,37489689.308,2396606.367,37489688.5985,2396606.5085,
Line,PS_HSL,37489679.464,2396590.038,37489680.715,2396589.656,37489680.0895,2396589.847,
Line,PS_HSL,37489680.715,2396589.656,37489683.446,2396588.403,37489682.0805,2396589.0295,
Line,PS_HSL,37489620.871,2398662.182,37489624.768,2398667.3,37489622.8195,2398664.741,112.0
Insert,ArrowPS_HSL,37489623.229,2398665.27882,37489623.229,2398665.27882,37489622.6666,2398664.54016,112.0
Line,PS_HSL,37488734.436,2400084.956,37488751.715,2400051.539,37488743.0755,2400068.2475,113.0
Insert,ArrowPS_HSL,37488743.386,2400067.64704,37488743.386,2400067.64704,37488742.9596,2400068.47173,113.0
Line,PS_HSL,37488719.552,2400138.109,37488734.436,2400084.956,37488726.994,2400111.5325,114.0
Insert,ArrowPS_HSL,37488727.1763,2400110.88156,37488727.1763,2400110.88156,37488726.9259,2400111.77559,114.0
Line,PS_HSL,37488704.523,2400178.707,37488719.552,2400138.109,37488712.0375,2400158.408,115.0
Insert,ArrowPS_HSL,37488712.2722,2400157.77406,37488712.2722,2400157.77406,37488711.9499,2400158.64474,115.0
Line,PS_HSL,37488664.453,2400210.521,37488683.445,2400203.86,37488673.949,2400207.1905,116.0
Insert,ArrowPS_HSL,37488674.5869,2400206.96678,37488674.5869,2400206.96678,37488673.7108,2400207.27405,116.0
Line,PS_HSL,37488633.242,2400214.068,37488664.453,2400210.521,37488648.8475,2400212.2945,117.0
Insert,ArrowPS_HSL,37488649.5192,2400212.21817,37488649.5192,2400212.21817,37488648.5967,2400212.323,117.0
Line,PS_HSL,37488622.151,2400219.76,37488633.242,2400214.068,37488627.6965,2400216.914,118.0
Insert,ArrowPS_HSL,37488628.2979,2400216.60535,37488628.2979,2400216.60535,37488627.4719,2400217.02926,118.0
Line,PS_HSL,37488371.018,2399729.94,37488377.468,2399726.024,37488374.243,2399727.982,119.0
Insert,ArrowPS_HSL,37488374.8208,2399727.63118,37488374.8208,2399727.63118,37488374.0272,2399728.11301,119.0
Line,PS_HSL,37489560.667,2398618.579,37489554.019,2398612.275,37489557.343,2398615.427,120.0
Insert,ArrowPS_HSL,37489556.8525,2398614.96187,37489556.8525,2398614.96187,37489557.5262,2398615.6007,120.0
Line,PS_HSL,37489762.203,2399253.559,37489732.639,2399247.444,37489747.421,2399250.5015,121.0
Insert,ArrowPS_HSL,37489746.759,2399250.36458,37489746.759,2399250.36458,37489747.6682,2399250.55263,121.0
Line,PS_HSL,37489792.558,2399265.263,37489792.911,2399263.101,37489792.7345,2399264.182,
Line,PS_HSL,37489793.487,2399261.516,37489792.911,2399263.101,37489793.199,2399262.3085,
Line,PS_HSL,37489829.715,2399161.342,37489828.847,2399158.937,37489829.281,2399160.1395,
Line,PS_HSL,37489847.546,2399276.951,37489846.886,2399279.175,37489847.216,2399278.063,
Line,PS_HSL,37489846.886,2399279.175,37489807.262,2399268.017,37489827.074,2399273.596,122.0
Insert,ArrowPS_HSL,37489826.4233,2399273.41277,37489826.4233,2399273.41277,37489827.317,2399273.66442,122.0
Line,PS_HSL,37489792.911,2399263.101,37489762.203,2399253.559,37489777.557,2399258.33,123.0
Insert,ArrowPS_HSL,37489776.9115,2399258.12941,37489776.9115,2399258.12941,37489777.7981,2399258.40491,123.0
Line,PS_HSL,37488610.089,2400241.628,37488620.088,2400225.869,37488615.0885,2400233.7485,124.0
Insert,ArrowPS_HSL,37488615.4507,2400233.17772,37488615.4507,2400233.17772,37488614.9533,2400233.96165,124.0
Line,PS_HSL,37488620.088,2400225.869,37488622.126,2400223.142,37488621.107,2400224.5055,
Line,PS_HSL,37488622.126,2400223.142,37488627.619,2400219.112,37488624.8725,2400221.127,125.0
Insert,ArrowPS_HSL,37488625.4175,2400220.72713,37488625.4175,2400220.72713,37488624.669,2400221.27633,125.0
Line,PS_HSL,37488627.619,2400219.112,37488634.103,2400216.768,37488630.861,2400217.94,126.0
Insert,ArrowPS_HSL,37488631.4967,2400217.71018,37488631.4967,2400217.71018,37488630.6236,2400218.02582,126.0
Line,PS_HSL,37488634.103,2400216.768,37488644.559,2400215.945,37488639.331,2400216.3565,127.0
Insert,ArrowPS_HSL,37488640.0049,2400216.30346,37488640.0049,2400216.30346,37488639.0793,2400216.37631,127.0
Line,PS_HSL,37488644.559,2400215.945,37488657.497,2400216.781,37488651.028,2400216.363,128.0
Insert,ArrowPS_HSL,37488651.7026,2400216.40659,37488651.7026,2400216.40659,37488650.7761,2400216.34672,128.0
Line,PS_HSL,37488657.497,2400216.781,37488680.787,2400210.6,37488669.142,2400213.6905,129.0
Insert,ArrowPS_HSL,37488669.7954,2400213.5171,37488669.7954,2400213.5171,37488668.898,2400213.75525,129.0
Line,PS_HSL,37490454.537,2399280.606,37490433.714,2399280.604,37490444.1255,2399280.605,130.0
Insert,ArrowPS_HSL,37490443.4495,2399280.60494,37490443.4495,2399280.60494,37490444.3779,2399280.60502,130.0
Line,PS_HSL,37490433.714,2399280.604,37490411.053,2399272.532,37490422.3835,2399276.568,131.0
Insert,ArrowPS_HSL,37490421.7467,2399276.34117,37490421.7467,2399276.34117,37490422.6213,2399276.65271,131.0
Line,PS_HSL,37490412.529,2399267.974,37490411.053,2399272.532,37490411.791,2399270.253,
Line,PS_HSL,37490411.053,2399272.532,37490389.09,2399263.186,37490400.0715,2399267.859,132.0
Insert,ArrowPS_HSL,37490399.4495,2399267.59431,37490399.4495,2399267.59431,37490400.3038,2399267.95784,132.0
Line,PS_HSL,37490392.566,2399260.381,37490389.09,2399263.186,37490390.828,2399261.7835,
Line,PS_HSL,37490392.427,2399260.304,37490389.09,2399263.186,37490390.7585,2399261.745,
Line,PS_HSL,37490390.554,2399258.18,37490389.09,2399263.186,37490389.822,2399260.683,133.0
Insert,ArrowPS_HSL,37490389.6323,2399261.33181,37490389.6323,2399261.33181,37490389.8929,2399260.44071,133.0
Line,PS_HSL,37490389.09,2399263.186,37490380.089,2399261.26,37490384.5895,2399262.223,134.0
Insert,ArrowPS_HSL,37490383.9285,2399262.08156,37490383.9285,2399262.08156,37490384.8363,2399262.27582,134.0
Line,PS_HSL,37488608.966,2400238.9,37488622.151,2400219.76,37488615.5585,2400229.33,135.0
Insert,ArrowPS_HSL,37488615.942,2400228.77332,37488615.942,2400228.77332,37488615.4153,2400229.53789,135.0
Line,PS_HSL,37488601.717,2400253.98,37488608.966,2400238.9,37488605.3415,2400246.44,136.0
Insert,ArrowPS_HSL,37488605.6344,2400245.83075,37488605.6344,2400245.83075,37488605.2321,2400246.66752,136.0
Line,PS_HSL,37488595.771,2400265.165,37488601.717,2400253.98,37488598.744,2400259.5725,137.0
Insert,ArrowPS_HSL,37488599.0613,2400258.97562,37488599.0613,2400258.97562,37488598.6255,2400259.7954,137.0
Line,PS_HSL,37488596.987,2400265.735,37488595.771,2400265.165,37488596.379,2400265.45,
Line,PS_HSL,37488683.445,2400203.86,37488694.503,2400194.796,37488688.974,2400199.328,138.0
Insert,ArrowPS_HSL,37488689.4968,2400198.89947,37488689.4968,2400198.89947,37488688.7788,2400199.48803,138.0
Line,PS_HSL,37488694.503,2400194.796,37488704.523,2400178.707,37488699.513,2400186.7515,139.0
Insert,ArrowPS_HSL,37488699.8704,2400186.1777,37488699.8704,2400186.1777,37488699.3795,2400186.96578,139.0
Line,PS_HSL,37489727.306,2399051.042,37489728.04,2399036.517,37489727.673,2399043.7795,140.0
Insert,ArrowPS_HSL,37489727.7071,2399043.10438,37489727.7071,2399043.10438,37489727.6603,2399044.03162,140.0
Line,PS_HSL,37489728.04,2399036.517,37489729.824,2399021.076,37489728.932,2399028.7965,141.0
Insert,ArrowPS_HSL,37489729.0096,2399028.12498,37489729.0096,2399028.12498,37489728.903,2399029.04727,141.0
Line,PS_HSL,37489728.994,2399040.489,37489728.04,2399036.517,37489728.517,2399038.503,
Line,PS_HSL,37489729.064,2399036.343,37489728.04,2399036.517,37489728.552,2399036.43,
Line,PS_HSL,37489721.292,2399035.994,37489728.04,2399036.517,37489724.666,2399036.2555,142.0
Insert,ArrowPS_HSL,37489725.34,2399036.30774,37489725.34,2399036.30774,37489724.4143,2399036.23599,142.0
Line,PS_HSL,37489729.824,2399021.076,37489738.275,2399014.095,37489734.0495,2399017.5855,143.0
Insert,ArrowPS_HSL,37489734.5707,2399017.15499,37489734.5707,2399017.15499,37489733.8549,2399017.74627,143.0
Line,PS_HSL,37489720.955,2399022.354,37489738.275,2399014.095,37489729.615,2399018.2245,144.0
Insert,ArrowPS_HSL,37489730.2252,2399017.93355,37489730.2252,2399017.93355,37489729.3871,2399018.33315,144.0
Line,PS_HSL,37489719.451,2399022.799,37489720.955,2399022.354,37489720.203,2399022.5765,
Line,PS_HSL,37489738.275,2399014.095,37489744.108,2399013.495,37489741.1915,2399013.795,145.0
Insert,ArrowPS_HSL,37489741.8639,2399013.72583,37489741.8639,2399013.72583,37489740.9404,2399013.82083,145.0
Line,PS_HSL,37489806.09,2399265.68,37489806.198,2399266.319,37489806.144,2399265.9995,
Line,PS_HSL,37489326.242,2399117.614,37489324.769,2399120.832,37489325.5055,2399119.223,
Line,PS_HSL,37489740.151,2399171.242,37489740.033,2399168.974,37489740.092,2399170.108,
Line,PS_HSL,37489426.54,2398237.734,37489426.259,2398230.659,37489426.3995,2398234.1965,146.0
Insert,ArrowPS_HSL,37489426.3727,2398233.52105,37489426.3727,2398233.52105,37489426.4095,2398234.44874,146.0
Line,PS_HSL,37489426.461,2398253.69,37489426.54,2398237.734,37489426.5005,2398245.712,147.0
Insert,ArrowPS_HSL,37489426.5038,2398245.03602,37489426.5038,2398245.03602,37489426.4993,2398245.96443,147.0
Line,PS_HSL,37489426.674,2398263.64,37489426.461,2398253.69,37489426.5675,2398258.665,148.0
Insert,ArrowPS_HSL,37489426.553,2398257.98917,37489426.553,2398257.98917,37489426.5729,2398258.91738,148.0
Line,PS_HSL,37489426.696,2398288.884,37489426.674,2398263.64,37489426.685,2398276.262,149.0
Insert,ArrowPS_HSL,37489426.6844,2398275.58602,37489426.6844,2398275.58602,37489426.6852,2398276.51444,149.0
Line,PS_HSL,37489427.71,2398378.087,37489427.174,2398358.418,37489427.442,2398368.2525,150.0
Insert,ArrowPS_HSL,37489427.4236,2398367.57677,37489427.4236,2398367.57677,37489427.4489,2398368.50484,150.0
Line,PS_HSL,37489424.237,2398288.921,37489426.696,2398288.884,37489425.4665,2398288.9025,
Line,PS_HSL,37488680.787,2400210.6,37488703.64,2400190.662,37488692.2135,2400200.631,151.0
Insert,ArrowPS_HSL,37488692.7229,2400200.1866,37488692.7229,2400200.1866,37488692.0233,2400200.79696,151.0
Line,PS_HSL,37488703.64,2400190.662,37488718.916,2400170.941,37488711.278,2400180.8015,152.0
Insert,ArrowPS_HSL,37488711.692,2400180.26709,37488711.692,2400180.26709,37488711.1234,2400181.00107,152.0
Line,PS_HSL,37488718.916,2400170.941,37488730.655,2400152.268,37488724.7855,2400161.6045,153.0
Insert,ArrowPS_HSL,37488725.1453,2400161.03221,37488725.1453,2400161.03221,37488724.6511,2400161.81821,153.0
Line,PS_HSL,37488730.655,2400152.268,37488744.514,2400145.202,37488737.5845,2400148.735,154.0
Insert,ArrowPS_HSL,37488738.1867,2400148.42796,37488738.1867,2400148.42796,37488737.3596,2400148.84966,154.0
Line,PS_HSL,37488744.514,2400145.202,37488786.332,2400142.96,37488765.423,2400144.081,155.0
Insert,ArrowPS_HSL,37488766.098,2400144.04481,37488766.098,2400144.04481,37488765.1709,2400144.09451,155.0
Line,PS_HSL,37488786.332,2400142.96,37488813.912,2400132.231,37488800.122,2400137.5955,156.0
Insert,ArrowPS_HSL,37488800.752,2400137.35042,37488800.752,2400137.35042,37488799.8867,2400137.68702,156.0
Line,PS_HSL,37488813.912,2400132.231,37488827.946,2400099.13,37488820.929,2400115.6805,157.0
Insert,ArrowPS_HSL,37488821.1929,2400115.05814,37488821.1929,2400115.05814,37488820.8305,2400115.91291,157.0
Line,PS_HSL,37488827.946,2400099.13,37488839.287,2400069.374,37488833.6165,2400084.252,158.0
Insert,ArrowPS_HSL,37488833.8572,2400083.62034,37488833.8572,2400083.62034,37488833.5266,2400084.48789,158.0
Line,PS_HSL,37488839.287,2400069.374,37488851.079,2400043.653,37488845.183,2400056.5135,159.0
Insert,ArrowPS_HSL,37488845.4647,2400055.89902,37488845.4647,2400055.89902,37488845.0778,2400056.74297,159.0
Line,PS_HSL,37488851.079,2400043.653,37488873.379,2400039.251,37488862.229,2400041.452,160.0
Insert,ArrowPS_HSL,37488862.8922,2400041.32109,37488862.8922,2400041.32109,37488861.9813,2400041.50089,160.0
Line,PS_HSL,37488873.379,2400039.251,37488889.675,2400038.151,37488881.527,2400038.701,161.0
Insert,ArrowPS_HSL,37488882.2014,2400038.65547,37488882.2014,2400038.65547,37488881.2751,2400038.718,161.0
Line,PS_HSL,37488889.675,2400038.151,37488897.811,2400037.211,37488893.743,2400037.681,162.0
Insert,ArrowPS_HSL,37488894.4145,2400037.60342,37488894.4145,2400037.60342,37488893.4922,2400037.70997,162.0
Line,PS_HSL,37488897.811,2400037.211,37488935.854,2400029.236,37488916.8325,2400033.2235,163.0
Insert,ArrowPS_HSL,37488917.4941,2400033.08481,37488917.4941,2400033.08481,37488916.5854,2400033.27529,163.0
Line,PS_HSL,37488896.546,2400033.877,37488897.811,2400037.211,37488897.1785,2400035.544,
Line,PS_HSL,37488935.854,2400029.236,37488960.902,2400023.347,37488948.378,2400026.2915,164.0
Insert,ArrowPS_HSL,37488949.036,2400026.13679,37488949.036,2400026.13679,37488948.1323,2400026.34927,164.0
Line,PS_HSL,37488960.902,2400023.347,37488993.52,2400016.932,37488977.211,2400020.1395,165.0
Insert,ArrowPS_HSL,37488977.8743,2400020.00905,37488977.8743,2400020.00905,37488976.9633,2400020.18821,165.0
Line,PS_HSL,37488993.52,2400016.932,37489009.063,2400014.176,37489001.2915,2400015.554,166.0
Insert,ArrowPS_HSL,37489001.9571,2400015.43598,37489001.9571,2400015.43598,37489001.0429,2400015.59807,166.0
Line,PS_HSL,37489009.063,2400014.176,37489022.392,2400012.671,37489015.7275,2400013.4235,167.0
Insert,ArrowPS_HSL,37489016.3992,2400013.34766,37489016.3992,2400013.34766,37489015.4767,2400013.45182,167.0
Line,PS_HSL,37489020.874,2400006.66,37489022.392,2400012.671,37489021.633,2400009.6655,168.0
Insert,ArrowPS_HSL,37489021.7985,2400010.32091,37489021.7985,2400010.32091,37489021.5712,2400009.42075,168.0
Line,PS_HSL,37489022.392,2400012.671,37489034.823,2400011.43,37489028.6075,2400012.0505,169.0
Insert,ArrowPS_HSL,37489029.2801,2400011.98335,37489029.2801,2400011.98335,37489028.3563,2400012.07558,169.0
Line,PS_HSL,37490307.633,2399230.772,37490307.897,2399230.477,37490307.765,2399230.6245,
Line,PS_HSL,37490305.883,2399230.107,37490307.897,2399230.477,37490306.89,2399230.292,
Line,PS_HSL,37490243.576,2399189.113,37490241.899,2399185.585,37490242.7375,2399187.349,
Line,PS_HSL,37490244.954,2399184.556,37490243.576,2399189.113,37490244.265,2399186.8345,
Line,PS_HSL,37490245.516,2399183.807,37490244.954,2399184.556,37490245.235,2399184.1815,
Line,PS_HSL,37490217.237,2399193.308,37490207.225,2399197.394,37490212.231,2399195.351,170.0
Insert,ArrowPS_HSL,37490211.6051,2399195.60642,37490211.6051,2399195.60642,37490212.4647,2399195.25562,170.0
Line,PS_HSL,37489050.122,2399977.458,37489054.99,2399974.042,37489052.556,2399975.75,171.0
Insert,ArrowPS_HSL,37489053.1093,2399975.36171,37489053.1093,2399975.36171,37489052.3494,2399975.895,171.0
Line,PS_HSL,37489054.99,2399974.042,37489046.437,2400011.34,37489050.7135,2399992.691,172.0
Insert,ArrowPS_HSL,37489050.5624,2399993.34988,37489050.5624,2399993.34988,37489050.7699,2399992.44495,172.0
Line,PS_HSL,37489034.823,2400011.43,37489066.874,2400018.453,37489050.8485,2400014.9415,173.0
Insert,ArrowPS_HSL,37489051.5088,2400015.08619,37489051.5088,2400015.08619,37489050.6019,2400014.88747,173.0
Line,PS_HSL,37488345.094,2399615.727,37488377.468,2399726.024,37488361.281,2399670.8755,174.0
Insert,ArrowPS_HSL,37488361.4714,2399671.52412,37488361.4714,2399671.52412,37488361.2099,2399670.63328,174.0
Line,PS_HSL,37488345.573,2399552.476,37488345.094,2399615.727,37488345.3335,2399584.1015,175.0
Insert,ArrowPS_HSL,37488345.3284,2399584.77746,37488345.3284,2399584.77746,37488345.3354,2399583.84907,175.0
Line,PS_HSL,37488345.834,2399552.052,37488345.573,2399552.476,37488345.7035,2399552.264,
Line,PS_HSL,37488345.887,2399501.589,37488345.573,2399552.476,37488345.73,2399527.0325,176.0
Insert,ArrowPS_HSL,37488345.7258,2399527.70847,37488345.7258,2399527.70847,37488345.7316,2399526.78007,176.0
Line,PS_HSL,37488347.338,2399498.609,37488345.887,2399501.589,37488346.6125,2399500.099,
Line,PS_HSL,37488352.686,2399495.938,37488347.338,2399498.609,37488350.012,2399497.2735,177.0
Insert,ArrowPS_HSL,37488349.4072,2399497.57554,37488349.4072,2399497.57554,37488350.2378,2399497.16071,177.0
Line,PS_HSL,37488392.619,2399511.422,37488352.686,2399495.938,37488372.6525,2399503.68,178.0
Insert,ArrowPS_HSL,37488372.0222,2399503.43562,37488372.0222,2399503.43562,37488372.8879,2399503.77126,178.0
Line,PS_HSL,37488840.603,2399936.547,37488840.487,2399937.708,37488840.545,2399937.1275,
Line,PS_HSL,37488597.336,2400265.255,37488596.711,2400264.91,37488597.0235,2400265.0825,
Line,PS_HSL,37488596.711,2400264.91,37488605.187,2400249.594,37488600.949,2400257.252,179.0
Insert,ArrowPS_HSL,37488601.2763,2400256.66055,37488601.2763,2400256.66055,37488600.8268,2400257.47287,179.0
Line,PS_HSL,37489324.769,2399120.832,37489311.243,2399115.22,37489318.006,2399118.026,180.0
Insert,ArrowPS_HSL,37489317.3816,2399117.76694,37489317.3816,2399117.76694,37489318.2392,2399118.12274,180.0
Line,PS_HSL,37489341.735,2399127.466,37489324.769,2399120.832,37489333.252,2399124.149,181.0
Insert,ArrowPS_HSL,37489332.6224,2399123.90283,37489332.6224,2399123.90283,37489333.4871,2399124.24093,181.0
Line,PS_HSL,37489343.02,2399124.956,37489341.735,2399127.466,37489342.3775,2399126.211,
Line,PS_HSL,37489339.951,2399131.404,37489341.735,2399127.466,37489340.843,2399129.435,
Line,PS_HSL,37489361.177,2399134.948,37489341.735,2399127.466,37489351.456,2399131.207,182.0
Insert,ArrowPS_HSL,37489350.8251,2399130.96421,37489350.8251,2399130.96421,37489351.6916,2399131.29767,182.0
Line,PS_HSL,37489361.865,2399132.57,37489361.177,2399134.948,37489361.521,2399133.759,
Line,PS_HSL,37489359.531,2399139.144,37489361.177,2399134.948,37489360.354,2399137.046,
Line,PS_HSL,37489378.024,2399141.555,37489361.177,2399134.948,37489369.6005,2399138.2515,183.0
Insert,ArrowPS_HSL,37489368.9712,2399138.0047,37489368.9712,2399138.0047,37489369.8355,2399138.34367,183.0
Line,PS_HSL,37489378.744,2399139.913,37489378.024,2399141.555,37489378.384,2399140.734,
Line,PS_HSL,37489396.753,2399149.64,37489378.024,2399141.555,37489387.3885,2399145.5975,184.0
Insert,ArrowPS_HSL,37489386.7679,2399145.32959,37489386.7679,2399145.32959,37489387.6203,2399145.69755,184.0
Line,PS_HSL,37489397.67,2399147.691,37489396.753,2399149.64,37489397.2115,2399148.6655,
Line,PS_HSL,37489405.651,2399152.77,37489396.753,2399149.64,37489401.202,2399151.205,185.0
Insert,ArrowPS_HSL,37489400.5643,2399150.98069,37489400.5643,2399150.98069,37489401.4401,2399151.28877,185.0
Line,PS_HSL,37489415.099,2399156.411,37489405.651,2399152.77,37489410.375,2399154.5905,186.0
Insert,ArrowPS_HSL,37489409.7442,2399154.34742,37489409.7442,2399154.34742,37489410.6106,2399154.68128,186.0
Line,PS_HSL,37489415.911,2399154.133,37489415.099,2399156.411,37489415.505,2399155.272,
Line,PS_HSL,37489435.036,2399160.341,37489415.099,2399156.411,37489425.0675,2399158.376,187.0
