Entity,Layer,XS,YS,XE,YE,XM,YM,ID,PS,PE,DS,DE,RS,RE,Shortest_Euclidean_Distance,RefName,ORIG_FID,Texture,DN,Pipe_Diameter
Line,PS_WSL,37492404.56,2396106.96,37492404.59,2396077.044,92404.57,2396092.002,111.0,WS_308,WS_603,0.0,0.0,0,0,0.5,Ì≈  DN800,42767.0,Ì≈,DN,800
Line,PS_WSL,37492404.44,2395609.546,37492404.45,2395569.503,92404.45,2395589.525,112.0,WS_406,WS_319,0.0,0.0,0,0,0.5,Ì≈  DN1000,42768.0,Ì≈,DN,1000
Line,PS_WSL,37492404.38,2395649.328,37492404.44,2395609.546,92404.41,2395629.437,113.0,WS_407,WS_406,0.0,0.0,0,0,0.5,Ì≈  DN1000,42769.0,Ì≈,DN,1000
Line,PS_WSL,37492396.23,2395649.599,37492404.38,2395649.328,92400.31,2395649.464,114.0,WS_408,WS_407,0.0,0.0,0,0,0.5,Ì≈  DN400,42770.0,Ì≈,DN,400
Line,PS_WSL,37493936.17,2394486.816,37493952.06,2394490.804,93944.12,2394488.81,115.0,WS_66,WS_1,0.0,0.0,0,0,0.5,Ì≈  DN500,42771.0,Ì≈,DN,500
Line,PS_WSL,37493952.06,2394490.804,37493976.83,2394490.743,93964.45,2394490.774,116.0,WS_1,WS_2,0.0,0.0,0,0,0.5,Ì≈  DN500,42772.0,Ì≈,DN,500
Line,PS_WSL,37493976.83,2394490.743,37494002.42,2394491.072,93989.63,2394490.908,117.0,WS_2,WS_3,0.0,0.0,0,0,0.5,Ì≈  DN500,42773.0,Ì≈,DN,500
Line,PS_WSL,37494002.42,2394491.072,37494018.54,2394495.117,94010.48,2394493.095,118.0,WS_3,WS_5,0.0,0.0,0,0,0.5,Ì≈  DN500,42774.0,Ì≈,DN,500
Line,PS_WSL,37494010.44,2394498.051,37494018.54,2394495.117,94014.49,2394496.584,119.0,WS_6,WS_5,0.0,0.0,0,0,0.5,Ì≈  DN400,42775.0,Ì≈,DN,400
Line,PS_WSL,37494018.54,2394495.117,37494023.37,2394510.942,94020.95,2394503.03,120.0,WS_5,WS_8,0.0,0.0,0,0,0.5,Ì≈  DN500,42776.0,Ì≈,DN,500
Line,PS_WSL,37494018.57,2394504.852,37494023.37,2394510.942,94020.97,2394507.897,121.0,WS_7,WS_8,0.0,0.0,0,0,0.5,PE  DN300,42777.0,PE,DN,300
Line,PS_WSL,37494023.37,2394510.942,37494023.47,2394539.455,94023.42,2394525.199,122.0,WS_8,WS_34,0.0,0.0,0,0,0.5,Ì≈  DN500,42778.0,Ì≈,DN,500
Line,PS_WSL,37494023.47,2394539.455,37494017.64,2394546.871,94020.56,2394543.163,123.0,WS_34,WS_17,0.0,0.0,0,0,0.5,PE  DN500,42779.0,PE,DN,500
Line,PS_WSL,37494023.62,2394540.264,37494023.29,2394567.938,94023.45,2394554.101,124.0,WS_6262,WS_24,0.0,0.0,0,0,0.5,Ì≈  DN500,42780.0,Ì≈,DN,500
Line,PS_WSL,37494023.29,2394567.938,37494023.13,2394600.721,94023.21,2394584.33,125.0,WS_24,WS_25,0.0,0.0,0,0,0.5,Ì≈  DN500,42781.0,Ì≈,DN,500
Line,PS_WSL,37494023.13,2394600.721,37494023.17,2394631.404,94023.15,2394616.063,126.0,WS_25,WS_26,0.0,0.0,0,0,0.5,Ì≈  DN500,42782.0,Ì≈,DN,500
Line,PS_WSL,37494023.17,2394631.404,37494022.88,2394654.019,94023.03,2394642.712,127.0,WS_26,WS_27,0.0,0.0,0,0,0.5,Ì≈  DN500,42783.0,Ì≈,DN,500
Line,PS_WSL,37494022.88,2394654.019,37494027.5,2394661.848,94025.19,2394657.934,128.0,WS_27,WS_28,0.0,0.0,0,0,0.5,Ì≈  DN500,42784.0,Ì≈,DN,500
Line,PS_WSL,37494018.27,2394631.574,37494018.8,2394662.558,94018.53,2394647.066,129.0,WS_6261,WS_29,7.45e-09,0.0,0,0,0.5,PE  DN500,42785.0,PE,DN,500
Line,PS_WSL,37494017.78,2394568.361,37494018.09,2394605.586,94017.93,2394586.974,130.0,WS_6260,WS_31,0.0,0.0,0,0,0.5,PE  DN500,42786.0,PE,DN,500
Line,PS_WSL,37494017.64,2394546.871,37494017.78,2394568.361,94017.71,2394557.616,131.0,WS_17,WS_6260,0.0,0.0,0,0,0.5,PE  DN500,42787.0,PE,DN,500
Line,PS_WSL,37494018.09,2394605.586,37494018.27,2394631.574,94018.18,2394618.58,132.0,WS_31,WS_6261,0.0,7.45e-09,0,0,0.5,PE  DN500,42788.0,PE,DN,500
Line,PS_WSL,37494018.8,2394662.558,37493986.21,2394667.528,94002.5,2394665.043,133.0,WS_29,WS_14,0.0,0.0,0,0,0.5,PE  DN500,42789.0,PE,DN,500
Line,PS_WSL,37493993.38,2396863.362,37493947.76,2396863.355,93970.57,2396863.359,134.0,WS_8144,WS_982,7.45e-09,0.0,0,0,0.5,Ì≈  DN800,42790.0,Ì≈,DN,800
Line,PS_WSL,37492405.91,2398350.011,37492405.31,2398322.34,92405.61,2398336.176,135.0,WS_3495,WS_3872,0.0,0.0,0,0,0.5,Ì≈  DN600,42791.0,Ì≈,DN,600
