Entity,Layer,XS,YS,XE,YE,XM,YM,ID,PS,PE,DS,DE,RS,RE
Line,PS_YSL,37492409.43,2396006.92,37492427.1,2396006.972,37492418.27,2396006.946,104,YS_1876,YS_1587,0,0,0,0
Line,PS_YSL,37492427.1,2396006.972,37492430.61,2396006.96,37492428.85,2396006.966,,YS_1587,YS_1586,0,0,0,0
Line,PS_YSL,37493281.91,2395215.588,37493282.29,2395210.676,37493282.1,2395213.132,,YS_663,YS_661,0,0,0,0
Line,PS_YSL,37493252.43,2395181.374,37493252.26,2395210.597,37493252.35,2395195.986,105,YS_664,YS_1869,0,0,0,0
Line,PS_YSL,37493258.91,2395180.964,37493252.43,2395181.374,37493255.67,2395181.169,106,YS_666,YS_664,0,0,0,0
Line,PS_YSL,37493250.46,2395181.556,37493252.43,2395181.374,37493251.44,2395181.465,,YS_665,YS_664,0,0,0,0
Line,PS_YSL,37493076.93,2395319.604,37493080.15,2395319.651,37493078.54,2395319.628,,YS_1872,YS_1040,0,0,0,0
Line,PS_YSL,37493110.37,2395253.558,37493121.1,2395255.056,37493115.73,2395254.307,107,YS_690,YS_689,0,0,0,0
Line,PS_YSL,37493129.39,2395251.972,37493121.1,2395255.056,37493125.24,2395253.514,108,YS_691,YS_689,0,0,0,0
Line,PS_YSL,37493139.3,2395110.477,37493139.16,2395119.488,37493139.23,2395114.983,109,YS_692,YS_757,0,0,0,0
Line,PS_YSL,37493082.33,2396496.097,37493080.27,2396496.006,37493081.3,2396496.052,,YS_567,YS_566,0,0,0,0
Line,PS_YSL,37493051.94,2396496.528,37493080.27,2396496.006,37493066.11,2396496.267,110,YS_472,YS_566,0,0,0,0
Line,PS_YSL,37493080.27,2396496.006,37493080.11,2396525.785,37493080.19,2396510.896,111,YS_566,YS_1648,0,0,0,0
Line,PS_YSL,37493080.07,2396466.786,37493080.27,2396496.006,37493080.17,2396481.396,112,YS_568,YS_566,0,0,0,0
Line,PS_YSL,37493081.96,2396466.276,37493080.07,2396466.786,37493081.02,2396466.531,,YS_980,YS_568,0,0,0,0
Line,PS_YSL,37493076.53,2396466.758,37493080.07,2396466.786,37493078.3,2396466.772,,YS_1504,YS_568,0,0,0,0
Line,PS_YSL,37493075.31,2396466.837,37493076.53,2396466.758,37493075.92,2396466.798,,YS_1505,YS_1504,0,0,0,0
Line,PS_YSL,37493077.7,2396466.783,37493076.53,2396466.758,37493077.12,2396466.771,,YS_1506,YS_1504,0,0,0,0
Line,PS_YSL,37493052.3,2396466.924,37493076.53,2396466.758,37493064.42,2396466.841,113,YS_471,YS_1504,0,0,0,0
Line,PS_YSL,37493092.53,2396470.4,37493080.07,2396466.786,37493086.3,2396468.593,114,YS_1507,YS_568,0,0,0,0
Line,PS_YSL,37493049.71,2395996.051,37493080.24,2395995.404,37493064.97,2395995.728,115,YS_1914,YS_300,0,0,0,0
Line,PS_YSL,37493080.24,2395995.404,37493080.17,2395962.262,37493080.21,2395978.833,116,YS_300,YS_301,0,0,0,0
Line,PS_YSL,37493047.52,2395704.678,37493053.02,2395704.017,37493050.27,2395704.348,117,YS_17391,YS_1766,0,0,0,0
Line,PS_YSL,37493145.54,2395129.928,37493139.26,2395129.692,37493142.4,2395129.81,118,YS_2258,YS_1770,0,0,0,0
Line,PS_YSL,37493139.26,2395129.692,37493139.16,2395119.488,37493139.21,2395124.59,119,YS_1770,YS_757,0,0,0,0
Line,PS_YSL,37493137.31,2395149.169,37493139.16,2395148.933,37493138.23,2395149.051,,YS_497,YS_2259,0,0,0,0
Line,PS_YSL,37493143.78,2395148.442,37493139.16,2395148.933,37493141.47,2395148.688,,YS_17098,YS_2259,0,0,0,0
Line,PS_YSL,37493729.18,2394652.722,37493718.34,2394653.174,37493723.76,2394652.948,120,YS_19,YS_21,0,0,0,0
Line,PS_YSL,37493716.53,2394593.055,37493716.6,2394623.115,37493716.56,2394608.085,121,YS_26,YS_24,0,0,0,0
Line,PS_YSL,37493718.37,2394623.272,37493716.6,2394623.115,37493717.48,2394623.194,,YS_25,YS_24,0,0,0,0
Line,PS_YSL,37493676.78,2394623.123,37493716.6,2394623.115,37493696.69,2394623.119,122,YS_66,YS_24,0,0,0,0
Line,PS_YSL,37493676.8,2394593.235,37493716.53,2394593.055,37493696.67,2394593.145,123,YS_112,YS_26,0,0,0,0
Line,PS_YSL,37493717.5,2394563.028,37493716.53,2394593.055,37493717.01,2394578.042,124,YS_28,YS_26,0,0,0,0
Line,PS_YSL,37493718.39,2394593.051,37493716.53,2394593.055,37493717.46,2394593.053,,YS_27,YS_26,0,0,0,0
Line,PS_YSL,37493719.17,2394563.181,37493717.5,2394563.028,37493718.33,2394563.105,,YS_29,YS_28,0,0,0,0
Line,PS_YSL,37493720.23,2394532.872,37493717.5,2394563.028,37493718.86,2394547.95,125,YS_59,YS_28,0,0,0,0
Line,PS_YSL,37493676.02,2394563.227,37493717.5,2394563.028,37493696.76,2394563.128,126,YS_185,YS_28,0,0,0,0
Line,PS_YSL,37493722.03,2394532.934,37493720.23,2394532.872,37493721.13,2394532.903,,YS_60,YS_59,0,0,0,0
Line,PS_YSL,37493722.36,2394502.984,37493720.23,2394532.872,37493721.3,2394517.928,127,YS_171,YS_59,0,0,0,0
Line,PS_YSL,37493673.01,2394533.291,37493720.23,2394532.872,37493696.62,2394533.082,128,YS_34,YS_59,0,0,0,0
Line,PS_YSL,37493724.33,2394502.975,37493722.36,2394502.984,37493723.34,2394502.98,,YS_172,YS_171,0,0,0,0
Line,PS_YSL,37493723.18,2394488.471,37493722.36,2394502.984,37493722.77,2394495.728,129,YS_173,YS_171,0,0,0,0
Line,PS_YSL,37493670.94,2394503.345,37493722.36,2394502.984,37493696.65,2394503.165,130,YS_35,YS_171,0,0,0,0
Line,PS_YSL,37493730.45,2394487.837,37493723.18,2394488.471,37493726.82,2394488.154,131,YS_174,YS_173,0,0,0,0
