Entity,Layer,XS,YS,XE,YE,XM,YM,ID,PS,PE,DS,DE,RS,RE,Shortest_Euclidean_Distance,RefName,ORIG_FID,Texture,DN,Pipe_Diameter
Line,PS_HSL,37489590.18,2399257.947,37489603.36,2399267.294,89596.77,2399262.621,1.0,HS_165,HS_171,0.0,0.0,0,0,0.5,Ì≈  DN400,51418.0,Ì≈,DN,400
Line,PS_HSL,37489605.36,2399261.345,37489603.36,2399267.294,89604.36,2399264.32,2.0,HS_166,HS_171,0.0,0.0,0,0,0.5,Ì≈  DN200,51419.0,Ì≈,DN,200
Line,PS_HSL,37489602.53,2399269.564,37489603.36,2399267.294,89602.94,2399268.429,,HS_167,HS_171,0.0,0.0,0,0,,,,,,
Line,PS_HSL,37489613.79,2399273.504,37489627.66,2399283.497,89620.73,2399278.501,3.0,HS_168,HS_172,0.0,0.0,0,0,0.5,Ì≈  DN400,51420.0,Ì≈,DN,400
Line,PS_HSL,37489614.77,2399272.325,37489613.79,2399273.504,89614.28,2399272.915,,HS_169,HS_168,0.0,0.0,0,0,,,,,,
Line,PS_HSL,37489612.76,2399275.298,37489613.79,2399273.504,89613.27,2399274.401,,HS_170,HS_168,0.0,0.0,0,0,,,,,,
Line,PS_HSL,37489603.36,2399267.294,37489613.79,2399273.504,89608.58,2399270.399,4.0,HS_171,HS_168,0.0,0.0,0,0,0.5,Ì≈  DN400,51421.0,Ì≈,DN,400
Line,PS_HSL,37489627.66,2399283.497,37489645.52,2399307.489,89636.59,2399295.493,5.0,HS_172,HS_177,0.0,0.0,0,0,0.5,Ì≈  DN400,51422.0,Ì≈,DN,400
Line,PS_HSL,37489628.83,2399282.789,37489627.66,2399283.497,89628.25,2399283.143,,HS_173,HS_172,0.0,0.0,0,0,,,,,,
Line,PS_HSL,37489627.49,2399286.684,37489627.66,2399283.497,89627.58,2399285.091,,HS_174,HS_172,0.0,0.0,0,0,,,,,,
Line,PS_HSL,37489625.39,2399284.445,37489627.66,2399283.497,89626.53,2399283.971,,HS_175,HS_172,0.0,0.0,0,0,,,,,,
Line,PS_HSL,37489642.56,2399309.765,37489645.52,2399307.489,89644.04,2399308.627,,HS_810,HS_177,0.0,0.0,0,0,,,,,,
Line,PS_HSL,37489646.61,2399306.525,37489645.52,2399307.489,89646.06,2399307.007,,HS_176,HS_177,0.0,0.0,0,0,,,,,,
Line,PS_HSL,37489645.52,2399307.489,37489646.66,2399308.942,89646.09,2399308.216,,HS_177,HS_814,0.0,0.0,0,0,,,,,,
Line,PS_HSL,37489627.27,2399260.972,37489626.74,2399258.897,89627.0,2399259.935,,HS_178,HS_180,0.0,0.0,0,0,,,,,,
Line,PS_HSL,37489625.91,2399256.909,37489626.74,2399258.897,89626.32,2399257.903,,HS_179,HS_180,0.0,0.0,0,0,,,,,,
Line,PS_HSL,37489611.38,2399260.167,37489603.36,2399267.294,89607.37,2399263.731,6.0,HS_811,HS_171,0.0,0.0,0,0,0.5,Ì≈  DN400,51423.0,Ì≈,DN,400
Line,PS_HSL,37489626.74,2399258.897,37489649.22,2399251.837,89637.98,2399255.367,7.0,HS_180,HS_281,0.0,0.0,0,0,0.5,Ì≈  DN300,51424.0,Ì≈,DN,300
Line,PS_HSL,37489649.7,2399253.671,37489649.22,2399251.837,89649.46,2399252.754,,HS_279,HS_281,0.0,0.0,0,0,,,,,,
