Entity,Layer,XS,YS,XE,YE,XM,YM,ID,PS,PE,DS,DE,RS,RE
Line,PS_WSL,37492404.44,2395609.546,37492404.45,2395569.503,37492404.45,2395589.525,112,WS_406,WS_319,0,0,0,0
Line,PS_WSL,37492404.38,2395649.328,37492404.44,2395609.546,37492404.41,2395629.437,113,WS_407,WS_406,0,0,0,0
Line,PS_WSL,37492396.23,2395649.599,37492404.38,2395649.328,37492400.31,2395649.464,114,WS_408,WS_407,0,0,0,0
Line,PS_WSL,37493936.17,2394486.816,37493952.06,2394490.804,37493944.12,2394488.81,115,WS_66,WS_1,0,0,0,0
Line,PS_WSL,37493952.06,2394490.804,37493976.83,2394490.743,37493964.45,2394490.774,116,WS_1,WS_2,0,0,0,0
Line,PS_WSL,37493976.83,2394490.743,37494002.42,2394491.072,37493989.63,2394490.908,117,WS_2,WS_3,0,0,0,0
Line,PS_WSL,37494000.67,2394494.872,37494002.42,2394491.072,37494001.55,2394492.972,,WS_4,WS_3,0,0,0,0
Line,PS_WSL,37494002.42,2394491.072,37494018.54,2394495.117,37494010.48,2394493.095,118,WS_3,WS_5,0,0,0,0
Line,PS_WSL,37494010.44,2394498.051,37494018.54,2394495.117,37494014.49,2394496.584,119,WS_6,WS_5,0,0,0,0
Line,PS_WSL,37494018.54,2394495.117,37494023.37,2394510.942,37494020.95,2394503.03,120,WS_5,WS_8,0,0,0,0
Line,PS_WSL,37494018.57,2394504.852,37494023.37,2394510.942,37494020.97,2394507.897,121,WS_7,WS_8,0,0,0,0
Line,PS_WSL,37494020.23,2394539,37494023.47,2394539.455,37494021.85,2394539.228,,WS_35,WS_34,0,0,0,0
Line,PS_WSL,37494023.37,2394510.942,37494023.47,2394539.455,37494023.42,2394525.199,122,WS_8,WS_34,0,0,0,0
Line,PS_WSL,37494023.47,2394539.455,37494017.64,2394546.871,37494020.56,2394543.163,123,WS_34,WS_17,0,0,0,0
Line,PS_WSL,37494023.47,2394539.455,37494023.62,2394540.264,37494023.54,2394539.86,,WS_34,WS_6262,0,0,0,0
