Entity,Layer,Color,Elevation,RefName,Style,Text,ORIG_FID,geometry,x_coordinate,y_coordinate
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23575,"c(37491384.2223942, 2395565.42049365)",37491384.22,2395565.42
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23576,"c(37491377.8738143, 2395572.83213806)",37491377.87,2395572.832
Text,PS_YSLText,120,0,Ì≈  DN1300X1200,CDShxStyle,Ì≈  DN1300X1200,23577,"c(37491390.4412022, 2395575.29444076)",37491390.44,2395575.294
Text,PS_YSLText,120,0,Ì≈  DN500,CDShxStyle,Ì≈  DN500,23578,"c(37491391.8469247, 2395572.09746181)",37491391.85,2395572.097
Text,PS_YSLText,120,0,Ì≈  DN1000,CDShxStyle,Ì≈  DN1000,23579,"c(37491190.7806892, 2394771.17415136)",37491190.78,2394771.174
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23580,"c(37492678.6868489, 2396459.52750993)",37492678.69,2396459.528
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23581,"c(37493712.2414988, 2395764.01458085)",37493712.24,2395764.015
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23582,"c(37493696.0751698, 2395750.01870511)",37493696.08,2395750.019
Text,PS_YSLText,120,0,Ì≈  DN500,CDShxStyle,Ì≈  DN500,23583,"c(37493712.2354983, 2395734.02221285)",37493712.24,2395734.022
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23584,"c(37493696.7756312, 2395719.76595602)",37493696.78,2395719.766
Text,PS_YSLText,120,0,Ì≈  DN500,CDShxStyle,Ì≈  DN500,23585,"c(37493712.1509976, 2395704.0964636)",37493712.15,2395704.096
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23586,"c(37493696.7421228, 2395689.43845933)",37493696.74,2395689.438
Text,PS_YSLText,120,0,Ì≈  DN500,CDShxStyle,Ì≈  DN500,23587,"c(37493712.135499, 2395674.0240096)",37493712.14,2395674.024
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23588,"c(37493696.7707099, 2395659.61795497)",37493696.77,2395659.618
Text,PS_YSLText,120,0,Ì≈  DN500,CDShxStyle,Ì≈  DN500,23589,"c(37493712.165, 2395641.063972)",37493712.17,2395641.064
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23590,"c(37493695.9282521, 2395627.19475145)",37493695.93,2395627.195
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23591,"c(37489915.7996685, 2396419.15730197)",37489915.8,2396419.157
Text,PS_YSLText,120,0,Ì≈  DN600,CDShxStyle,Ì≈  DN600,23592,"c(37489922.163691, 2396392.64177597)",37489922.16,2396392.642
Text,PS_YSLText,120,0,Ì≈  DN600,CDShxStyle,Ì≈  DN600,23593,"c(37489920.1432316, 2396407.51008676)",37489920.14,2396407.51
Text,PS_YSLText,120,0,Ì≈  DN500,CDShxStyle,Ì≈  DN500,23594,"c(37492702.2995007, 2395172.3933573)",37492702.3,2395172.393
Text,PS_YSLText,120,0,Ì≈  DN500,CDShxStyle,Ì≈  DN500,23595,"c(37492702.3060009, 2395139.81403633)",37492702.31,2395139.814
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23596,"c(37492699.363749, 2395157.27543557)",37492699.36,2395157.275
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23597,"c(37492699.3908273, 2395123.05761284)",37492699.39,2395123.058
Text,PS_YSLText,120,0,Ì≈  DN500,CDShxStyle,Ì≈  DN500,23598,"c(37492702.2710053, 2395107.88829619)",37492702.27,2395107.888
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23599,"c(37492847.7494993, 2396030.1011858)",37492847.75,2396030.101
Text,PS_YSLText,120,0,PE  DN300,CDShxStyle,PE  DN300,23600,"c(37492841.695993, 2396092.98193588)",37492841.7,2396092.982
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23601,"c(37492847.8049999, 2396104.92621702)",37492847.8,2396104.926
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23602,"c(37492847.8284997, 2396132.5074577)",37492847.83,2396132.507
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23603,"c(37493695.6115169, 2395099.65998763)",37493695.61,2395099.66
Text,PS_YSLText,120,0,Ì≈  DN500,CDShxStyle,Ì≈  DN500,23604,"c(37491647.5606259, 2395187.888035)",37491647.56,2395187.888
Text,PS_YSLText,120,0,Ì≈  DN600,CDShxStyle,Ì≈  DN600,23605,"c(37491674.5727665, 2395191.53550762)",37491674.57,2395191.536
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23606,"c(37491637.6345771, 2395159.56558792)",37491637.63,2395159.566
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23607,"c(37490855.8898386, 2395675.41500708)",37490855.89,2395675.415
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23608,"c(37490885.7834538, 2395675.40600602)",37490885.78,2395675.406
Text,PS_YSLText,120,0,Ì≈  DN200,CDShxStyle,Ì≈  DN200,23609,"c(37490900.9134771, 2395680.00778239)",37490900.91,2395680.008
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23610,"c(37493623.0054628, 2396612.58682358)",37493623.01,2396612.587
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23611,"c(37492638.3739382, 2396846.73114189)",37492638.37,2396846.731
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23612,"c(37492667.2114972, 2396846.79582506)",37492667.21,2396846.796
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23613,"c(37493696.0036639, 2396596.17949989)",37493696,2396596.179
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23614,"c(37493723.7343681, 2396595.01402634)",37493723.73,2396595.014
Text,PS_YSLText,120,0,Ì≈  DN500,CDShxStyle,Ì≈  DN500,23615,"c(37493691.654512, 2396617.22726803)",37493691.65,2396617.227
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23616,"c(37493672.2388201, 2396613.10906559)",37493672.24,2396613.109
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23617,"c(37493673.46005, 2396603.70835727)",37493673.46,2396603.708
Text,PS_YSLText,120,0,Ì≈  DN600,CDShxStyle,Ì≈  DN600,23618,"c(37493711.1075004, 2396581.21710455)",37493711.11,2396581.217
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23619,"c(37493017.2068146, 2396612.35038417)",37493017.21,2396612.35
Text,PS_YSLText,120,0,Ì≈  DN200,CDShxStyle,Ì≈  DN200,23620,"c(37492611.0315451, 2395269.8726771)",37492611.03,2395269.873
Text,PS_YSLText,120,0,Ì≈  DN200,CDShxStyle,Ì≈  DN200,23621,"c(37492641.9533189, 2395269.98291087)",37492641.95,2395269.983
Text,PS_YSLText,120,0,Ì≈  DN1000,CDShxStyle,Ì≈  DN1000,23622,"c(37492625.6609511, 2395262.37851191)",37492625.66,2395262.379
Text,PS_YSLText,120,0,PE  DN300,CDShxStyle,PE  DN300,23623,"c(37493315.998264, 2394900.96612913)",37493316,2394900.966
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23624,"c(37493813.9999899, 2394955.36157999)",37493814,2394955.362
Text,PS_YSLText,120,0,PVC  DN150,CDShxStyle,PVC  DN150,23625,"c(37493240.7125938, 2396044.93726703)",37493240.71,2396044.937
Text,PS_YSLText,120,0,PVC  DN150,CDShxStyle,PVC  DN150,23626,"c(37493238.4844247, 2396030.08418358)",37493238.48,2396030.084
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23627,"c(37490576.5539766, 2395504.45651037)",37490576.55,2395504.457
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23628,"c(37490604.6095299, 2395490.63499856)",37490604.61,2395490.635
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23629,"c(37490631.4189099, 2395477.62719501)",37490631.42,2395477.627
Text,PS_YSLText,120,0,Ì≈  DN800,CDShxStyle,Ì≈  DN800,23630,"c(37490790.2563582, 2395392.74450107)",37490790.26,2395392.745
Text,PS_YSLText,120,0,Ì≈  DN200,CDShxStyle,Ì≈  DN200,23631,"c(37490782.3088288, 2395407.94376488)",37490782.31,2395407.944
Text,PS_YSLText,120,0,Ì≈  DN800,CDShxStyle,Ì≈  DN800,23632,"c(37490764.1813245, 2395409.4373298)",37490764.18,2395409.437
Text,PS_YSLText,120,0,Ì≈  DN200,CDShxStyle,Ì≈  DN200,23633,"c(37490751.6642134, 2395415.04931242)",37490751.66,2395415.049
Text,PS_YSLText,120,0,Ì≈  DN600X200,CDShxStyle,Ì≈  DN600X200,23634,"c(37494084.6886251, 2394710.58304321)",37494084.69,2394710.583
Text,PS_YSLText,120,0,Ì≈  DN600,CDShxStyle,Ì≈  DN600,23635,"c(37491259.7676915, 2395262.2010001)",37491259.77,2395262.201
Text,PS_YSLText,120,0,Ì≈  DN600,CDShxStyle,Ì≈  DN600,23636,"c(37491289.9100678, 2395262.16300087)",37491289.91,2395262.163
Text,PS_YSLText,120,0,Ì≈  DN600,CDShxStyle,Ì≈  DN600,23637,"c(37491320.4824822, 2395262.16350096)",37491320.48,2395262.164
Text,PS_YSLText,120,0,Ì≈  DN600,CDShxStyle,Ì≈  DN600,23638,"c(37491350.4878169, 2395262.2025001)",37491350.49,2395262.203
Text,PS_YSLText,120,0,Ì≈  DN600,CDShxStyle,Ì≈  DN600,23639,"c(37491380.4379512, 2395262.2255002)",37491380.44,2395262.226
Text,PS_YSLText,120,0,Ì≈  DN200,CDShxStyle,Ì≈  DN200,23640,"c(37493256.1739238, 2395392.26744993)",37493256.17,2395392.267
Text,PS_YSLText,120,0,Ì≈  DN200,CDShxStyle,Ì≈  DN200,23641,"c(37493256.2309985, 2395422.26437902)",37493256.23,2395422.264
Text,PS_YSLText,120,0,Ì≈  DN500,CDShxStyle,Ì≈  DN500,23642,"c(37493259.0715013, 2395406.75365481)",37493259.07,2395406.754
Text,PS_YSLText,120,0,PVC  DN200,CDShxStyle,PVC  DN200,23643,"c(37493269.573294, 2395426.12223146)",37493269.57,2395426.122
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23644,"c(37491681.5214976, 2395816.65754407)",37491681.52,2395816.658
Text,PS_YSLText,120,0,Ì≈  DN1200,CDShxStyle,Ì≈  DN1200,23645,"c(37491682.3514471, 2395822.92577514)",37491682.35,2395822.926
Text,PS_YSLText,120,0,PVC  DN300,CDShxStyle,PVC  DN300,23646,"c(37491712.8765853, 2397938.51905498)",37491712.88,2397938.519
Text,PS_YSLText,120,0,Ì≈  DN1200,CDShxStyle,Ì≈  DN1200,23647,"c(37491683.6034978, 2395634.5020244)",37491683.6,2395634.502
Text,PS_YSLText,120,0,Ì≈  DN1200,CDShxStyle,Ì≈  DN1200,23648,"c(37491683.6468991, 2395615.05554478)",37491683.65,2395615.056
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23649,"c(37491695.7220483, 2395438.47984686)",37491695.72,2395438.48
Text,PS_YSLText,120,0,Ì≈  DN200,CDShxStyle,Ì≈  DN200,23650,"c(37491635.3474991, 2395270.47195082)",37491635.35,2395270.472
Text,PS_YSLText,120,0,Ì≈  DN200,CDShxStyle,Ì≈  DN200,23651,"c(37491604.2459916, 2395270.41309457)",37491604.25,2395270.413
Text,PS_YSLText,120,0,Ì≈  DN200,CDShxStyle,Ì≈  DN200,23652,"c(37491575.127454, 2395270.42377981)",37491575.13,2395270.424
Text,PS_YSLText,120,0,Ì≈  DN200,CDShxStyle,Ì≈  DN200,23653,"c(37491545.4174887, 2395270.42386001)",37491545.42,2395270.424
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23654,"c(37490373.1651574, 2395142.07004547)",37490373.17,2395142.07
Text,PS_YSLText,120,0,Ì≈  DN200,CDShxStyle,Ì≈  DN200,23655,"c(37491516.510402, 2395270.42689809)",37491516.51,2395270.427
Text,PS_YSLText,120,0,Ì≈  DN200,CDShxStyle,Ì≈  DN200,23656,"c(37491486.4744654, 2395270.30161423)",37491486.47,2395270.302
Text,PS_YSLText,120,0,Ì≈  DN200,CDShxStyle,Ì≈  DN200,23657,"c(37491455.9049938, 2395270.35651149)",37491455.9,2395270.357
Text,PS_YSLText,120,0,Ì≈  DN200,CDShxStyle,Ì≈  DN200,23658,"c(37491425.817976, 2395270.3728998)",37491425.82,2395270.373
Text,PS_YSLText,120,0,Ì≈  DN200,CDShxStyle,Ì≈  DN200,23659,"c(37491395.9294958, 2395270.38494066)",37491395.93,2395270.385
Text,PS_YSLText,120,0,Ì≈  DN200,CDShxStyle,Ì≈  DN200,23660,"c(37491365.8729526, 2395270.27238357)",37491365.87,2395270.272
Text,PS_YSLText,120,0,Ì≈  DN200,CDShxStyle,Ì≈  DN200,23661,"c(37491335.998, 2395270.3255)",37491336,2395270.326
Text,PS_YSLText,120,0,Ì≈  DN200,CDShxStyle,Ì≈  DN200,23662,"c(37491305.8899761, 2395270.31388576)",37491305.89,2395270.314
Text,PS_YSLText,120,0,Ì≈  DN200,CDShxStyle,Ì≈  DN200,23663,"c(37491275.0029099, 2395270.37000578)",37491275,2395270.37
Text,PS_YSLText,120,0,Ì≈  DN200,CDShxStyle,Ì≈  DN200,23664,"c(37491245.8249092, 2395270.35846922)",37491245.82,2395270.358
Text,PS_YSLText,120,0,Ì≈  DN600,CDShxStyle,Ì≈  DN600,23665,"c(37493233.1337498, 2396830.70999694)",37493233.13,2396830.71
Text,PS_YSLText,120,0,Ì≈  DN600,CDShxStyle,Ì≈  DN600,23666,"c(37493203.0197054, 2396830.76649996)",37493203.02,2396830.766
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23667,"c(37493181.7729593, 2396832.98363266)",37493181.77,2396832.984
Text,PS_YSLText,120,0,Ì≈  DN600,CDShxStyle,Ì≈  DN600,23668,"c(37493172.3487927, 2396830.7519995)",37493172.35,2396830.752
Text,PS_YSLText,120,0,Ì≈  DN1000,CDShxStyle,Ì≈  DN1000,23669,"c(37492685.4623069, 2395262.68650171)",37492685.46,2395262.687
Text,PS_YSLText,120,0,Ì≈  DN800,CDShxStyle,Ì≈  DN800,23670,"c(37493079.4790272, 2395884.06267181)",37493079.48,2395884.063
Text,PS_YSLText,120,0,Ì≈  DN800,CDShxStyle,Ì≈  DN800,23671,"c(37493078.0403513, 2395871.1501025)",37493078.04,2395871.15
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23672,"c(37493062.9130246, 2395877.62398792)",37493062.91,2395877.624
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23673,"c(37493019.1970517, 2396831.77394563)",37493019.2,2396831.774
Text,PS_YSLText,120,0,Ì≈  DN600,CDShxStyle,Ì≈  DN600,23674,"c(37493005.571608, 2396829.80350444)",37493005.57,2396829.804
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23675,"c(37492489.0759254, 2396846.85236065)",37492489.08,2396846.852
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23676,"c(37492696.6989964, 2396846.78661257)",37492696.7,2396846.787
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23677,"c(37492726.0069422, 2396846.68689573)",37492726.01,2396846.687
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23678,"c(37491548.6679411, 2394969.43642764)",37491548.67,2394969.436
Text,PS_YSLText,120,0,Ì≈  DN600,CDShxStyle,Ì≈  DN600,23679,"c(37491559.0669815, 2394979.99258218)",37491559.07,2394979.993
Text,PS_YSLText,120,0,Ì≈  DN600,CDShxStyle,Ì≈  DN600,23680,"c(37491543.5025848, 2394954.14413769)",37491543.5,2394954.144
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23681,"c(37491532.4610954, 2394943.65520413)",37491532.46,2394943.655
Text,PS_YSLText,120,0,Ì≈  DN800,CDShxStyle,Ì≈  DN800,23682,"c(37491528.1251721, 2394928.35439637)",37491528.13,2394928.354
Text,PS_YSLText,120,0,Ì≈  DN800,CDShxStyle,Ì≈  DN800,23683,"c(37494261.4647496, 2395878.96581824)",37494261.46,2395878.966
Text,PS_YSLText,120,0,Ì≈  DN800,CDShxStyle,Ì≈  DN800,23684,"c(37494152.2578881, 2395864.2975057)",37494152.26,2395864.298
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23685,"c(37494137.9708364, 2395880.15071149)",37494137.97,2395880.151
Text,PS_YSLText,120,0,Ì≈  DN800,CDShxStyle,Ì≈  DN800,23686,"c(37494122.7456746, 2395864.1770028)",37494122.75,2395864.177
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23687,"c(37494109.2543776, 2395880.09293647)",37494109.25,2395880.093
Text,PS_YSLText,120,0,Ì≈  DN800,CDShxStyle,Ì≈  DN800,23688,"c(37494034.9633788, 2395864.07855445)",37494034.96,2395864.079
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23689,"c(37492567.6652428, 2396479.10551728)",37492567.67,2396479.106
Text,PS_YSLText,120,0,Ì≈  DN200,CDShxStyle,Ì≈  DN200,23690,"c(37492580.538574, 2396473.77726932)",37492580.54,2396473.777
Text,PS_YSLText,120,0,Ì≈  DN200,CDShxStyle,Ì≈  DN200,23691,"c(37492601.4294961, 2396462.79155862)",37492601.43,2396462.792
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23692,"c(37492589.8748608, 2396466.36164091)",37492589.87,2396466.362
Text,PS_YSLText,120,0,Ì≈  DN500,CDShxStyle,Ì≈  DN500,23693,"c(37493393.7875047, 2396127.96015614)",37493393.79,2396127.96
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23694,"c(37493627.1215112, 2395859.69664653)",37493627.12,2395859.697
Text,PS_YSLText,120,0,Ì≈  DN600,CDShxStyle,Ì≈  DN600,23695,"c(37493643.2312077, 2395864.75801375)",37493643.23,2395864.758
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23696,"c(37493727.5701875, 2395898.37125756)",37493727.57,2395898.371
Text,PS_YSLText,120,0,Ì≈  DN600,CDShxStyle,Ì≈  DN600,23697,"c(37491410.3950999, 2395262.22700016)",37491410.4,2395262.227
Text,PS_YSLText,120,0,Ì≈  DN600,CDShxStyle,Ì≈  DN600,23698,"c(37491440.3801501, 2395262.21950002)",37491440.38,2395262.22
Text,PS_YSLText,120,0,Ì≈  DN600,CDShxStyle,Ì≈  DN600,23699,"c(37491470.623796, 2395262.1720029)",37491470.62,2395262.172
Text,PS_YSLText,120,0,Ì≈  DN600,CDShxStyle,Ì≈  DN600,23700,"c(37491501.0250687, 2395262.16750246)",37491501.03,2395262.168
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23701,"c(37490976.9268925, 2395018.95970384)",37490976.93,2395018.96
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23702,"c(37490973.3454785, 2395009.98693557)",37490973.35,2395009.987
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23703,"c(37490961.6721843, 2395009.45209277)",37490961.67,2395009.452
Text,PS_YSLText,120,0,Ì≈  DN600,CDShxStyle,Ì≈  DN600,23704,"c(37493322.1171451, 2396830.76549816)",37493322.12,2396830.765
Text,PS_YSLText,120,0,PVC  DN200,CDShxStyle,PVC  DN200,23705,"c(37493659.8667946, 2396064.32998973)",37493659.87,2396064.33
Text,PS_YSLText,120,0,Ì≈  DN500,CDShxStyle,Ì≈  DN500,23706,"c(37493259.1085094, 2395351.69906025)",37493259.11,2395351.699
Text,PS_YSLText,120,0,Ì≈  DN200,CDShxStyle,Ì≈  DN200,23707,"c(37493256.2469084, 2395362.2604942)",37493256.25,2395362.26
Text,PS_YSLText,120,0,Ì≈  DN500,CDShxStyle,Ì≈  DN500,23708,"c(37493259.1035049, 2395376.77728859)",37493259.1,2395376.777
Text,PS_YSLText,120,0,PVC  DN100,CDShxStyle,PVC  DN100,23709,"c(37493265.3723694, 2395391.26255085)",37493265.37,2395391.263
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23710,"c(37490658.0829721, 2395464.60077992)",37490658.08,2395464.601
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23711,"c(37490735.3460141, 2395389.08237675)",37490735.35,2395389.082
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23712,"c(37491580.4896581, 2395054.10633476)",37491580.49,2395054.106
Text,PS_YSLText,120,0,Ì≈  DN600,CDShxStyle,Ì≈  DN600,23713,"c(37491600.2907086, 2395059.98640009)",37491600.29,2395059.986
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23714,"c(37490585.8787994, 2395842.45232668)",37490585.88,2395842.452
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23715,"c(37492753.9849996, 2396531.05816386)",37492753.98,2396531.058
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23716,"c(37492741.9930823, 2396547.97284313)",37492741.99,2396547.973
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23717,"c(37492765.9736502, 2396547.36763023)",37492765.97,2396547.368
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23718,"c(37492779.4030466, 2396551.01636529)",37492779.4,2396551.016
Text,PS_YSLText,120,0,Ì≈  DN1000,CDShxStyle,Ì≈  DN1000,23719,"c(37492720.3016603, 2395262.70850044)",37492720.3,2395262.709
Text,PS_YSLText,120,0,Ì≈  DN600,CDShxStyle,Ì≈  DN600,23720,"c(37492978.5812906, 2396829.74600008)",37492978.58,2396829.746
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23721,"c(37492636.9272425, 2396826.18473925)",37492636.93,2396826.185
Text,PS_YSLText,120,0,Ì≈  DN800,CDShxStyle,Ì≈  DN800,23722,"c(37492623.0343222, 2396829.58300282)",37492623.03,2396829.583
Text,PS_YSLText,120,0,Ì≈  DN1000,CDShxStyle,Ì≈  DN1000,23723,"c(37493710.7174998, 2395054.01454979)",37493710.72,2395054.015
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23724,"c(37493695.9588947, 2395039.51899999)",37493695.96,2395039.519
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23725,"c(37492755.0194971, 2396846.79778339)",37492755.02,2396846.798
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23726,"c(37492784.1194989, 2396846.74956313)",37492784.12,2396846.75
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23727,"c(37490534.2629267, 2395304.13447193)",37490534.26,2395304.134
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23728,"c(37490557.0223366, 2395293.09507889)",37490557.02,2395293.095
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23729,"c(37490544.4328218, 2395653.03156729)",37490544.43,2395653.032
Text,PS_YSLText,120,0,Ì≈  DN1300X1200,CDShxStyle,Ì≈  DN1300X1200,23730,"c(37491219.6049457, 2395450.08590857)",37491219.6,2395450.086
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23731,"c(37491195.9618682, 2395561.17548045)",37491195.96,2395561.175
Text,PS_YSLText,120,0,Ì≈  DN500,CDShxStyle,Ì≈  DN500,23732,"c(37491305.0786238, 2395553.87600352)",37491305.08,2395553.876
Text,PS_YSLText,120,0,Ì≈  DN500,CDShxStyle,Ì≈  DN500,23733,"c(37491244.4159127, 2395553.54320285)",37491244.42,2395553.543
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23734,"c(37491160.9259965, 2395561.16862757)",37491160.93,2395561.169
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23735,"c(37491178.0209936, 2395554.73549976)",37491178.02,2395554.735
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23736,"c(37491126.2094784, 2395561.17014696)",37491126.21,2395561.17
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23737,"c(37491143.1528244, 2395554.86698895)",37491143.15,2395554.867
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23738,"c(37490538.8533644, 2395633.59024573)",37490538.85,2395633.59
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23739,"c(37490523.9384591, 2395596.37447202)",37490523.94,2395596.374
Text,PS_YSLText,120,0,PVC  DN50,CDShxStyle,PVC  DN50,23740,"c(37493252.0416012, 2395940.9100567)",37493252.04,2395940.91
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23741,"c(37493258.7984742, 2395926.34508224)",37493258.8,2395926.345
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23742,"c(37493256.2695028, 2395914.31982312)",37493256.27,2395914.32
Text,PS_YSLText,120,0,Ì≈  DN400,CDShxStyle,Ì≈  DN400,23743,"c(37493254.0204494, 2395920.97411497)",37493254.02,2395920.974
Text,PS_YSLText,120,0,PVC  DN150,CDShxStyle,PVC  DN150,23744,"c(37493253.9349977, 2395910.73002203)",37493253.93,2395910.73
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23745,"c(37493244.8079997, 2395925.6785056)",37493244.81,2395925.679
Text,PS_YSLText,120,0,Ì≈  DN800,CDShxStyle,Ì≈  DN800,23746,"c(37494183.5523817, 2395864.09207428)",37494183.55,2395864.092
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23747,"c(37494167.9639991, 2395880.19205371)",37494167.96,2395880.192
Text,PS_YSLText,120,0,Ì≈  DN800,CDShxStyle,Ì≈  DN800,23748,"c(37494219.9507601, 2395863.41909487)",37494219.95,2395863.419
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23749,"c(37493781.1116847, 2395900.57374357)",37493781.11,2395900.574
Text,PS_YSLText,120,0,Ì≈  DN300,CDShxStyle,Ì≈  DN300,23750,"c(37494121.9899724, 2395432.18124386)",37494121.99,2395432.181
Text,PS_YSLText,120,0,PVC  DN100,CDShxStyle,PVC  DN100,23751,"c(37492856.5496278, 2396665.86129042)",37492856.55,2396665.861
